FLNC PHLDB2
GAPDH ACTC1
GAPDH GAPDH
GAPDH CUL4B
GAPDH MYOC
GAPDH PGK1
GAPDH ENO1
GAPDH PGAM1
GAPDH FN1
GAPDH ALDOA
GAPDH GRIA2
GAPDH CYLD
GAPDH TRIM25
GAPDH HNF4G
GAPDH SUMO4
GAPDH MT-CO2
GAPDH PDIA3
GAPDH VDAC1
GAPDH POU2F2
GAPDH HMGB2
GAPDH EIF3C
GAPDH KCNE3
GAPDH RPS24
GAPDH KARS1
GAPDH H2BC6
GAPDH S100A6
GAPDH ATP5F1A
GAPDH ANXA7
GAPDH HNRNPD
GAPDH RPS3A
GAPDH RPS4X
GAPDH APP
GAPDH PXN
GAPDH SMN1
GAPDH LCK
GAPDH SGK1
GAPDH PSEN1
GAPDH YWHAE
GAPDH TUBA1A
GAPDH BPGM
GAPDH REL
GAPDH CD4
GAPDH HES1
GAPDH EIF3E
GAPDH GADD45A
GAPDH OSTF1
GAPDH EIF3B
GAPDH CAMK2B
GAPDH RPS7
GAPDH HNRNPH1
GAPDH GNAI2
GAPDH LAMA4
GAPDH MCC
GAPDH PLEKHF2
GAPDH BID
GAPDH TRAF6
GAPDH RPL7A
GAPDH ARL15
GAPDH KPNB1
GAPDH GOT2
GAPDH DYNLL1
GAPDH PSMD11
GAPDH MAP3K14
GAPDH VCL
GAPDH RPL22
GAPDH RBM5
GAPDH HTT
GAPDH EIF1B
GAPDH ATN1
GAPDH SLC2A1
GAPDH MYL6
GAPDH ANXA2
GAPDH PHB
GAPDH EIF4A2
GAPDH RPS12
GAPDH IRF3
GAPDH RPSA
GAPDH HSPA8
GAPDH TUBB
GAPDH NPAT
GAPDH CAMK4
GAPDH TNPO1
GAPDH RPS19
GAPDH RIPK2
GAPDH QRICH2
GAPDH EIF3M
GAPDH RPS18
GAPDH EIF3D
GAPDH HNRNPA1
GAPDH RPS9
GAPDH NDUFAF1
GAPDH CAMK1
GAPDH PGK2
GAPDH RAN
GAPDH PRKG1
GAPDH RACK1
GAPDH RAB2A
GAPDH FARSB
GAPDH RPL18
GAPDH NR1H4
GAPDH DHRS2
GAPDH STIP1
GAPDH RPS8
GAPDH TXN
GAPDH SERPINB9
GAPDH SRC
GAPDH TBK1
GAPDH MAPK13
GAPDH VIM
GAPDH PPM1E
GAPDH SSRP1
GAPDH GRM1
GAPDH HSPD1
GAPDH PCDHA4
GAPDH COX8C
GAPDH NIF3L1
GAPDH VDAC3
GAPDH BTBD2
GAPDH EEF1B2
GAPDH GAS7
GAPDH PAK2
GAPDH PTK2
GAPDH ACYP1
GAPDH YBX1
GAPDH HNRNPA2B1
GAPDH LAMTOR5
GAPDH PAFAH1B3
GAPDH TRAF1
GAPDH HMGB1
GAPDH GSS
GAPDH ACYP2
GAPDH RPLP1
GAPDH RWDD2A
GAPDH MME
GAPDH RPS10
GAPDH NCL
GAPDH TNFRSF1B
GAPDH RPL7
GAPDH MAP2K2
GAPDH DDX5
GAPDH DDX3X
GAPDH VDAC2
GAPDH RPLP0
GAPDH NFYC
GAPDH ANXA6
GAPDH PDIA2
GAPDH RPS13
GAPDH OSMR
GAPDH TLN1
GAPDH LRPPRC
GAPDH PDCD6IP
GAPDH EIF3I
GAPDH ECSIT
UBC AKT1
UBC MAP3K4
UBC ARRB2
UBC MAP3K1
UBC ITCH
UBC MAP3K3
UBC MAP3K7
UBC NBR1
UBC PML
UBC DAXX
UBC MDM2
UBC TP53
UBC HDAC1
UBC HDAC3
UBC RELA
UBC JUN
UBC SP1
UBC NPM1
UBC UBE3A
UBC AXIN1
UBC RNF4
UBC PSME3
UBC H2AX
UBC SYNE2
UBC PLCG1
UBC TP63
UBC EGFR
UBC GATA1
UBC CDKN2A
UBC USP11
UBC TRIB3
UBC EEF1A1
UBC WRN
UBC ZUP1
UBC HERC2
UBC CDK1
UBC AR
UBC EP300
UBC PIAS3
UBC ERBB2
UBC RAC1
UBC SRC
UBC CDKN1A
UBC HIF1A
UBC TRIM28
UBC NFKB2
UBC IGF1R
UBC HDAC6
UBC GGA3
UBC GGA1
UBC COPB1
UBC ASAP1
UBC RABEP1
UBC BRCA1
UBC TSG101
UBC RBBP8
UBC HGS
UBC BCR
UBC SNCA
UBC CBL
UBC CD2AP
UBC TRAP1
UBC ABL1
UBC TAX1BP1
UBC TNFAIP3
UBC PSMD2
UBC VHL
UBC RAD23A
UBC SFPQ
UBC UBQLN2
UBC STAM
UBC SH3KBP1
UBC MYO6
UBC UBQLN1
UBC SKP1
UBC UBQLN4
UBC PSMD4
UBC RAD23B
UBC PSMC5
UBC CUL5
UBC TRAF2
UBC NEDD4
UBC UBE2D2
UBC TOLLIP
UBC CUL1
UBC RIPK1
UBC UBE2L3
UBC CUL4A
UBC CUL2
UBC TOM1
UBC TNIP1
UBC NPLOC4
UBC UFD1
UBC EPS15
UBC RNF11
UBC USP33
UBC CUL3
UBC EXOSC8
UBC VPS28
UBC CALCOCO2
UBC DAZAP2
UBC DCUN1D1
UBC KLHL12
UBC SQSTM1
UBC TRIM32
UBC UBA2
UBC USP2
UBC XIAP
UBC UBE2D1
UBC WWP1
UBC ARIH2
UBC STAM2
UBC WWP2
UBC PSMC4
UBC CBLB
UBC RNF8
UBC UCHL1
UBC ATXN3
UBC ADRM1
UBC RBCK1
UBC OTUD5
UBC UBA1
UBC USP3
UBC UIMC1
UBC PMS2
UBC DDB1
UBC POLH
UBC USP15
UBC AMFR
UBC UBASH3B
UBC UBASH3A
UBC STUB1
UBC TNF
UBC OTUB1
UBC TAB2
UBC ANKS1B
UBC UBTD2
UBC CCT3
UBC RIOK3
UBC LAMA1
UBC PCMT1
UBC FLOT1
UBC PEF1
UBC HNRNPM
UBC POLR2C
UBC PCBP2
UBC BABAM2
UBC EEF1B2
UBC ANKRD13A
UBC BIRC6
UBC PSMD8
UBC ANAPC7
UBC BTRC
UBC USP4
UBC UCHL5
UBC UBE2C
UBC UBE2N
UBC UBE2D3
UBC NEDD8
UBC ABRAXAS1
UBC PDE12
UBC TCAF1
UBC BABAM1
UBC TBC1D15
UBC RNF114
UBC HSPD1
UBC CCT6A
UBC NAP1L1
UBC PABPC4
UBC PSMD14
UBC RAD18
UBC RNF126
UBC TRAFD1
UBC C1QBP
UBC TNRC6A
UBC AGO2
UBC PSMD10
UBC PSMD12
UBC UBR4
UBC UBE2T
UBC ERLIN2
UBC PSMC1
UBC PSMC6
UBC PSMD7
UBC VCP
UBC PSMC3
UBC PSMD11
UBC PSMA6
UBC BIRC2
UBC IKBKG
UBC ABRAXAS2
UBC BRCC3
UBC CDC34
UBC YOD1
UBC PELI1
UBC ATXN3L
UBC TRAF6
UBC UBXN1
UBC OTUD7B
UBC USP13
UBC CYLD
UBC ZRANB1
UBC UBE2S
UBC USP21
UBC STAMBP
UBC UCHL3
UBC POLI
UBC PLAA
UBC TNIP2
UBC TNIP3
UBC VPS36
UBC UBE3C
UBC RABGEF1
UBC UBE2K
UBC RNF168
UBC RNF169
UBC UBL7
UBC USP10
UBC TAB3
UBC ZFAND5
UBC UBE2G2
UBC UBE2V2
UBC FAF1
UBC OPTN
UBC FANCD2
UBC ASB2
UBC LTN1
UBC DNAJB2
UBC UBR5
UBC BIRC3
UBC USP1
UBC USP8
UBC USP25
UBC NEDD4L
UBC EPN1
UBC EPN2
UBC NSFL1C
UBC UBAP1
UBC CCDC50
UBC ZFAND6
UBC N4BP1
UBC ZFAND3
UBC TTC3
UBC KLHL7
UBC CUL4B
UBC UBA6
UBC CAND1
UBC PSMD5
UBC SPRTN
UBC RNF115
UBC AP2M1
UBC PRKN
UBC JOSD1
UBC USP28
UBC TOM1L2
UBC WRNIP1
UBC ACLY
UBC HUWE1
UBC RABEP2
UBC HSPA5
UBC GTF2IRD1
UBC BRF1
UBC NOD1
UBC SMURF1
UBC UBC
UBC USP9X
UBC USP14
UBC USP48
UBC USP37
UBC SMURF2
UBC OTULIN
UBC RNF31
UBC UBXN7
UBC MAP1LC3A
UBC ATG16L1
UBC UBE2R2
UBC H2AC20
UBC JOSD2
UBC PARP10
UBC ZC3H12A
UBC USP19
UBC PINK1
UBC PTEN
UBC OTUB2
UBC TRIP12
UBC UBE2B
UBC FAF2
UBC BRAP
UBC HECTD1
UBC UBE2O
UBC VCPIP1
UBC IKBKE
UBC OTUD3
UBC OTUD1
UBC OTUD4
UBC OTUD7A
UBC PSEN1
UBC ANAPC11
UBC IDE
UBC PSMC2
UBC PSMD1
UBC FAN1
UBC ZNF451
UBC BAP1
UBC UBAC2
UBC DDX58
UBC ANKRD13B
UBC ANKRD13D
UBC ZNRF1
UBC FAAP20
UBC NUB1
UBC LCK
UBC NCK2
UBC KEAP1
UBC USP30
UBC UBE2A
UBC AREL1
UBC RNF38
UBC WDR48
UBC RNF165
UBC CDC20
UBC ZFAND2B
UBC USP27X
UBC UBAC1
UBC ELOC
UBC USP24
UBC USP32
UBC USP40
UBC CAV1
UBC MINDY2
UBC MINDY1
UBC LNPK
UBC ARIH1
UBC DESI1
UBC UBE2Q1
UBC KHNYN
UBC YAF2
UBC UBE2D4
UBC ULK1
UBC CDC42
UBC PIK3R1
UBC CD4
UBC COPS5
UBC DHX30
UBC GRB2
UBC MAPT
UBC NFKBIA
UBC PHB
UBC RPS2
UBC EIF3F
UBC SFN
UBC HSPA8
UBC COMMD1
UBC TNFRSF1A
UBC POLR2A
UBC RCHY1
UBC JUNB
UBC RGS2
UBC CFLAR
UBC RCAN1
UBC MCM7
UBC BCL3
UBC CASP8
UBC RHOA
UBC IRAK1
UBC THRA
UBC MALT1
UBC RNF125
UBC NFKBIB
UBC PCNA
UBC TGFBR2
UBC CFTR
UBC BCL10
UBC ETV6
UBC NF2
UBC GRK2
UBC ESR2
UBC TGM2
UBC TRAF1
UBC PRPF8
UBC CCAR1
UBC ORC1
UBC KLF5
UBC NKD2
UBC ABI2
UBC DLG1
UBC DAPK3
UBC TAB1
UBC ERBB4
UBC JDP2
UBC ZAP70
UBC ERN1
UBC MED9
UBC GRIN2B
UBC DTX1
UBC HIF1AN
UBC NFATC4
UBC ARNTL
UBC GFI1
UBC TNFRSF1B
UBC RDH12
UBC EIF3A
UBC HMOX1
UBC KIF23
UBC RNF180
UBC TAL1
UBC OPRK1
UBC TTYH3
UBC ZIC2
UBC ING1
UBC POLL
UBC FLT3
UBC MED29
UBC KCTD5
UBC BMI1
UBC IRAK4
UBC GPR158
UBC ADAM19
UBC RAP1B
UBC IRF1
UBC HNRNPK
UBC YWHAB
UBC AGL
UBC GUCY1A2
UBC TRADD
UBC VCL
UBC DENR
UBC RGS20
UBC HIBADH
UBC NR1H3
UBC CNTN2
UBC IFNAR1
UBC SALL2
UBC CDC25A
UBC RYBP
UBC SPDYA
UBC HERC3
UBC CXCR4
UBC RPS6KB1
UBC KLF1
UBC ATP1B1
UBC AQP2
UBC ABCG2
UBC ZNF385A
UBC TRIM21
UBC CD151
UBC MAGEA11
UBC GMEB1
UBC BAX
UBC DNTT
UBC TCEA2
UBC ADRB2
UBC KCNN4
UBC TRAF3
UBC BACH1
UBC H2BC21
UBC ING2
UBC RALBP1
UBC NCOA3
UBC MARK3
UBC BRAF
UBC MARK1
UBC TRIM5
UBC BRSK2
UBC RFC2
UBC BSG
UBC TBK1
UBC MARK4
UBC ABTB2
UBC HCK
UBC HSPA4
UBC RIPK2
UBC MDM4
UBC NLK
UBC RNF103
UBC NTRK2
UBC SH3RF3
UBC FSHR
UBC IL6ST
UBC S100A10
UBC RIPK3
UBC PSEN2
UBC MDC1
UBC DDIT4
UBC RELB
UBC MUL1
UBC PAIP2
UBC NOTCH1
UBC HMGB1
UBC CD81
UBC DUSP1
UBC SCNN1G
UBC YBX1
UBC JMY
UBC TSC2
UBC ARHGEF9
UBC ARRB1
UBC SNX9
UBC NUAK2
UBC SNX3
UBC NFE2L2
UBC CSF3R
UBC CKM
UBC MED15
UBC TARDBP
UBC E2F1
UBC RBM27
UBC HMGCR
UBC PDCD2
UBC PPARGC1A
UBC LRP6
UBC PAX7
UBC LIG1
UBC TRIOBP
UBC GPI
UBC CDH1
UBC CD40LG
UBC TTYH2
UBC PRLR
UBC MED10
UBC FIS1
UBC ATF5
UBC PDCD4
UBC SMAD3
UBC ICAM1
UBC PELI2
UBC TRPV4
UBC CDC6
UBC GABRB3
UBC SNAI1
UBC MAPKAPK5
UBC AKAP8L
UBC RPS27A
UBC KCNH5
UBC AIFM1
UBC PELI3
UBC COMMD3-BMI1
UBC BRSK1
UBC RNF20
UBC RNF43
UBC DLGAP4
UBC BCL2L12
UBC SOD1
UBC MARCHF5
UBC PAX3
UBC KLF4
UBC ASAP2
UBC MAPKAPK3
UBC FAM168A
UBC CDIP1
UBC PLEKHB2
UBC PLSCR4
UBC MTURN
TUBB4B ARRB2
TUBB4B SUMO2
TUBB4B CDKN2A
TUBB4B RPA2
TUBB4B H4C1
TUBB4B CDK9
TUBB4B SOCS7
TUBB4B HDAC6
TUBB4B HGS
TUBB4B PRKN
TUBB4B VCP
TUBB4B TK1
TUBB4B TRIM25
TUBB4B GRB2
TUBB4B TUBG1
TUBB4B TUBB
TUBB4B VCL
TUBB4B XPO1
TUBB4B TUBA1A
TUBB4B SOCS6
TUBB4B LARP7
TUBB4B PTEN
TUBB4B RIC8A
TUBB4B RABAC1
TUBB4B PPP2R2B
TUBB4B SAT1
TUBB4B ARL15
TUBB4B RPLP1
TUBB4B STXBP1
TUBB4B RIPK4
TUBB4B LAMA4
TUBB4B TUBA1C
TUBB4B TUBB2A
TUBB4B POLR2B
TUBB4B PSMD11
TUBB4B DLEU1
TUBB4B PSME1
TUBB4B DLST
TUBB4B TUBA4A
TUBB4B AGO4
TUBB4B PCBD1
TUBB4B AGO3
TUBB4B PAFAH1B3
TUBB4B CHGB
TUBB4B PTPRS
TUBB4B SDC3
TUBB4B SERPINB9
TAGLN2 HSD17B10
TAGLN2 VHL
TAGLN2 CDK2
TAGLN2 TRAF6
TAGLN2 USP1
TAGLN2 EPB41
TAGLN2 SOD1
TAGLN2 PINX1
TAGLN2 ATG5
TAGLN2 IKBKE
TAGLN2 PSMD6
TAGLN2 ACTR6
TAGLN2 TAGLN3
TAGLN2 EIF1B
TAGLN2 MCC
TAGLN2 MAPK13
TAGLN2 HLA-B
TAGLN2 FTSJ1
RPS27 MAP3K1
RPS27 MAP3K3
RPS27 MDM2
RPS27 RPL11
RPS27 PSME3
RPS27 EEF1A1
RPS27 HNRNPF
RPS27 RPS9
RPS27 NFKB2
RPS27 HSPD1
RPS27 APC
RPS27 BRCA1
RPS27 HNRNPU
RPS27 CDK2
RPS27 GRB2
RPS27 TNFRSF1A
RPS27 RUVBL2
RPS27 RPL31
RPS27 RPSA
RPS27 RPL21
RPS27 RPL28
RPS27 RPL34
RPS27 RPS14
RPS27 RPL23A
RPS27 CDC37
RPS27 RPS3A
RPS27 TUBA1A
RPS27 RPS4X
RPS27 RPS3
RPS27 RPS13
RPS27 RPS6
RPS27 RPL10
RPS27 RPS16
RPS27 RPL35
RPS27 RPS18
RPS27 RPS23
RPS27 RPS7
RPS27 RPS8
RPS27 RPL36A
RPS27 RPS5
RPS27 WDR77
RPS27 MARS1
RPS27 RPL22
RPS27 RPS24
RPS27 RPL5
RPS27 RPL29
RPS27 RPL18
RPS27 RPL10A
RPS27 RPL18A
RPS27 RPS2
RPS27 RPL13A
RPS27 C18orf32
RPS27 SLC25A6
RPS27 RBM10
RPS27 IKBKG
RPS27 RPL12
RPS27 SLC25A3
RPS27 RPS12
RPS27 RPL26
RPS27 RPL35A
RPS27 HSP90AB1
RPS27 RPL24
RPS27 RPL8
RPS27 NDUFA4
RPS27 RUVBL1
RPS27 DICER1
RPS27 RPS11
RPS27 RPL9
RPS27 RPL39
RPS27 RPL23
RPS27 AGO2
RPS27 SLC7A9
RPS27 RPL38
RPS27 RPL7A
RPS27 EIF4B
RPS27 IPO9
RPS27 SLC25A5
RPS27 TARBP2
RPS27 RPL19
RPS27 RPL27A
RPS27 RPLP2
RPS27 RPS17
RPS27 RPS15
RPS27 RPS19
RPS27 RPL6
RPS27 MYCBP
RPS27 OTOP2
RPS27 GCN1
RPS27 IPO4
RPS27 SSR4
RPS27 UBA52
RPS27 RPL4
RPS27 LRRC4
RPS27 TAB1
RPS27 RPS21
RPS27 RPL7
RPS27 ATP1A3
RPS27 RPS29
RPS27 RPL27
RPS27 RPS27A
RPS27 RTN4
RPS27 RPL15
RPS27 TNFRSF1B
RPS27 RPL36
RPS27 TAB2
RPS27 SLC25A13
RPS27 RPLP1
RPS27 IPO8
RPS27 RPLP0
RPS27 RPS10
RPS27 RPL14
RPS27 RPS4Y2
RPS27 DHCR7
RPS27 C1QBP
RPS27 RPS15A
RPS27 RPS26
RPS27 HSPA9
RPS27 NACAD
RPS27 TRADD
RPS27 FAU
RPS27 RPS27
RPS27 PPBP
RPS27 PPP2R2B
RPS27 ENOPH1
RPS27 EMD
RPS27 RIPK3
RPS27 RPS4Y1
RPS27 RPL37
RPS27 WDCP
RPS27 NSG2
RPS27 RPS28
RPS27 TMEM33
RPS27 RPL37A
RPS27 TOLLIP
RPS27 RPL13
RPS27 CLNS1A
RPS27 RPL30
RPS27 RPL32
RPS27 PSMD3
RPS27 RPS25
RPS27 OXA1L
RPS27 RPL41
TAGLN PRKCD
TAGLN PRKCA
TAGLN CFL1
TAGLN S100A9
TAGLN PRKCB
TAGLN GIPC1
TAGLN PRKCI
TAGLN PRKCZ
TAGLN PRKCE
TAGLN GORASP2
TAGLN ACTA1
TAGLN PRKCQ
TAGLN RNF14
TAGLN PIK3CD
TAGLN PRKCG
TAGLN PRKCH
ASPH LRRC59
ASPH KCNIP3
ASPH KCNIP4
ASPH NUCB2
ASPH SDC2
ASPH FGFBP1
ASPH GET3
ASPH TNFRSF10B
ASPH SF3A2
ASPH LTA
ASPH RCN1
ASPH LRPAP1
ASPH SGTB
ASPH ZG16
ASPH PRB1
ASPH PRAP1
ASPH PTN
ASPH TUFM
ASPH PLEKHF2
ASPH GPX7
ASPH GAL
ASPH FKBP7
ASPH KCNIP1
ASPH DCD
ASPH PDGFA
ASPH TRDN
ASPH GOLM1
ASPH OCIAD1
ASPH LCN2
ASPH CTSA
ASPH GPX8
ASPH TMX2
ASPH GSC2
ASPH SOD3
ASPH TXNDC15
ASPH PCSK4
ASPH PRB2
ASPH PLAAT2
ASPH IL21
ASPH SHISAL1
ASPH GPR119
ASPH PTH
ASPH SPINK1
ASPH ENPP6
ASPH RELL2
ASPH DEFB1
ASPH WFDC12
ASPH DHRSX
ASPH CST1
ASPH RNASEH1
ASPH INSL5
ASPH WFDC5
ASPH SMIM19
ASPH FDCSP
ASPH GAST
ASPH SLC51B
ASPH GUCA2A
ASPH CXorf66
ASPH CDSN
ASPH SMIM11A
ASPH UGT2B11
ASPH TMEM167B
ASPH PRB4
ASPH PRH1
ASPH BGLAP
ASPH SCGB1C2
ASPH SMIM11B
ANK3 TIAM1
ANK3 SCN2A
TIAM1 RAC1
TIAM1 SRC
TIAM1 PRKCD
TIAM1 MAPK8IP1
TIAM1 ALB
TIAM1 MAPK8IP2
TIAM1 PRKCA
TIAM1 PRKCB
TIAM1 HRAS
TIAM1 EPHA2
TIAM1 BTRC
TIAM1 ANK1
TIAM1 PSMA7
TIAM1 PARD3
TIAM1 CSNK1A1
TIAM1 YWHAH
TIAM1 PRKCZ
TIAM1 CD44
TIAM1 PRKCE
TIAM1 NTRK2
TIAM1 NSD2
TIAM1 EFNB1
TIAM1 CFTR
TIAM1 SETDB1
TIAM1 PPP1R9B
TIAM1 PRKCG
TIAM1 IGHA1
TIAM1 TIAM1
TIAM1 IGHM
TIAM1 CAMK2G
TIAM1 NME1
TIAM1 ABCA1
SCN2A MPP3
SCN2A RNF130
SCN2A ARHGEF10L
SCN2A SCN4B
MAPK8 JUN
MAPK8 HDAC9
MAPK8 PIAS2
MAPK8 APBB2
MAPK8 BCL2
MAPK8 LIFR
MAPK8 PPARG
MAPK8 CCDC88C
JUN MAP3K1
JUN ITCH
JUN MAPK9
JUN MAPK10
JUN NBR1
JUN GATA2
JUN PML
JUN SPI1
JUN POU1F1
JUN SMAD4
JUN FBXW7
JUN TDG
JUN MAPK11
JUN MDM2
JUN CREBBP
JUN SUMO1
JUN NCOR2
JUN SKI
JUN HDAC3
JUN RB1
JUN RELA
JUN HHEX
JUN STAT3
JUN EP300
JUN BCL3
JUN BRCA1
JUN TSG101
JUN ATF2
JUN SMAD3
JUN CSK
JUN ESR1
JUN KPNA2
JUN UBE2I
JUN ETS1
JUN ETS2
JUN MAPK1
JUN ABL1
JUN PIAS2
JUN NFE2L2
JUN HIRA
JUN PIAS1
JUN MAZ
JUN NEDD4
JUN GOPC
JUN NCOA1
JUN MBD3
JUN GSK3B
JUN ATF4
JUN PRKD1
JUN NELFB
JUN KAT7
JUN PIN1
JUN DDIT3
JUN EWSR1
JUN DACH1
JUN HIF1A
JUN TGIF1
JUN PPP3CA
JUN FOSL1
JUN RBM39
JUN COP1
JUN ATF3
JUN FOS
JUN CSNK2A1
JUN FOSL2
JUN COPS5
JUN JUN
JUN SMAD2
JUN DDX21
JUN NACA
JUN CREB5
JUN RUNX2
JUN RUNX1
JUN MYOD1
JUN NFE2L1
JUN NFYA
JUN SP1
JUN BCL6
JUN HMGA1
JUN JDP2
JUN PPP3CB
JUN APLP2
JUN HSP90AA1
JUN SIRT1
JUN EDF1
JUN CREB1
JUN PPP2R2D
JUN RNF187
JUN BATF3
JUN CLINT1
JUN NFATC2
JUN EPAS1
JUN TRIP4
JUN ATF7
JUN FOSB
JUN NFATC1
JUN ZBTB7C
JUN ARIH1
JUN USP6
JUN BLM
JUN CRBN
JUN VRK1
JUN SNRNP27
JUN EEF2
JUN RPL5
JUN TOP1
JUN CDK4
JUN CDK7
JUN STAT1
JUN RPL18A
JUN NEFM
JUN CDK1
JUN VIM
JUN TBP
JUN HIPK3
JUN CSNK2A2
JUN TUBB
JUN NR3C1
JUN HSPA8
JUN CITED1
JUN GTF2B
JUN MAP1B
JUN ACTG2
JUN NTRK3
JUN SERTAD1
JUN MAPK15
JUN TGM1
JUN CBFB
JUN HSP90AB1
JUN SUMO2
JUN TOP2A
JUN UBB
JUN HOOK2
JUN CDK3
JUN LUC7L3
JUN POU2F1
JUN MAPRE3
JUN DLG4
JUN CDKN1A
JUN HOXC8
JUN VDR
JUN EDN1
JUN LURAP1L
JUN SREK1
JUN ATF1
JUN EIF3E
JUN NR5A1
JUN APP
JUN MATR3
JUN BAG1
JUN SOX10
JUN ASCC2
JUN FLII
JUN EPHB4
JUN DST
JUN TPM3
JUN CNN1
JUN GTF2F1
JUN ASCC3
JUN ASCC1
JUN ARRB1
JUN RPS27A
JUN CCL5
JUN APOH
JUN HAP1
JUN CKB
JUN SS18
JUN FN1
JUN HCFC1
JUN GTF2F2
JUN C1QBP
JUN GAD1
JUN TAF1
JUN VAV1
JUN FAM13B
JUN SMARCD1
JUN GNL2
JUN ST13
JUN NCOA2
JUN NKTR
JUN SARS1
JUN NRIP1
JUN VIP
JUN MYO6
JUN MUC1
JUN EGR1
JUN PACS1
JUN BATF
JUN PSIP1
JUN CD82
JUN SLC4A8
JUN GSK3A
JUN PCGF5
JUN PHOX2A
JUN RAD52
JUN CDK2
JUN DHX9
JUN RALBP1
JUN IFNB1
JUN TNFRSF10A
JUN HNRNPM
JUN HESX1
JUN PALMD
JUN NCOA3
JUN SPTBN1
JUN MAF
JUN MT2A
JUN PSMA1
JUN UBA52
JUN MSH2
JUN CABYR
JUN HNRNPR
JUN PLK3
JUN NAT1
JUN MYBBP1A
JUN TUBA1A
JUN AFG3L1P
JUN MAPK3
JUN MAP1A
JUN PRAP1
JUN GTF2E2
JUN BCL2A1
JUN PPP1R10
JUN KRT16
JUN KIF1B
JUN KLC1
JUN MACF1
JUN MRPS2
JUN SHANK1
JUN UBE2O
JUN CIT
JUN EN1
JUN RANBP9
JUN STAT4
JUN SNRK
JUN FAT2
JUN MOK
JUN TAX1BP1
JUN ACTA2
JUN CEP170B
JUN CREB3
JUN TCEAL9
JUN ACAT2
JUN BRD3
JUN GOLGA4
JUN SUMO3
JUN MBTPS2
JUN PLXNA2
JUN CALR
JUN ITGAX
JUN SUPT6H
JUN BCAS1
JUN GAP43
JUN MAFB
JUN NCOA6
JUN RELL2
JUN PPP4C
JUN BBS7
JUN TSC22D3
JUN SMTN
JUN SPIB
JUN ZFHX3
JUN ERCC6L2
JUN ACTN4
JUN A4GALT
JUN RPAP2
JUN AR
JUN SPTBN2
JUN SOX8
JUN CDK9
JUN CHD2
JUN ZHX1
JUN ATP2B2
JUN GRIP1
JUN PABPN1
JUN POLE3
JUN MYRIP
JUN TCF20
JUN ATP1A1
JUN SELE
JUN INA
JUN SPTAN1
JUN IL5
JUN EPB41L3
JUN PLEKHA5
JUN EIF3A
JUN STX4
JUN CCDC6
JUN GJA1
JUN LARP6
JUN TPM2
JUN ERMN
JUN NSF
JUN PRRC2A
JUN TSHB
JUN UQCRB
JUN SUMO4
JUN TNF
JUN GSS
JUN MAPKAPK5
JUN FAM13A
JUN PRKDC
JUN RRP12
JUN MMP1
JUN CDK6
JUN STRN4
JUN HERC1
JUN CDK5
JUN TRAF3IP1
JUN ERG
JUN YWHAQ
JUN ELF3
JUN IL2
JUN MAP2
JUN PPP2R2B
JUN TPM1
JUN DDX1
JUN MAFG
JUN KMT2C
JUN RAB18
JUN CHL1
JUN GNRHR
JUN HOXA9
JUN TSPYL1
JUN USP9X
JUN MYO18A
HDAC9 MAPK9
HDAC9 MAPK10
HDAC9 SUMO1
HDAC9 SIN3A
HDAC9 NCOR1
HDAC9 HDAC1
HDAC9 HDAC3
HDAC9 SUMO2
HDAC9 ESR1
HDAC9 SYK
HDAC9 MEF2D
HDAC9 MEF2A
HDAC9 MAML1
HDAC9 H4-16
HDAC9 BCL6
HDAC9 CTBP1
HDAC9 ETV6
HDAC9 CBX5
HDAC9 TRIM29
HDAC9 SUV39H1
HDAC9 YWHAE
HDAC9 HDAC4
HDAC9 WNK1
HDAC9 HCK
HDAC9 SIN3B
HDAC9 H3C14
HDAC9 NRIP1
HDAC9 H4C6
HDAC9 HEY2
HDAC9 USF1
HDAC9 PKD1
HDAC9 MEF2C
HDAC9 RFXANK
HDAC9 HDAC9
HDAC9 PKN1
HDAC9 H3C15
HDAC9 MORF4L2
HDAC9 PCBP1
HDAC9 CAMK1
PIAS2 AKT1
PIAS2 PML
PIAS2 SMAD4
PIAS2 RPL11
PIAS2 TP53
PIAS2 TOPBP1
PIAS2 SUMO1
PIAS2 HDAC3
PIAS2 UBE2I
PIAS2 LMNA
PIAS2 MBD1
PIAS2 AR
PIAS2 FLI1
PIAS2 NAV2
PIAS2 DNMT3A
PIAS2 GTF2IRD1
PIAS2 PARK7
PIAS2 TRIM27
PIAS2 HIC1
PIAS2 HUWE1
PIAS2 TRAF2
PIAS2 SUMO2
PIAS2 MSX2
PIAS2 RUFY1
PIAS2 SUMO3
PIAS2 PRKAB2
PIAS2 GFAP
PIAS2 PIAS2
PIAS2 TSR2
PIAS2 RPS16
PIAS2 EEF2
PIAS2 RPL5
PIAS2 SUMO1P1
PIAS2 RPL29
PIAS2 YWHAH
PIAS2 PRPF3
PIAS2 RPL18
PIAS2 RPL10A
PIAS2 RPL31
PIAS2 RPS2
PIAS2 EEF1A1
PIAS2 RPS13
PIAS2 NR3C1
PIAS2 RPL12
PIAS2 CUL4B
PIAS2 SF3B3
PIAS2 ESR1
PIAS2 YWHAE
PIAS2 EEF1A2
PIAS2 HARS1
PIAS2 RPL26
PIAS2 RPL35A
PIAS2 RPL24
PIAS2 RPS7
PIAS2 RPL8
PIAS2 CDKN2A
PIAS2 ERCC4
PIAS2 MCM5
PIAS2 RPS11
