FLNC PHLDB2
YWHAH MST1R
YWHAH ABL1
YWHAH IRS4
YWHAH CDKN1B
YWHAH IRS2
YWHAH PARD6A
YWHAH KIF1B
YWHAH TUBG1
YWHAH CDK16
YWHAH RPL31
YWHAH TARS1
YWHAH HNRNPD
YWHAH RPL21
YWHAH RPS7
YWHAH RPS13
YWHAH EXO1
YWHAH PTPN14
YWHAH PARD3
YWHAH YAP1
YWHAH CSNK1A1
YWHAH RAF1
YWHAH TRIP11
YWHAH MDM4
YWHAH CDK14
YWHAH CUL4A
YWHAH PSMD2
YWHAH DOCK7
YWHAH RPS4X
YWHAH SSRP1
YWHAH SOCS6
YWHAH ERCC4
YWHAH CDC25A
YWHAH YWHAB
YWHAH YWHAE
YWHAH CUL1
YWHAH PDPK1
YWHAH TNFAIP3
YWHAH PRKCI
YWHAH ARAF
YWHAH BAD
YWHAH RASSF8
YWHAH TRIM32
YWHAH MARK3
YWHAH HDAC4
YWHAH HDAC5
YWHAH KIF5B
YWHAH BRAF
YWHAH EPB41L3
YWHAH MARK2
YWHAH ZFP36
YWHAH RIMS1
YWHAH ING1
YWHAH RIMS2
YWHAH MARK4
YWHAH TLX2
YWHAH KLC3
YWHAH CDC25C
YWHAH CDC25B
YWHAH PARD6B
YWHAH MEX3B
YWHAH LRRK2
YWHAH RASSF2
YWHAH LCA5
YWHAH CENPJ
YWHAH PTPN4
YWHAH MTMR4
YWHAH SAMD4A
YWHAH SSH1
YWHAH KANK1
YWHAH RASGRF1
YWHAH RPS16
YWHAH EEF2
YWHAH RPL5
YWHAH RPL29
YWHAH ARHGEF2
YWHAH RPS11
YWHAH SUMO3
YWHAH RPL7A
YWHAH KIF1C
YWHAH CGN
YWHAH KLC4
YWHAH GREM1
YWHAH NEDD8
YWHAH THRA
YWHAH OSBPL3
YWHAH RPL23
YWHAH MARK1
YWHAH RPL24
YWHAH EIF2A
YWHAH DENND4A
YWHAH RPL27
YWHAH CUL3
YWHAH RPS15A
YWHAH CRTC1
YWHAH AKT1S1
YWHAH RPL7
YWHAH CLASP2
YWHAH PDZD11
YWHAH LARP1
YWHAH MAST2
YWHAH CHRNA4
YWHAH EIF4E2
YWHAH CDK18
YWHAH EEF1A2
YWHAH KCNK9
YWHAH RPS6
YWHAH ADAM22
YWHAH RAB11FIP1
YWHAH PRKD2
YWHAH NRIP1
YWHAH SDK1
YWHAH EMG1
YWHAH RPL8
YWHAH CUL5
YWHAH RPL6
YWHAH ARHGEF4
YWHAH HARS1
YWHAH SHROOM2
YWHAH TEAD3
YWHAH REM1
YWHAH KLC2
YWHAH RPL12
YWHAH AFDN
YWHAH TP53BP2
YWHAH RPS2
YWHAH RPL18
YWHAH PRKCZ
YWHAH TSC2
YWHAH USP8
YWHAH REEP1
YWHAH SCN1A
YWHAH CYFIP2
YWHAH ZFP36L2
YWHAH RPL14
YWHAH SLC25A6
YWHAH RPH3A
YWHAH PRPF3
YWHAH PAK4
YWHAH PTH1R
YWHAH RPS3
YWHAH RAB11FIP2
YWHAH KCNH2
YWHAH VAMP8
YWHAH GCN1
YWHAH LSR
YWHAH KARS1
YWHAH RPL35A
YWHAH YWHAH
YWHAH DMWD
YWHAH LMO7
YWHAH CEP250
YWHAH FAM53C
YWHAH NEK1
YWHAH SF3B3
YWHAH ARHGEF28
YWHAH USP46
YWHAH CCDC88A
YWHAH TBC1D1
YWHAH KCNK15
YWHAH KRT18
YWHAH MAST3
YWHAH SRGAP2
YWHAH RPS8
YWHAH RPL9
YWHAH LIMA1
YWHAH RPL26
YWHAH CSNK1E
YWHAH CLASP1
YWHAH RPS23
YWHAH RPS26P25
YWHAH KSR1
YWHAH RPL13
YWHAH KCNK3
YWHAH NADK
YWHAH CYFIP1
YWHAH TPH1
YWHAH DDX19B
YWHAH CUL4B
YWHAH RPL10A
YWHAH CAMKK1
YWHAH C1QBP
YWHAH RPL30
YWHAH DCAF7
YWHAH SNRPE
YWHAH ABLIM1
YWHAH TBC1D4
YWHAH GP1BA
YWHAH RPS14
YWHAH PKP2
YWHAH BAIAP2
YWHAH PARD6G
YWHAH WDR20
YWHAH PFKFB2
YWHAH CCDC125
YWHAH NHSL2
LIMA1 MAP3K3
LIMA1 ARRB1
LIMA1 CTNNA1
LIMA1 GRB2
LIMA1 CDH1
LIMA1 IKBKG
LIMA1 ACTC1
LIMA1 PPP1CC
LIMA1 RIPK3
LIMA1 CFTR
LIMA1 SVIL
LIMA1 TES
LIMA1 DENND1A
LIMA1 NEXN
CLIC1 ARF6
CLIC1 MLH1
CLIC1 PSMD10
CLIC1 AKAP9
CLIC1 EPB41
CLIC1 MEOX2
CLIC1 TRAPPC2
CLIC1 IKBKE
CLIC1 LSM1
CLIC1 TPRN
CLIC1 MCC
CLIC1 SUMO4
CLIC1 HLA-B
CLIC1 MYOC
CLIC1 PIP5K1B
CLIC1 NHSL2
BOLA2 TK1
BOLA2 ZNF76
BOLA2 XIAP
BOLA2 NTAQ1
BOLA2 BIRC2
BOLA2 GLRX3
BOLA2 ID3
BOLA2 MEOX2
BOLA2 CGGBP1
BOLA2 ADAMTSL4
BOLA2 IHO1
BOLA2 IL16
BOLA2 ZNF581
BOLA2 BIRC7
BOLA2 C1orf94
BOLA2 CCDC138
BOLA2 ZNF774
BOLA2 MBD3L1
BOLA2 RGS17
BOLA2 ZNF688
BOLA2 HDX
BOLA2 ZNF511
BOLA2 RAB4B
BOLA2 MOBP
BOLA2 ZFP90
BOLA2 ZNF177
BOLA2 ZNF559-ZNF177
BOLA2 C10orf55
BOLA2 RAB4B-EGLN2
BOLA2 ZNF620
BOLA2 ANKRD55
BOLA2 SLITRK5
ARHGAP21 RELA
ARHGAP21 SP1
ARHGAP21 ARF1
ARHGAP21 APC
ARHGAP21 PTK2B
ARHGAP21 RHOA
ARHGAP21 SFN
ARHGAP21 WNK1
ARHGAP21 EEF1D
ARHGAP21 NINL
ARHGAP21 ZNF177
MAP3K1 ACTG1
MAP3K1 RPS23
ACTG1 MAP3K3
ACTG1 MAP3K7
ACTG1 RELA
ACTG1 RBX1
ACTG1 CDKN2A
ACTG1 NFKB1
ACTG1 NFKB2
ACTG1 PLD1
ACTG1 ITGB3BP
ACTG1 GSN
ACTG1 BCAP31
ACTG1 MAPT
ACTG1 REL
ACTG1 CHUK
ACTG1 CFL1
ACTG1 TRAF6
ACTG1 NFKBIA
ACTG1 GRB2
ACTG1 TNFRSF1A
ACTG1 WASL
ACTG1 TRAF2
ACTG1 NTAQ1
ACTG1 CFL2
ACTG1 ACTG1
ACTG1 DSTN
ACTG1 TMSB4X
ACTG1 CAP1
ACTG1 CAP2
ACTG1 RUVBL2
ACTG1 MEPCE
ACTG1 RUVBL1
ACTG1 APOE
ACTG1 PPP1CC
ACTG1 MLH1
ACTG1 H3C6
ACTG1 RC3H1
ACTG1 PDPK1
ACTG1 CAPZA3
ACTG1 CCDC22
ACTG1 MAP1A
ACTG1 DYNLL1
ACTG1 TNFRSF1B
ACTG1 PTPRO
ACTG1 VASP
ACTG1 MDK
ACTG1 SH3GL2
ACTG1 NFKBIB
ACTG1 CCN2
ACTG1 LGALS13
ACTG1 WASF1
ACTG1 MAPK6
ACTG1 SCIN
ACTG1 IKBKE
ACTG1 CTNND1
ACTG1 FPR1
ACTG1 FHOD1
ACTG1 EPS8L2
ACTG1 VCL
ACTG1 ANXA5
ACTG1 PIP4K2C
ACTG1 DISC1
ACTG1 HSP90AB1
ACTG1 LSP1
ACTG1 PLEC
ACTG1 TMSB4Y
ACTG1 RIPK2
ACTG1 EIF6
ACTG1 TAB2
ACTG1 TRAF1
ACTG1 PFN2
ACTG1 PRSS23
ACTG1 EPS8L1
ACTG1 RELB
ACTG1 MAP3K14
ACTG1 EHHADH
ACTG1 CDH1
ACTG1 MYO1A
ACTG1 ATF7IP
ACTG1 TRADD
ACTG1 EPS8L3
ACTG1 RIPK3
ACTG1 NDRG1
ACTG1 ST3GAL3
ACTG1 IKBKG
ACTG1 DNASE1
ACTG1 SUMO4
ACTG1 RIPK1
ACTG1 ABLIM1
ACTG1 RPS6KA5
ACTG1 FEZ1
ACTG1 PPP1R9A
ACTG1 IKBKB
ACTG1 CYBB
ACTG1 VIL1
ACTG1 CDC37
RPS23 RPL11
RPS23 NPM1
RPS23 H2AX
RPS23 PIAS1
RPS23 MCM4
RPS23 MCM5
RPS23 EEF1A1
RPS23 HNRNPF
RPS23 GNL3
RPS23 RPS9
RPS23 NAE1
RPS23 UBE2M
RPS23 LRRC59
RPS23 CUL2
RPS23 LUC7L2
RPS23 HNRNPU
RPS23 PCNA
RPS23 NAP1L1
RPS23 H2BC21
RPS23 DDB1
RPS23 ILF2
RPS23 NOLC1
RPS23 TCOF1
RPS23 FBL
RPS23 NCL
RPS23 GRB2
RPS23 UBE2W
RPS23 MRPS22
RPS23 RPL31
RPS23 DHX9
RPS23 PABPC1
RPS23 TARS1
RPS23 YBX1
RPS23 RPSA
RPS23 EBNA1BP2
RPS23 RPL21
RPS23 RPL28
RPS23 RPL34
RPS23 RPS7
RPS23 RPS13
RPS23 TOP1
RPS23 RPLP2
RPS23 HNRNPA1
RPS23 HNRNPM
RPS23 PHB
RPS23 CUL4A
RPS23 PSMD2
RPS23 TUBA1A
RPS23 RPS4X
RPS23 SSRP1
RPS23 SF3B1
RPS23 ILF3
RPS23 ERCC4
RPS23 CUL1
RPS23 PRMT5
RPS23 PHB2
RPS23 CUL3
RPS23 ATP5F1C
RPS23 H1-10
RPS23 RPS11
RPS23 RPL5
RPS23 RPL30
RPS23 RPL24
RPS23 RPL7A
RPS23 EEF2
RPS23 RPS8
RPS23 RPL10A
RPS23 RPL4
RPS23 RPL12
RPS23 RPL17
RPS23 RPL18A
RPS23 RPS14
RPS23 RPS3A
RPS23 RPS2
RPS23 RPLP1
RPS23 RPS26
RPS23 RPL9
RPS23 RPL23
RPS23 RPL23A
RPS23 RPL7
RPS23 RPL15
RPS23 RPS10
RPS23 RPL6
RPS23 RPS3
RPS23 RPS19
RPS23 RPS6
RPS23 RPL10
RPS23 RPL14
RPS23 RPS16
RPS23 RPS25
RPS23 RPL13
RPS23 RPLP0
RPS23 RPL18
RPS23 RPL22
RPS23 RPS24
RPS23 RPL8
RPS23 RPS15A
RPS23 RPS17
RPS23 RPS5
RPS23 RPS12
RPS23 RPS18
RPS23 RPL19
RPS23 RPL27
RPS23 RPL37A
RPS23 RPS28
RPS23 RPS15
RPS23 FAU
RPS23 RPS29
RPS23 TUFM
RPS23 IMMT
RPS23 H2BC14
RPS23 RPL36A
RPS23 WDR77
RPS23 MRPS16
RPS23 DHX30
RPS23 PHF5A
RPS23 RPL29
RPS23 PRPF3
RPS23 MRPS15
RPS23 H1-3
RPS23 RPL13A
RPS23 C18orf32
RPS23 RBM28
RPS23 MAP3K14
RPS23 SRSF10
RPS23 SYNCRIP
RPS23 SLC25A3
RPS23 CUL4B
RPS23 SF3B3
RPS23 SF3B6
RPS23 ACTG2
RPS23 GEMIN4
RPS23 EEF1A2
RPS23 HARS1
RPS23 RPL26
RPS23 SNU13
RPS23 U2AF2
RPS23 DHX36
RPS23 RPL35A
RPS23 SF3B2
RPS23 NOP58
RPS23 RPL39
RPS23 EMG1
RPS23 KARS1
RPS23 MRPS5
RPS23 RPL38
RPS23 UBA52
RPS23 RSL1D1
RPS23 IGF2BP1
RPS23 SUMO3
RPS23 MRPS23
RPS23 MRPS2
RPS23 RPL41
RPS23 RPL27A
RPS23 NEDD8
RPS23 SCN1A
RPS23 SRP14
RPS23 DDX19B
RPS23 PPP2R2B
RPS23 RPS27A
RPS23 PTCD3
RPS23 RPL37
RPS23 TUBB1
RPS23 DCC
RPS23 U2AF1
RPS23 KRR1
RPS23 RPL36
RPS23 PWP1
RPS23 FBXL13
RPS23 LYAR
RPS23 RPS21
RPS23 ZNF326
RPS23 MME
RPS23 BRIX1
RPS23 RPS26P25
RPS23 MRPS27
RPS23 DHX15
RPS23 MYBBP1A
RPS23 HNRNPH2
RPS23 RPL35
RPS23 CUL5
RPS23 EIF2A
RPS23 RPS4Y1
RPS23 RPS4Y2
RPS23 GCN1
RPS23 RPL32
RPS23 DDX21
RPS23 SART3
RPS23 ARHGEF4
RPS23 SCYL2
RPS23 SRPK1
RPS23 EIF4A3
RPS23 SLC25A5
RPS23 OGFOD1
ITCH LITAF
ITCH UBE2E2
ITCH POU5F1
LITAF GGA3
LITAF HGS
LITAF UBQLN1
LITAF EPN1
LITAF SMAD2
LITAF TSG101
LITAF NFATC2
LITAF STAT6
LITAF NEDD4
LITAF BAG3
LITAF WWOX
LITAF KCNIP4
LITAF TOM1
LITAF STAM2
LITAF HPCAL4
LITAF REEP6
LITAF RASSF3
LITAF CALCOCO2
LITAF TNF
LITAF RADIL
LITAF COMT
LITAF POGZ
LITAF DAZAP2
LITAF UBQLN2
LITAF ARID5A
LITAF TAX1BP1
LITAF TNIP1
LITAF NCALD
LITAF CREB5
LITAF VENTX
LITAF EPN3
LITAF RPS27A
LITAF TNIP3
LITAF EPN2
LITAF N4BP1
LITAF HPCAL1
LITAF HIP1
LITAF ZIC1
LITAF VSNL1
LITAF KCNIP1
LITAF RNF208
LITAF UBA52
UBE2E2 MDM2
UBE2E2 RNF4
UBE2E2 RNF111
UBE2E2 SIAH1
UBE2E2 RNF11
UBE2E2 PRKN
UBE2E2 BRCA1
UBE2E2 WWP2
UBE2E2 RNF25
UBE2E2 SPEN
UBE2E2 RNF5
UBE2E2 TRIM39
UBE2E2 TRIM32
UBE2E2 RUNX1T1
UBE2E2 RNF8
UBE2E2 MID2
UBE2E2 RNF14
UBE2E2 OTUB1
UBE2E2 STUB1
UBE2E2 DZIP3
UBE2E2 RNF185
UBE2E2 RNF2
UBE2E2 RLIM
UBE2E2 CHFR
UBE2E2 PRAM1
UBE2E2 TRIM50
UBE2E2 UBA1
UBE2E2 RNF103
UBE2E2 RNF125
UBE2E2 ARIH2
UBE2E2 XIAP
UBE2E2 DAZAP2
UBE2E2 TRIM23
UBE2E2 DTX3
UBE2E2 FAM9B
UBE2E2 RNF19A
UBE2E2 HERC5
UBE2E2 RING1
UBE2E2 PCGF2
UBE2E2 UBOX5
UBE2E2 ZNRF1
UBE2E2 DTX3L
UBE2E2 MARCHF3
UBE2E2 MKRN3
UBE2E2 CUL9
UBE2E2 RNF114
UBE2E2 TRIM2
UBE2E2 RNF166
UBE2E2 UBR5
UBE2E2 RNF10
UBE2E2 LDHA
UBE2E2 RNF220
UBE2E2 TBC1D1
UBE2E2 MID1
UBE2E2 TRIM3
UBE2E2 CUEDC1
UBE2E2 RNF126
UBE2E2 PGPEP1
UBE2E2 RNF115
MAPK9 MED12L
MED12L AR
MED12L CKS1B
MED12L TLE5
MED12L CDK8
MED12L MED13
MED12L TTC23
MED12L MSRB3
MAPK10 PLIN2
PLIN2 ARF1
PLIN2 POGZ
PLIN2 HTATIP2
PLIN2 MARCHF6
PLIN2 LIPE
PLIN2 ABHD5
PLIN2 DESI2
PLIN2 SFT2D2
MAP3K5 AKAP13
AKAP13 ESR1
AKAP13 MAP1LC3A
AKAP13 PPARA
AKAP13 MAX
AKAP13 ESR2
AKAP13 RHOA
AKAP13 PRKAR2A
AKAP13 YWHAB
AKAP13 YWHAE
AKAP13 PRKACA
AKAP13 TGM2
AKAP13 PRKD1
AKAP13 LNX1
AKAP13 CTNNAL1
AKAP13 RANBP2
AKAP13 PRKACG
AKAP13 PRKACB
AKAP13 BAK1
AKAP13 THRA
AKAP13 MKNK1
AKAP13 RXRB
AKAP13 GNAQ
AKAP13 GNA12
MAPK14 MEF2A
MAPK14 RPS6KA5
MAPK14 MBP
MAPK14 DUSP6
MAPK14 MAOA
MAPK14 ADAM17
MEF2A SMAD4
MEF2A SUMO1
MEF2A UBE2I
MEF2A HDAC7
MEF2A SUMO2
MEF2A CSNK2A1
MEF2A MAPK7
MEF2A MYOD1
MEF2A EP300
MEF2A MEF2D
MEF2A SMAD2
MEF2A ACTN4
MEF2A HDAC4
MEF2A HDAC5
MEF2A THRA
MEF2A ASCL1
MEF2A HAND1
MEF2A MEF2B
MEF2A CSNK2A2
MEF2A ZFR
MEF2A PHB2
MEF2A PINX1
MEF2A DST
MEF2A CDK5
MEF2A MT-ND2
MEF2A RPS25
MEF2A C5orf15
MEF2A MYOG
MEF2A ENO3
MEF2A MT-ATP8
MEF2A CASP3
MEF2A DLST
MEF2A VGLL4
MEF2A MEF2A
MEF2A USF2
MEF2A FAM50A
MEF2A CEP290
MEF2A CASP7
MEF2A AP3B1
MEF2A ITSN2
MEF2A TEAD1
MEF2A ARL6IP5
MEF2A HSF2BP
RPS6KA5 MAPK11
RPS6KA5 SRF
RPS6KA5 CREBBP
RPS6KA5 RELA
RPS6KA5 NR4A1
RPS6KA5 STAT3
RPS6KA5 CSNK2A1
RPS6KA5 MAPK1
RPS6KA5 EZH2
RPS6KA5 STAT1
RPS6KA5 NR3C1
RPS6KA5 EP300
RPS6KA5 ESR1
RPS6KA5 GSK3B
RPS6KA5 MAPT
RPS6KA5 ELK1
RPS6KA5 CREB1
RPS6KA5 CEBPB
RPS6KA5 H3-4
RPS6KA5 H4-16
RPS6KA5 ETV1
RPS6KA5 H2AC4
RPS6KA5 FOS
RPS6KA5 MAPK3
RPS6KA5 CDKN1B
RPS6KA5 ATF1
RPS6KA5 SMARCB1
RPS6KA5 CTNNA3
RPS6KA5 ATF2
RPS6KA5 TSC2
RPS6KA5 HMGN1
RPS6KA5 BAD
RPS6KA5 MAP3K20
RPS6KA5 H1-5
RPS6KA5 WNK1
RPS6KA5 SMAD6
RPS6KA5 EGF
RPS6KA5 RPS6KA1
RPS6KA5 STK11
RPS6KA5 SLC9A1
RPS6KA5 HSPB2
RPS6KA5 CRMP1
RPS6KA5 UNC119
RPS6KA5 DAPK1
RPS6KA5 RNF19A
RPS6KA5 H2AC16
RPS6KA5 H2AC8
RPS6KA5 EIF4EBP1
RPS6KA5 GMFB
RPS6KA5 MBP
RPS6KA5 H2AC11
RPS6KA5 PLA2G4A
RPS6KA5 RPS6KA5
RPS6KA5 RAI1
RPS6KA5 H2AC13
RPS6KA5 H2AC14
RPS6KA5 ERH
RPS6KA5 ZNF775
RPS6KA5 H2AW
RPS6KA5 PDLIM1
RPS6KA5 EEF2K
RPS6KA5 TH
RPS6KA5 H2BU1
RPS6KA5 H2AC17
RPS6KA5 DDAH2
RPS6KA5 ROBO2
RPS6KA5 H2AC15
MBP MAPK11
MBP MAPK1
MBP ATXN1
MBP CDK9
MBP PRKCD
MBP APP
MBP PLP1
MBP PRMT1
MBP PRKCA
MBP MAPK3
MBP PAK1
MBP ATN1
MBP DYRK1B
MBP PRKCI
MBP PRKCZ
MBP LRRK2
MBP PRMT5
MBP PRKACA
MBP MAPK15
MBP RAN
MBP RTN4
MBP STK4
MBP STK16
MBP MKNK1
MBP CTDSP1
MBP CTDSPL
MBP CDK12
MBP TRPM7
MBP MAPK13
MBP NEK9
MBP RXRB
MBP SRPK1
MBP APTX
MBP HLA-DRA
MBP MMP7
MBP TLK2
MBP MAPKAPK5
MBP BMP2K
MBP TLK1
MBP MICU2
MBP PBK
MBP STK39
MBP MAG
MBP UHMK1
MBP CLK1
MBP MELK
MBP PLEKHF2
DUSP6 MAPK1
DUSP6 MAPK3
DUSP6 MDFI
DUSP6 DUSP9
DUSP6 ZNF212
DUSP6 TXK
MAOA ALDH9A1
MAOA NDRG1
MAOA ALDH3A2
MAOA SAT1
MAOA ALDH7A1
MAOA ZADH2
MAOA ODC1
MAOA COMT
MAOA SAT2
MAOA ALDH4A1
MAOA ALDH1A1
MAOA ALDH1B1
MAOA ALDH2
MAOA ADH5
MAOA ALDH1A3
MAOA ALDH3A1
MAOA ALDH3B1
MAOA EPX
MAOA ALDH3B2
MAOA ALDH1A2
MAOA ADH1A
MAOA ADH1C
MAOA ADH6
MAOA AOC2
MAOA ADH4
MAOA MAOB
MAOA ADH1B
MAOA AOC3
MAOA ADHFE1
MAOA ADH7
MAOA DDC
MAOA HNMT
MAOA COMTD1
MAOA MPO
MAOA HDC
MAOA PNMT
MAOA MAOA
MAOA SRM
MAOA SULT1A1
MAOA SULT1A3
MAOA SULT1A2
MAOA AOC1
MAOA AOX1
MAP3K3 GAB1
MAP3K3 MYL12A
MAP3K3 MYO1B
GAB1 MAPK1
GAB1 PLCG1
GAB1 EGFR
GAB1 RET
GAB1 PTPN11
GAB1 SRC
GAB1 BMX
GAB1 SHC1
GAB1 CRKL
GAB1 MAPK3
GAB1 GRB2
GAB1 GRAP2
GAB1 PIK3R1
GAB1 SOS1
GAB1 PDGFRB
GAB1 MARK2
GAB1 MST1R
GAB1 PTPRB
GAB1 PTPRJ
GAB1 ARHGAP32
GAB1 PXN
GAB1 GTF2A1L
GAB1 LAT2
GAB1 SHC3
GAB1 PTPN9
GAB1 PTPRC
GAB1 ROCK1
GAB1 FRS2
GAB1 EPOR
GAB1 PTPRO
GAB1 CRK
GAB1 INPP5D
GAB1 C1QBP
GAB1 PTPN18
GAB1 MAPK4
GAB1 PTPRG
GAB1 PPRC1
MYL12A CDKN2A
MYL12A NFKB1
MYL12A VHL
MYL12A CHUK
MYL12A TRAF6
MYL12A GRB2
MYL12A WAS
MYL12A TNFRSF1A
MYL12A MYH9
MYL12A PRKAB1
MYL12A LIN9
MYL12A IKBKG
MYL12A LIN37
MYL12A LARP7
MYL12A MYL6
MYL12A RIPK3
MYL12A TNIK
MYL12A CDC42BPA
MYL12A IKBKE
MYL12A VDAC1
MYL12A ACTG2
MYL12A MCC
MYL12A EIF1B
MYO1B TSC22D1
MYO1B GRB2
MYO1B POGZ
MYO1B PPP1CC
MYO1B RIPK3
MYO1B PTP4A3
MYO1B EIF4A2
MYO1B SUOX
MYO1B CIAO1
MYO1B BRF2
MAP3K7 SMAD6
SMAD6 SMAD4
SMAD6 RNF111
SMAD6 USP11
SMAD6 SMAD2
SMAD6 SMAD1
SMAD6 SMAD7
SMAD6 RUNX2
SMAD6 CTBP1
SMAD6 STRAP
SMAD6 STAMBP
SMAD6 PIAS4
SMAD6 SMURF1
SMAD6 USP15
SMAD6 YAP1
SMAD6 TOB1
SMAD6 SMURF2
SMAD6 WWP1
SMAD6 TGFBR1
SMAD6 HOXC8
SMAD6 BMPR1B
SMAD6 ACVR1
SMAD6 MAPK6
SMAD6 TAB1
SMAD6 PRKX
NBR1 TTN
TTN ANKRD2
TTN CRYAB
TTN ALB
TTN FSTL1
TTN CDK2
TTN PRKCA
TTN FHL2
TTN ARRB1
TTN MYH9
TTN ANK1
TTN MCRS1
TTN CAPN3
TTN TCAP
TTN ANKRD23
TTN ANKRD1
TTN OBSCN
TTN TRIM63
TTN MYBPC3
TTN ACTA1
TTN PRKACA
TTN IGHG1
TTN ACTN2
TTN VDAC1
TTN PUF60
TTN MED29
TTN ACTA2
TTN SMURF2
TTN ASF1B
TTN MED19
TTN DFFA
TTN MED26
TTN NEB
TTN MED10
TTN MYPN
TTN MYBPC1
TTN PRKG1
TTN MYOM2
TTN DDX56
TTN OBSL1
TTN TTN
TTN MYOM1
PML SYNE2
SYNE2 MAPK1
SYNE2 BIN1
SYNE2 CDC37
SYNE2 SUN2
SYNE2 MAPK3
SYNE2 BRAP
SYNE2 TMEM67
SYNE2 ACTC1
SYNE2 APC
SYNE2 PLEKHA5
SYNE2 ADRB2
SYNE2 MAPK8IP2
SYNE2 SLX4IP
SYNE2 MEOX2
SPI1 CREM
CREM CREBBP
CREM HDAC1
CREM CSNK2A1
CREM CDK1
CREM GSK3B
CREM CREB1
CREM PRKCA
CREM ATF1
CREM POU2F1
CREM KCNIP3
CREM GLIS2
CREM GSK3A
CREM CSNK1A1
CREM PRKACA
CREM TBP
CREM CSNK2A2
CREM CDC34
CREM TAF4
CREM RHOXF2
CREM SNRPB
CREM MKNK1
CREM NCS1
CREM SNRPC
CREM VENTX
CREM ROR2
CREM CREB3L1
CREM HPCAL1
CREM NCALD
CREM RUSC1
CREM FHL5
CREM NFIL3
CREM CAMK2D
CREM INS
CREM CREB3L3
CREM CAMK2G
CREM CREM
CREM CD34
CREM CD1A
CREM MYOZ3
CREM UBAP2
CREM HPCA
EP300 RORA
EP300 SMAD1
EP300 EPAS1
EP300 PTGS2
EP300 KLF2
EP300 EBF1
EP300 ETV4
RB1 SMYD2
RB1 BCR
RB1 UBTF
HBEGF CD9
NCOR2 PGR
NCOR2 TNIK
NCOR2 HEY2
TRAF2 CAV1
TRAF2 TANK
TRAF2 ALPL
TRAF2 TNIK
TRAF2 SOX13
TRAF2 TSHZ2
TRIM27 PIK3C2B
TRIM27 TPT1
TRIM27 STAMBPL1
TRIM27 GRB14
CEP70 PPP1R16B
CEP70 EMP1
CEP70 SOD2
HDAC1 MECOM
HDAC1 ZNF521
HDAC1 HEY2
HDAC1 UBTF
HDAC1 PHF21A
HDAC3 KLF6
HDAC4 CACNA1C
HDAC4 MECOM
HDAC5 MAFF
HDAC5 PRKD3
HDAC6 HES1
HDAC6 TUBA1B
SIN3A HEY2
SIN3A KLF16
SIN3A PHF21A
SIN3B PHF21A
BMI1 PGR
BMI1 PHC2
NCOR1 HEY2
NCOR1 PGR
BCL6 PELI1
BCL6 OSBPL1A
BCL6 KIF13B
BCL6 EBF1
FHL2 IER3
FHL2 ITGA2
FHL2 GNG4
FHL2 ADAM17
FHL2 PHF21A
UBE2I FHIT
UBE2I PELI1
UBE2I TRPS1
UBE2I SETBP1
UBE2I RNF144B
UBE2I MALL
SUMO1 EPAS1
SUMO1 PDGFC
SUMO1 BCKDK
EEF1A1 ALPL
EEF1A1 ABCC1
EEF1A1 TPT1
EEF1A1 RPS12
EEF1A1 SERPINB9
EEF1A1 MCF2L
EEF1A1 LAMA4
EEF1A1 ARHGEF4
GOLGA2 ARL4A
GOLGA2 PPP1R16B
GOLGA2 SAMD4A
GOLGA2 STAMBPL1
GOLGA2 FAM184A
GOLGA2 GRB14
GOLGA2 RCL1
GOLGA2 RANBP3L
GOLGA2 TSHZ2
GOLGA2 TCF19
GOLGA2 CEP95
KRT40 DOCK2
KRT40 COL8A1
KRT40 DOCK8
KRT40 TIE1
KRT40 GFOD1
KRT40 PDLIM5
KRT40 ADAMTS1
KRT40 QPRT
KRT40 PHF21A
KRT40 DAAM2
TRAF1 TANK
TRAF1 HEY2
TRAF1 TCF7L1
TRAF1 TSHZ2
TRAF1 PRDM7
TRAF1 PHF21A
COG6 DOCK8
LSM2 LSM12
LSM2 DHX8
CDK4 BMPR1B
CDK4 UBTF
CDK1 RGPD3
CDK1 KIF22
SMN1 PDE4DIP
NR3C1 MAFF
ESR1 CAV1
ESR1 PGR
ESR1 BTF3
ESR1 EPAS1
ESR1 CYP1B1
ESR1 WIPI1
ESR1 VAV3
ESR1 RPS6KA2
ESR1 TUBA1B
ESR1 RFX4
ESR1 MVP
GATA1 HEY1
GATA1 COL8A1
CEP72 STAMBPL1
RAB27A MYRIP
RAB27A RIMS2
SH2D4A PDE4DIP
ANXA7 ANGPT2
ANXA7 S100A10
CDKN1A RNF144B
CDKN1A PDE4DIP
CDKN1A ANGPT2
FCHO1 AGFG1
FCHO1 TSPAN4
DNM2 DOCK8
IL6 IL6R
IL6 HRH1
SP1 PGR
SP1 KLF6
SP1 MAN1A2
SP1 ITGA2
SP1 S100A10
SP1 MT2A
SP1 NOS1
SP1 EPAS1
SP1 BSG
SP1 PDGFB
SP1 PHC2
PSMD2 ARHGEF4
CCDC85B DOK5
COMMD3-BMI1 PHC2
AGTR1 BDKRB2
AGTR1 GRK5
ZNF24 ADGRL3
ZNF24 ADGRB3
AR CAV1
AR SMAD1
AR IFI16
AR WIPI1
AR POU5F1
PNRC2 RORA
TOLLIP TBX3
TOLLIP MVP
KIAA1549 SOD2
CDK2 SORT1
CDK2 PGR
