SGCD DTNA
RPS3A EDEM2
RPS3A RECQL
RPS3A PSMD6
RPS3A PINX1
RPS3A EIF4A3
RPS3A RPS28
RPS3A PTCD3
RPS3A TNPO1
RPS3A GNAI2
RPS3A DDX47
RPS3A TOE1
RPS3A FAU
RPS3A DDX56
RPS3A U2AF1
RPS3A MRPS23
RPS3A SAP18
RPS3A TCP1
RPS3A ANXA6
RPS3A RPS4Y2
RPS3A RPS26P25
RPLP2 MAP3K1
RPLP2 RPL11
RPLP2 NPM1
RPLP2 CTNNB1
RPLP2 GNL3
RPLP2 RPS9
RPLP2 NFKB2
RPLP2 LUC7L2
RPLP2 HNRNPU
RPLP2 NAP1L1
RPLP2 PAX8
RPLP2 ILF2
RPLP2 YWHAZ
RPLP2 NOLC1
RPLP2 TCOF1
RPLP2 FBL
RPLP2 NCL
RPLP2 GRB2
RPLP2 RPL31
RPLP2 DHX9
RPLP2 YBX1
RPLP2 RPSA
RPLP2 EBNA1BP2
RPLP2 RPL34
RPLP2 RPS13
RPLP2 TOP1
RPLP2 RPLP1
RPLP2 RPS26
RPLP2 RPS8
RPLP2 RPL5
RPLP2 RPS15A
RPLP2 RPS23
RPLP2 RPS4X
RPLP2 RPS16
RPLP2 RPS5
RPLP2 RPL14
RPLP2 RPLP0
RPLP2 RPL8
RPLP2 RPL37A
RPLP2 PPP1CC
RPLP2 LARP7
RPLP2 H2BC14
RPLP2 RPL36A
RPLP2 RPL22
RPLP2 RPS24
RPLP2 EEF2
RPLP2 RPL18A
RPLP2 HNRNPA1
RPLP2 H1-3
RPLP2 C18orf32
RPLP2 RBM28
RPLP2 MAP3K14
RPLP2 MAP4K4
RPLP2 IKBKG
RPLP2 RPS12
RPLP2 ACTG2
RPLP2 SNU13
RPLP2 U2AF2
RPLP2 RPL35A
RPLP2 RPL9
RPLP2 TUBA1A
RPLP2 RPS18
RPLP2 NOP58
RPLP2 RPL39
RPLP2 RPL38
RPLP2 SLC25A5
RPLP2 GRK2
RPLP2 RPL19
RPLP2 RPL27A
RPLP2 MYBBP1A
RPLP2 BRIX1
RPLP2 SRPK1
RPLP2 TUBB1
RPLP2 RPS4Y2
RPLP2 ILF3
RPLP2 RELB
RPLP2 MAPK13
RPLP2 LIN54
RPLP2 RPLP2
RPLP2 DDX21
RPLP2 RPS17
RPLP2 PPP2R2B
RPLP2 RPL41
RPLP2 U2AF1
RPLP2 RPS10
RPLP2 RSL1D1
RPLP2 RPL27
RPLP2 PA2G4
RPLP2 RPL4
RPLP2 PWP1
RPLP2 RPL13
RPLP2 RPS21
RPLP2 SRP14
RPLP2 LYAR
RPLP2 RPL37
RPLP2 RPL23A
RPLP2 RPS15
RPLP2 H1-10
RPLP2 HNRNPM
RPLP2 TUFM
RPLP2 RPS29
RPLP2 RPS4Y1
RPLP2 RPL32
RPLP2 RPL30
RPLP2 FAU
RPLP2 RPS28
RPLP2 IGF2BP1
RPLP2 SCYL2
RPS4X MAP3K1
RPS4X DAXX
RPS4X RPL11
RPS4X TP53
RPS4X NPM1
RPS4X PIAS2
RPS4X H2AX
RPS4X PIAS1
RPS4X EIF3K
RPS4X MCM4
RPS4X MCM5
RPS4X GAPDH
RPS4X PELP1
RPS4X CDK9
RPS4X GNL3
RPS4X RPS9
RPS4X NFKB2
RPS4X HSPA8
RPS4X NAE1
RPS4X HSPD1
RPS4X YWHAG
RPS4X UBE2M
RPS4X LRPPRC
RPS4X CUL2
RPS4X HNRNPU
RPS4X DDX5
RPS4X PCNA
RPS4X H2BC21
RPS4X DDB1
RPS4X ILF2
RPS4X MCM2
RPS4X FBL
RPS4X NCL
RPS4X ANXA2
RPS4X HNRNPC
RPS4X ACTB
RPS4X MRPS22
RPS4X RUVBL2
RPS4X RPL31
RPS4X DHX9
RPS4X TUBB
RPS4X HNRNPA2B1
RPS4X PABPC1
RPS4X ENO1
RPS4X TARS1
RPS4X EIF3B
RPS4X SNRNP200
RPS4X YBX1
RPS4X RACK1
RPS4X HNRNPD
RPS4X RPSA
RPS4X HSP90AA1
RPS4X EBNA1BP2
RPS4X NAT10
RPS4X RPL34
RPS4X RPS13
RPS4X VIM
RPS4X HSP90AB1
RPS4X HNRNPA1
RPS4X ELAVL1
RPS4X YAP1
RPS4X FMR1
RPS4X PHB
RPS4X CUL4A
RPS4X PSMD2
RPS4X TUBA1A
RPS4X RPLP1
RPS4X RPL5
RPS4X RPS26
RPS4X RPL9
RPS4X EIF6
RPS4X RPL23A
RPS4X RPL18A
RPS4X RPS10
RPS4X MEPCE
RPS4X NOP56
RPS4X RPS8
RPS4X RPS16
RPS4X RPS17
RPS4X RPS5
RPS4X RPS12
RPS4X RPS18
RPS4X RPS21
RPS4X RPLP0
RPS4X RPL13
RPS4X RPL14
RPS4X RPL19
RPS4X RPL27A
RPS4X RPL37A
RPS4X RPL8
RPS4X RPS15A
RPS4X RPS23
RPS4X RPS24
RPS4X RPS28
RPS4X RPL4
RPS4X RPL27
RPS4X RPL30
RPS4X RPL22
RPS4X RPL32
RPS4X TSR1
RPS4X STAU1
RPS4X LARP7
RPS4X ATP5F1C
RPS4X DLX4
RPS4X UPF1
RPS4X IMMT
RPS4X RPL36A
RPS4X CD4
RPS4X EEF2
RPS4X DHX30
RPS4X LCK
RPS4X YWHAH
RPS4X EPRS1
RPS4X PRPF3
RPS4X EEF1B2
RPS4X TBL2
RPS4X HNRNPL
RPS4X DDX20
RPS4X SLC4A5
RPS4X C18orf32
RPS4X MAP3K14
RPS4X POLR1C
RPS4X SF3B1
RPS4X SLC25A6
RPS4X SYNCRIP
RPS4X RBM10
RPS4X SLC25A3
RPS4X CUL4B
RPS4X SF3B3
RPS4X SYNE1
RPS4X ANXA1
RPS4X VDAC3
RPS4X EIF4A2
RPS4X GEMIN4
RPS4X EEF1A2
RPS4X HARS1
RPS4X DHX36
RPS4X RPL35A
RPS4X ATAD3B
RPS4X FARSB
RPS4X PCBP2
RPS4X MOV10
RPS4X ERCC4
RPS4X DICER1
RPS4X GTF3C1
RPS4X SF3B2
RPS4X DDOST
RPS4X DDX18
RPS4X RPL39
RPS4X VDAC2
RPS4X EMG1
RPS4X DIMT1
RPS4X KARS1
RPS4X RPL38
RPS4X SLC25A5
RPS4X PHB2
RPS4X POLR1A
RPS4X PRMT5
RPS4X HRNR
RPS4X FXR2
RPS4X RPS29
RPS4X HNRNPH3
RPS4X MME
RPS4X IGF2BP1
RPS4X HNRNPH1
RPS4X GTPBP4
RPS4X VDAC1
RPS4X TCP1
RPS4X FAU
RPS4X MATR3
RPS4X COPA
RPS4X FLG2
RPS4X MCF2L
RPS4X KPNB1
RPS4X DHRS2
RPS4X CUL5
RPS4X RPS4Y2
RPS4X GCN1
RPS4X ZNF326
RPS4X DHCR7
RPS4X RPS26P25
RPS4X EIF3D
RPS4X DDX3X
RPS4X NEDD8
RPS4X MRPS27
RPS4X RPL37
RPS4X CUL3
RPS4X TNPO1
RPS4X EIF2A
RPS4X DDX19B
RPS4X TEX10
RPS4X GNAI2
RPS4X H2BC6
RPS4X GEMIN2
RPS4X EIF3C
RPS4X SUMO3
RPS4X RAN
RPS4X RSL1D1
RPS4X SCN1A
RPS4X MYL6
RPS4X CMSS1
RPS4X PAK1IP1
RPS4X EIF4A3
RPS4X RPL41
RPS4X ARHGEF4
RPS4X CUL1
RPS4X RPS15
RPS4X PTCD3
RPS4X LAS1L
RPS4X ILF3
RPS4X EIF3M
RPS4X RPS4Y1
RPS4X ARPC3
RPS4X IGF2BP3
RPS4X PPP2R2B
RPS4X PABPC3
RPS4X RPN1
RPS4X RPS4X
RPS4X DDX47
RPS4X GTF3C4
RPS4X ANXA6
RPS4X EIF3E
RPS4X DHX15
RPS4X SSRP1
RPS4X WDR18
RPS4X SART3
RPS4X RNF149
RPS4X MYBBP1A
RPS4X ATP5F1A
RPS4X EIF3I
RPL30 MAP3K1
RPL30 RPL11
RPL30 RELA
RPL30 NPM1
RPL30 PIAS2
RPL30 H2AX
RPL30 PIAS1
RPL30 MCM4
RPL30 MCM5
RPL30 NFKB1
RPL30 GNL3
RPL30 RPS9
RPL30 NFKB2
RPL30 NAE1
RPL30 YWHAG
RPL30 UBE2M
RPL30 CUL2
RPL30 LUC7L2
RPL30 SMAD2
RPL30 HNRNPU
RPL30 PCNA
RPL30 NAP1L1
RPL30 REL
RPL30 H2BC21
RPL30 DDB1
RPL30 ILF2
RPL30 NOLC1
RPL30 TCOF1
RPL30 FBL
RPL30 CHUK
RPL30 NCL
RPL30 NFKBIA
RPL30 GRB2
RPL30 RPL31
RPL30 DHX9
RPL30 GTF2I
RPL30 TARS1
RPL30 YBX1
RPL30 RPSA
RPL30 HSP90AA1
RPL30 EBNA1BP2
RPL30 NOP2
RPL30 RPL34
RPL30 RPS13
RPL30 TOP1
RPL30 IKBKB
RPL30 HSP90AB1
RPL30 HNRNPA1
RPL30 HNRNPM
RPL30 CUL4A
RPL30 PSMD2
RPL30 TUBA1A
RPL30 SSRP1
RPL30 ILF3
RPL30 ERCC4
RPL30 CUL1
RPL30 YWHAH
RPL30 IKBKG
RPL30 CUL3
RPL30 NEDD4L
RPL30 CDC37
RPL30 H1-10
RPL30 NOP56
RPL30 RPL5
RPL30 RPS26
RPL30 RPL23A
RPL30 RPL18A
RPL30 PPP1CC
RPL30 SNU13
RPL30 RPL14
RPL30 RPS16
RPL30 RPL13
RPL30 RPLP0
RPL30 RPL38
RPL30 RPL4
RPL30 RPS8
RPL30 RPL22
RPL30 RPL8
RPL30 RPL19
RPL30 RPL37A
RPL30 RPS15A
RPL30 RPS5
RPL30 RPS23
RPL30 RPL27
RPL30 RPL27A
RPL30 RPL26L1
RPL30 RC3H1
RPL30 H2BC14
RPL30 RPL36A
RPL30 RPS24
RPL30 EEF2
RPL30 PRPF3
RPL30 H1-3
RPL30 C18orf32
RPL30 RBM28
RPL30 MAP3K14
RPL30 CUL4B
RPL30 SF3B3
RPL30 RPS12
RPL30 ACTG2
RPL30 EEF1A2
RPL30 HARS1
RPL30 U2AF2
RPL30 RPL35A
RPL30 RPL9
RPL30 RPS18
RPL30 NOP58
RPL30 RPL39
RPL30 EMG1
RPL30 NFKBIB
RPL30 KARS1
RPL30 SLC25A5
RPL30 MAP3K8
RPL30 RPS17
RPL30 BRIX1
RPL30 MME
RPL30 RPS15
RPL30 MYBBP1A
RPL30 GCN1
RPL30 DDX3X
RPL30 RPS21
RPL30 RPS26P25
RPL30 IGF2BP1
RPL30 RPS29
RPL30 PWP1
RPL30 SCYL2
RPL30 LYAR
RPL30 DDX19B
RPL30 RPLP1
RPL30 RPS10
RPL30 TUBB1
RPL30 SRP14
RPL30 RPS4Y2
RPL30 NEDD8
RPL30 U2AF1
RPL30 SUMO3
RPL30 RSL1D1
RPL30 TUFM
RPL30 ARHGEF4
RPL30 RELB
RPL30 SCN1A
RPL30 RPS28
RPL30 SRPK1
RPL30 RPL37
RPL30 GLG1
RPL30 FAU
RPL30 PPP2R2B
RPL30 RPL41
RPL30 DDX21
RPL30 EIF2A
RPL30 RPL32
RPL30 RPS4Y1
RPL30 CUL5
RPL19 RPL11
RPL19 TP53
RPL19 NPM1
RPL19 HNRNPF
RPL19 PELP1
RPL19 GNL3
RPL19 RPS9
RPL19 LRRC59
RPL19 LUC7L2
RPL19 HNRNPU
RPL19 NAP1L1
RPL19 ILF2
RPL19 YWHAZ
RPL19 NOLC1
RPL19 TCOF1
RPL19 FBL
RPL19 NCL
RPL19 HNRNPC
RPL19 MRPS22
RPL19 UBE2L3
RPL19 RPL31
RPL19 DHX9
RPL19 PABPC1
RPL19 SNRNP200
RPL19 YBX1
RPL19 RPSA
RPL19 EBNA1BP2
RPL19 NAT10
RPL19 RPL34
RPL19 RPS13
RPL19 TOP1
RPL19 HSP90AB1
RPL19 HNRNPA1
RPL19 HNRNPM
RPL19 ELAVL1
RPL19 FMR1
RPL19 PHB
RPL19 TUBA1A
RPL19 SF3B1
RPL19 ILF3
RPL19 MATR3
RPL19 PRMT5
RPL19 MCF2L
RPL19 PHB2
RPL19 ATP5F1C
RPL19 RPN1
RPL19 H1-10
RPL19 RPL5
RPL19 EEF2
RPL19 RPS8
RPL19 RPL4
RPL19 RPL18A
RPL19 RPS23
RPL19 RPS5
RPL19 RPLP0
RPL19 TUBB1
RPL19 MYBBP1A
RPL19 RPL8
RPL19 RPL9
RPL19 SYNCRIP
RPL19 SART3
RPL19 RPL22
RPL19 UPF1
RPL19 RPS10
RPL19 DDX21
RPL19 HNRNPL
RPL19 FXR2
RPL19 U2AF1
RPL19 WDR77
RPL19 EIF4A3
RPL19 SYNE1
RPL19 SF3B3
RPL19 GEMIN2
RPL19 GEMIN4
RPL19 RPL13
RPL19 COPA
RPL19 DICER1
RPL19 U2AF2
RPL19 DIMT1
RPL19 MRPS27
RPL19 MOV10
RPL19 HNRNPH2
RPL19 DHX15
RPL19 DHX30
RPL19 PTCD3
RPL19 ZNF326
RPL19 MRPS23
RPL19 MRPS5
RPL19 DHX36
RPL19 NOP58
RPL19 TCP1
RPL19 MAP4K4
RPL19 GTF3C1
RPL19 PHF5A
RPL19 PPP2R2B
RPL19 TBL2
RPL19 SF3B2
RPL19 RPLP1
RPL19 RPS16
RPL19 RPS15A
RPL19 RPS26
RPL19 RPL23A
RPL19 RPL14
RPL19 RPS12
RPL19 RPL27A
RPL19 RPL37A
RPL19 RPL27
RPL19 RPL32
RPL19 DLX4
RPL19 IMMT
RPL19 H2BC14
RPL19 RPL36A
RPL19 RPS24
RPL19 MRPS16
RPL19 EPRS1
RPL19 MRPS15
RPL19 H1-3
RPL19 C18orf32
RPL19 RBM28
RPL19 POLR1C
RPL19 SRSF10
RPL19 SLC25A3
RPL19 SF3B6
RPL19 ACTG2
RPL19 SNU13
RPL19 RPL35A
RPL19 ATAD3B
RPL19 PCBP2
RPL19 DDX18
RPL19 RPS18
RPL19 RPL39
RPL19 RPL38
RPL19 SLC25A5
RPL19 POLR1A
RPL19 RSL1D1
RPL19 LAS1L
RPL19 TUFM
RPL19 FBXL13
RPL19 RPS29
RPL19 SRP14
RPL19 DDX47
RPL19 IGF2BP3
RPL19 SRPK1
RPL19 PABPC3
RPL19 FLG2
RPL19 RPS21
RPL19 TEX10
RPL19 RPS15
RPL19 RPS4Y2
RPL19 PAK1IP1
RPL19 IGF2BP1
RPL19 RPS4Y1
RPL19 WDR18
RPL19 BRIX1
RPL19 PWP1
RPL19 RPL41
RPL19 GTF3C4
RPL19 RPL37
RPL19 MRPS2
RPL19 RPS26P25
RPL19 RPS17
RPL19 KRR1
RPL19 RPS28
RPL19 LYAR
RPL19 FAU
RPL19 GTPBP4
RPL19 SCYL2
RPLP1 RPL11
RPLP1 NPM1
RPLP1 MAP1LC3B
RPLP1 EIF3K
RPLP1 RPA2
RPLP1 GAPDH
RPLP1 XRCC6
RPLP1 PELP1
RPLP1 GNL3
RPLP1 RPS9
RPLP1 HSPA8
RPLP1 HSPD1
RPLP1 GSK3B
RPLP1 LRPPRC
RPLP1 LUC7L2
RPLP1 HNRNPU
RPLP1 DDX5
RPLP1 NAP1L1
RPLP1 H2AC4
RPLP1 ILF2
RPLP1 NOLC1
RPLP1 TCOF1
RPLP1 FBL
RPLP1 NCL
RPLP1 ANXA2
RPLP1 HNRNPC
RPLP1 ACTB
RPLP1 UBE2D3
RPLP1 RPL31
RPLP1 DHX9
RPLP1 BRD7
RPLP1 TUBB
RPLP1 HNRNPA2B1
RPLP1 PABPC1
RPLP1 ENO1
RPLP1 EIF3B
RPLP1 YBX1
RPLP1 RACK1
RPLP1 HNRNPD
RPLP1 RPSA
RPLP1 HSP90AA1
RPLP1 EBNA1BP2
RPLP1 RPL34
RPLP1 RPS13
RPLP1 TOP1
RPLP1 TPT1
RPLP1 VIM
RPLP1 PDCD4
RPLP1 HERC5
RPLP1 HSP90AB1
RPLP1 HNRNPA1
RPLP1 HNRNPM
RPLP1 PHB
RPLP1 TUBA1A
RPLP1 SSRP1
RPLP1 ILF3
RPLP1 FXR1
RPLP1 MATR3
RPLP1 PRMT5
RPLP1 PHB2
RPLP1 LIN37
RPLP1 LARP7
RPLP1 KPNB1
RPLP1 EIF3C
RPLP1 EIF3E
RPLP1 EIF3D
RPLP1 EIF3I
RPLP1 EIF3M
RPLP1 HNRNPH1
RPLP1 TAB1
RPLP1 ATP5F1A
RPLP1 H1-10
RPLP1 RPL5
RPLP1 EEF2
RPLP1 RPS8
RPLP1 RPL4
RPLP1 RPL18A
RPLP1 RPS23
RPLP1 RPS5
RPLP1 EEF1B2
RPLP1 RPLP0
RPLP1 MYL6
RPLP1 DDX3X
RPLP1 TUBB1
RPLP1 MYBBP1A
RPLP1 RPL8
RPLP1 RPL9
RPLP1 RPL22
RPLP1 GNAI2
RPLP1 RAN
RPLP1 LCK
RPLP1 RPS10
RPLP1 DDX21
RPLP1 U2AF1
RPLP1 SYNE1
RPLP1 SF3B3
RPLP1 GEMIN4
RPLP1 LRIF1
RPLP1 GEMIN7
RPLP1 RPL13
RPLP1 DICER1
RPLP1 ANXA1
RPLP1 U2AF2
RPLP1 DHX30
RPLP1 NOP58
RPLP1 NUDT21
RPLP1 PPP2CB
RPLP1 PPP2R2B
RPLP1 SAT1
RPLP1 RPS27L
RPLP1 NUDT3
RPLP1 RPS16
RPLP1 RPS15A
RPLP1 RPS26
RPLP1 H2BC14
RPLP1 RPL36A
RPLP1 CD4
RPLP1 RPS24
RPLP1 TUBB2B
RPLP1 H1-3
RPLP1 C18orf32
RPLP1 RBM28
RPLP1 VDAC3
RPLP1 EIF4A2
RPLP1 RPS12
RPLP1 ACTG2
RPLP1 SNU13
RPLP1 RPL35A
RPLP1 FARSB
RPLP1 RPS18
RPLP1 RPL39
RPLP1 VDAC2
RPLP1 RPL38
RPLP1 SLC25A5
RPLP1 RPS6KA6
RPLP1 RPL27A
RPLP1 RPS17
RPLP1 BRIX1
RPLP1 STOML2
RPLP1 PTN
RPLP1 MME
RPLP1 RPS15
RPLP1 TNPO1
RPLP1 EEF1A1P5
RPLP1 RBM4
RPLP1 RPS21
RPLP1 RPS26P25
RPLP1 IGF2BP1
RPLP1 RPS29
RPLP1 VDAC1
RPLP1 RPL27
RPLP1 ASCC2
RPLP1 PWP1
RPLP1 SCYL2
RPLP1 LYAR
RPLP1 SRPK1
RPLP1 H2BC6
RPLP1 FAU
RPLP1 RPL37A
RPLP1 RPL37
RPLP1 SRP14
RPLP1 RPS4Y2
RPLP1 TUBB2A
RPLP1 ANXA6
RPLP1 RPL41
RPLP1 PFDN1
RPLP1 RSL1D1
RPLP1 RPS28
RPLP1 CDK2AP2
RPLP1 RPL32
RPLP1 C15orf39
RPLP1 ATP5MF
RPLP1 TUBB4B
RPLP1 DHRS2
RPLP1 C11orf58
RPLP1 NSF
RPLP1 RPLP1
RPLP1 RIF1
RPLP1 RPS4Y1
RPLP1 RPL23A
RPLP1 TUFM
RPLP1 ANKRD13B
RPLP1 RPL14
RPLP1 MPC2
RPLP1 SUOX
RPL11 PML
RPL11 IGF1R
RPL11 NOP2
RPL11 TP53
RPL11 CDKN2A
RPL11 RPL5
RPL11 BLMH
RPL11 RPS26
RPL11 RPL31
RPL11 RPL9
RPL11 RRS1
RPL11 MYC
RPL11 RPL23A
RPL11 RPL18A
RPL11 FBL
RPL11 TP73
RPL11 NOP56
RPL11 RPL13
RPL11 RPL14
RPL11 RPL27A
RPL11 RPL37A
RPL11 RPS12
RPL11 RPS13
RPL11 RPS15A
RPL11 RPS16
RPL11 RPS23
RPL11 RPS8
RPL11 RPSA
RPL11 RPS5
RPL11 RPL4
RPL11 RPL22
RPL11 RPL8
RPL11 RPLP0
RPL11 RPS9
RPL11 RPS10
RPL11 RPL38
RPL11 NCL
RPL11 SNU13
RPL11 RPL10L
RPL11 RC3H1
RPL11 GRWD1
RPL11 HEY1
RPL11 LARP7
RPL11 GAPDH
RPL11 ATP5F1C
RPL11 DLX4
RPL11 UPF1
RPL11 IMMT
RPL11 H2BC14
RPL11 RPL36A
RPL11 WDR77
RPL11 KRT40
RPL11 RACK1
RPL11 LRPPRC
RPL11 CD4
RPL11 RPS24
RPL11 YWHAG
RPL11 EEF2
RPL11 MRPS16
RPL11 TOP1
RPL11 DHX30
RPL11 PHF5A
RPL11 LCK
RPL11 YWHAH
RPL11 EPRS1
RPL11 PRPF3
RPL11 VIM
RPL11 HNRNPA1
RPL11 MRPS15
RPL11 EEF1B2
RPL11 PHB
RPL11 TBL2
RPL11 HNRNPL
RPL11 H1-3
RPL11 DDX20
RPL11 SLC4A5
RPL11 C18orf32
RPL11 RBM28
RPL11 MAP3K14
RPL11 PABPC1
RPL11 POLR1C
RPL11 SF3B1
RPL11 SLC25A6
RPL11 SRSF10
RPL11 TUBB
RPL11 SYNCRIP
RPL11 HNRNPC
RPL11 RBM10
RPL11 IKBKG
RPL11 SLC25A3
RPL11 HSPA8
RPL11 CUL4B
RPL11 SF3B3
RPL11 SYNE1
RPL11 ANXA1
RPL11 VDAC3
RPL11 EIF4A2
RPL11 AGO4
RPL11 SF3B6
RPL11 ACTG2
RPL11 GEMIN4
RPL11 EEF1A2
RPL11 HARS1
RPL11 U2AF2
RPL11 DHX36
RPL11 RPL35A
RPL11 DDX5
RPL11 ATAD3B
RPL11 FARSB
RPL11 HSP90AB1
RPL11 PCBP2
RPL11 MOV10
RPL11 RUVBL2
RPL11 LAS1L
RPL11 LUC7L2
RPL11 ARHGEF4
RPL11 SRP14
RPL11 CUL3
RPL11 RPL32
RPL11 RPS28
RPL11 TNPO1
RPL11 NAT10
RPL11 RAN
RPL11 MRPS22
RPL11 MCM5
RPL11 MCM4
RPL11 BRIX1
RPL11 RPS17
RPL11 EBNA1BP2
RPL11 HNRNPH2
RPL11 DDX18
RPL11 FBXL13
RPL11 ANXA6
RPL11 MATR3
RPL11 RNF149
RPL11 CUL2
RPL11 ACTB
RPL11 KPNB1
RPL11 DDX19B
RPL11 RPS29
RPL11 MYL6
RPL11 NOP58
RPL11 EIF3I
RPL11 GTF3C4
RPL11 PSMD2
RPL11 DHX15
RPL11 MRPS23
RPL11 GNAI2
RPL11 NAP1L1
RPL11 MYBBP1A
RPL11 DDX47
RPL11 SLC25A5
RPL11 KARS1
RPL11 EIF3C
RPL11 EIF3M
RPL11 H2AX
RPL11 HNRNPA2B1
RPL11 CDK2
RPL11 YBX1
RPL11 LYAR
RPL11 GCN1
RPL11 HSP90AA1
RPL11 EIF2A
RPL11 NOLC1
RPL11 SART3
RPL11 HERC5
RPL11 ELAVL1
RPL11 SRPK1
RPL11 VDAC2
RPL11 TUFM
RPL11 PIAS1
RPL11 RSL1D1
RPL11 DICER1
RPL11 RPS26P25
RPL11 PAK1IP1
RPL11 RPL34
RPL11 MCF2L
RPL11 HNRNPD
RPL11 SNRNP200
RPL11 DHX9
RPL11 RPL39
RPL11 NEDD8
RPL11 ENO1
RPL11 MRPS5
RPL11 CUL4A
RPL11 EIF3B
RPL11 ILF2
RPL11 FXR2
RPL11 EMG1
RPL11 ILF3
RPL11 TARS1
RPL11 RPL41
RPL11 SENP8
RPL11 PABPC3
RPL11 RPS27L
RPL11 RPN1
RPL11 RPL11
RPL11 RPL27
RPL11 RPS4Y2
RPL11 HSPD1
RPL11 FLG2
RPL11 STOML2
RPL11 ERCC4
RPL11 PELP1
RPL11 EIF3E
RPL11 WDR18
RPL11 DDB1
RPL11 TCP1
RPL11 NFKBIB
RPL11 GNL3
RPL11 DDOST
RPL11 ZNF326
RPL11 PRMT5
RPL11 CMSS1
RPL11 GTF3C1
RPL11 LRRC59
RPL11 TUBB1
RPL11 H2BC21
RPL11 RPS18
RPL11 TUBA1A
RPL11 ANXA2
RPL11 FXR1
RPL11 EIF3D
RPL11 KRR1
RPL11 HNRNPM
RPL11 HNRNPH1
RPL11 DDX21
RPL11 TCOF1
RPL11 PWP1
RPL11 PTCD3
RPL11 VDAC1
RPL11 ATP5F1A
RPL11 PA2G4
RPL11 HNRNPF
RPL11 RPS4Y1
RPL11 GEMIN2
RPL11 NPM1
RPL11 U2AF1
RPL11 IGF2BP3
RPL11 TEX10
RPL11 CAMK2B
RPL11 GTPBP4
RPL11 SCYL2
RPL11 H1-10
RPL11 SSRP1
RPL11 KRTAP10-7
RPL11 RPL37
RPL11 DHRS2
RPL11 EIF3K
RPL11 DIMT1
RPL11 COPA
RPL11 FMR1
RPL11 H2AC4
RPL11 CUL5
RPL11 IGF2BP1
RPL11 RPS15
RPL11 TBK1
RPL11 CUL1
RPL11 MRPS27
RPL11 DDX3X
RPL11 PCNA
RPL11 UBE2M
RPL11 PLCG1
RPL11 PHB2
RPL11 SCN1A
RPL11 PIAS2
RPL11 RBM4
RPL11 SF3B2
RPL11 NAE1
RPL11 HRNR
RPL11 HNRNPU
RPL11 DHCR7
RPL11 FAU
RPL11 MME
RPL11 NFKB2
RPL11 RPS21
RPL11 SUMO3
RPL11 POLR1A
RPL11 MRPS2
RPL11 H2BC6
RPL11 EIF4A3
RPL11 DVL3
RPL11 OSBPL3
RPL11 IP6K1
MAP3K1 RPS16
MAP3K1 MAP4K4
MAP3K1 RPS9
MAP3K1 RPS23
MAP3K1 RPL13
MAP3K1 RPL37A
RPS16 MAP3K3
RPS16 RELA
RPS16 NPM1
RPS16 PIAS2
RPS16 H2AX
RPS16 PIAS1
RPS16 MCM4
RPS16 MCM5
RPS16 CDC5L
RPS16 GNL3
RPS16 RPS9
RPS16 NFKB2
RPS16 NAE1
RPS16 YWHAG
RPS16 UBE2M
RPS16 CUL2
RPS16 LUC7L2
RPS16 HNRNPU
RPS16 PCNA
RPS16 NAP1L1
RPS16 VHL
RPS16 H2BC21
RPS16 CDK2
RPS16 DDB1
RPS16 ILF2
RPS16 NOLC1
RPS16 TCOF1
RPS16 FBL
RPS16 NCL
RPS16 GRB2
RPS16 TNFRSF1A
RPS16 RPL31
RPS16 MLH1
RPS16 DHX9
RPS16 TARS1
RPS16 YBX1
RPS16 RPSA
RPS16 EBNA1BP2
RPS16 RPL34
RPS16 RPS13
RPS16 TOP1
RPS16 NDRG1
RPS16 HNRNPA1
RPS16 HNRNPM
RPS16 CUL4A
RPS16 PSMD2
RPS16 TUBA1A
RPS16 SSRP1
RPS16 ILF3
RPS16 ERCC4
RPS16 CUL1
RPS16 YWHAH
RPS16 IKBKG
RPS16 CUL3
RPS16 LARP7
RPS16 H1-10
RPS16 RPL5
RPS16 EEF2
RPS16 RPS8
RPS16 RPL4
RPS16 RPL18A
RPS16 RPS23
RPS16 RPS5
RPS16 RPLP0
RPS16 TUBB1
RPS16 MYBBP1A
RPS16 RPL8
RPS16 RPL9
RPS16 RPL22
RPS16 SUMO3
RPS16 RPS10
RPS16 DDX21
RPS16 U2AF1
RPS16 CUL4B
RPS16 TRADD
RPS16 SF3B3
RPS16 RPL13
RPS16 U2AF2
RPS16 RC3H1
RPS16 PINX1
RPS16 NOP58
RPS16 GCN1
RPS16 KARS1
RPS16 EIF6
RPS16 ATG5
RPS16 RPS26
RPS16 RPL23A
RPS16 RPS21
RPS16 RPL14
RPS16 RPL27A
RPS16 RPL27
RPS16 RPL37A
RPS16 RPS12
RPS16 RPS28
RPS16 RPS17
RPS16 RPS15A
RPS16 RPS24
RPS16 RPS15
RPS16 FAU
RPS16 RPL32
RPS16 RPS29
RPS16 RPS18
RPS16 PYM1
RPS16 H2BC14
RPS16 RPL36A
RPS16 SNU13
RPS16 CUL5
RPS16 EIF2A
RPS16 H1-3
RPS16 RPL37
RPS16 PWP1
RPS16 RPL35A
RPS16 MAP3K14
RPS16 SCYL2
RPS16 EIF1B
RPS16 BRIX1
RPS16 RPL38
RPS16 NME2
RPS16 CNBP
RPS16 TNFRSF1B
RPS16 RPS26P25
RPS16 NME1-NME2
RPS16 EMG1
RPS16 NEDD8
