SGCD DTNA
EEF1A1 AXIN1
EEF1A1 H2AX
EEF1A1 PIAS1
EEF1A1 RBX1
EEF1A1 PLCG1
EEF1A1 SIRT1
EEF1A1 EGFR
EEF1A1 RPA2
EEF1A1 MCM4
EEF1A1 MCM5
EEF1A1 GADD45A
EEF1A1 ZPR1
EEF1A1 VARS1
EEF1A1 ABTB2
EEF1A1 RAF1
EEF1A1 SRRM2
EEF1A1 NOP56
EEF1A1 GSK3B
EEF1A1 GADD45G
EEF1A1 KRAS
EEF1A1 RAD23A
EEF1A1 TDRD3
EEF1A1 CUL4A
EEF1A1 PPP2R1A
EEF1A1 HSPA8
EEF1A1 ZBTB7A
EEF1A1 EEF1G
EEF1A1 RPS11
EEF1A1 RPL5
EEF1A1 RPL30
EEF1A1 RPL24
EEF1A1 RPL7A
EEF1A1 EEF2
EEF1A1 RPS8
EEF1A1 RPL10A
EEF1A1 RPL4
EEF1A1 RPL12
EEF1A1 RPL17
EEF1A1 RPL18A
EEF1A1 RPS14
EEF1A1 RPS3A
EEF1A1 RPS2
EEF1A1 RPS23
EEF1A1 RPS13
EEF1A1 TUBB
EEF1A1 RPS4X
EEF1A1 RPS5
EEF1A1 RPSA
EEF1A1 EEF1B2
EEF1A1 ILF2
EEF1A1 PABPC1
EEF1A1 EFTUD2
EEF1A1 FUS
EEF1A1 DDX1
EEF1A1 GAPDH
EEF1A1 RUVBL2
EEF1A1 PICALM
EEF1A1 ENO3
EEF1A1 GORASP2
EEF1A1 LIG4
EEF1A1 UBD
EEF1A1 HTRA2
EEF1A1 CD81
EEF1A1 STAT6
EEF1A1 PRKN
EEF1A1 PFKP
EEF1A1 ALPL
EEF1A1 STAU1
EEF1A1 ZDHHC17
EEF1A1 HNRNPA1
EEF1A1 SAMHD1
EEF1A1 ACTB
EEF1A1 EEF1D
EEF1A1 HSPA9
EEF1A1 NLGN3
EEF1A1 ABCC1
EEF1A1 SUGT1
EEF1A1 HYPK
EEF1A1 TTLL12
EEF1A1 CDK9
EEF1A1 LARP7
EEF1A1 ESR2
EEF1A1 ATP5F1C
EEF1A1 RPL3
EEF1A1 CDC42
EEF1A1 DLX4
EEF1A1 UPF1
EEF1A1 IMMT
EEF1A1 H2BC14
EEF1A1 RPL36A
EEF1A1 WDR77
EEF1A1 UBQLN4
EEF1A1 RPL22
EEF1A1 FBL
EEF1A1 RPS24
EEF1A1 RPS16
EEF1A1 YWHAG
EEF1A1 MRPS16
EEF1A1 TOP1
EEF1A1 DHX30
EEF1A1 PHF5A
EEF1A1 PRKCB
EEF1A1 GRB2
EEF1A1 RPL29
EEF1A1 YWHAH
EEF1A1 EPRS1
EEF1A1 PRPF3
EEF1A1 RPL18
EEF1A1 MRPS15
EEF1A1 RPL31
EEF1A1 FAS
EEF1A1 PHB
EEF1A1 PRKCI
EEF1A1 TBL2
EEF1A1 BRIX1
EEF1A1 RPS18
EEF1A1 KRR1
EEF1A1 TRMT10C
EEF1A1 RPL36
EEF1A1 MOV10
EEF1A1 RPL38
EEF1A1 SF3B2
EEF1A1 CDKN1A
EEF1A1 ZNF326
EEF1A1 SART3
EEF1A1 MED10
EEF1A1 BRMS1
EEF1A1 C4B
EEF1A1 MAP3K14
EEF1A1 RPL27A
EEF1A1 RPL13A
EEF1A1 IPO4
EEF1A1 PFN2
EEF1A1 SLC25A4
EEF1A1 PQBP1
EEF1A1 HNRNPC
EEF1A1 SARS2
EEF1A1 TPT1
EEF1A1 RAB27A
EEF1A1 PTPRCAP
EEF1A1 RSL1D1
EEF1A1 PSG9
EEF1A1 RPS3
EEF1A1 DIABLO
EEF1A1 SLC25A13
EEF1A1 SYNE1
EEF1A1 MME
EEF1A1 CKS2
EEF1A1 PCBP2
EEF1A1 EEF1A2
EEF1A1 TK1
EEF1A1 MYCBP
EEF1A1 CCDC130
EEF1A1 ILF3
EEF1A1 RPL28
EEF1A1 SSRP1
EEF1A1 VCL
EEF1A1 SMAD2
EEF1A1 CRADD
EEF1A1 XPO5
EEF1A1 NEDD8
EEF1A1 NOLC1
EEF1A1 RPL15
EEF1A1 TAF9
EEF1A1 NDUFA4
EEF1A1 RBM4
EEF1A1 MRPS23
EEF1A1 RPL7
EEF1A1 RPL27
EEF1A1 IPO8
EEF1A1 ORMDL3
EEF1A1 YBX1
EEF1A1 BTBD2
EEF1A1 EXOSC4
EEF1A1 NOP58
EEF1A1 RPS12
EEF1A1 RSRC1
EEF1A1 HNRNPL
EEF1A1 RPLP1
EEF1A1 DYNLL1
EEF1A1 TUFM
EEF1A1 AGO2
EEF1A1 MED19
EEF1A1 H2AC4
EEF1A1 PABPC4
EEF1A1 TEX10
EEF1A1 PWP1
EEF1A1 CUL3
EEF1A1 DICER1
EEF1A1 PHYHIP
EEF1A1 RNF10
EEF1A1 YWHAZ
EEF1A1 TUBA1A
EEF1A1 RFC5
EEF1A1 RPL14
EEF1A1 POLR1A
EEF1A1 DHCR7
EEF1A1 MYOC
EEF1A1 PRKCA
EEF1A1 SRP14
EEF1A1 ATP1A1
EEF1A1 SERPINB9
EEF1A1 PTPN4
EEF1A1 HNRNPU
EEF1A1 CSRP2
EEF1A1 DNAJA2
EEF1A1 KMT5C
EEF1A1 RPL23
EEF1A1 FXR2
EEF1A1 POLR1C
EEF1A1 RPS15A
EEF1A1 SSR4
EEF1A1 DDB1
EEF1A1 H2BC21
EEF1A1 POLE2
EEF1A1 PTCD3
EEF1A1 IGF2BP1
EEF1A1 RPL6
EEF1A1 RPL35A
EEF1A1 RPS27
EEF1A1 RPS29
EEF1A1 SNU13
EEF1A1 C18orf32
EEF1A1 HNRNPM
EEF1A1 HNRNPF
EEF1A1 KCNE3
EEF1A1 IPO9
EEF1A1 MAD2L1BP
EEF1A1 PRKCG
EEF1A1 RPLP2
EEF1A1 FBXL13
EEF1A1 OTOP2
EEF1A1 U2AF1
EEF1A1 TRDMT1
EEF1A1 PSMD11
EEF1A1 XRN2
EEF1A1 DHX15
EEF1A1 TTR
EEF1A1 ERCC4
EEF1A1 AGO1
EEF1A1 KIF1B
EEF1A1 MRPS2
EEF1A1 RPS17
EEF1A1 PAEP
EEF1A1 ZNF24
EEF1A1 UBE2E4P
EEF1A1 PPP2R2B
EEF1A1 MRPS22
EEF1A1 WDR18
EEF1A1 SRPK1
EEF1A1 CRCT1
EEF1A1 MATR3
EEF1A1 MCF2L
EEF1A1 PSMD2
EEF1A1 RNF149
EEF1A1 TMSB4X
EEF1A1 EBNA1BP2
EEF1A1 LRRC4
EEF1A1 RPS26P25
EEF1A1 PRKCZ
EEF1A1 HSP90AB1
EEF1A1 U2AF2
EEF1A1 PAFAH1B3
EEF1A1 WARS1
EEF1A1 TMPRSS3
EEF1A1 SF3B3
EEF1A1 ARIH2
EEF1A1 LAMTOR5
EEF1A1 H1-10
EEF1A1 GEMIN4
EEF1A1 TUBB1
EEF1A1 CLNS1A
EEF1A1 PRKCH
EEF1A1 EIF4B
EEF1A1 LSM3
EEF1A1 RPL13
EEF1A1 JDP2
EEF1A1 UBE2E3
EEF1A1 CUL4B
EEF1A1 TAB1
EEF1A1 GTF3C1
EEF1A1 RAD23B
EEF1A1 TARBP2
EEF1A1 PLAUR
EEF1A1 IKBKG
EEF1A1 RPS15
EEF1A1 TMEM33
EEF1A1 PAPSS1
EEF1A1 NAE1
EEF1A1 SF3B6
EEF1A1 CUL2
EEF1A1 ANXA7
EEF1A1 SLC4A5
EEF1A1 PELP1
EEF1A1 PSMD3
EEF1A1 RPS7
EEF1A1 PRKCQ
EEF1A1 PHB2
EEF1A1 SNCA
EEF1A1 HARS1
EEF1A1 GTPBP4
EEF1A1 GTF3C4
EEF1A1 EEF1A1
EEF1A1 LUC7L2
EEF1A1 EIF2A
EEF1A1 MYBBP1A
EEF1A1 RPL23A
EEF1A1 PRKCD
EEF1A1 RPLP0
EEF1A1 IGF2BP3
EEF1A1 RPL10
EEF1A1 POLR2C
EEF1A1 AGO4
EEF1A1 SULT1E1
EEF1A1 FLG2
EEF1A1 DDX47
EEF1A1 PAK1IP1
EEF1A1 FMR1
EEF1A1 H1-3
EEF1A1 HERC5
EEF1A1 STOML2
EEF1A1 HNRNPH2
EEF1A1 SUMO3
EEF1A1 RPN1
EEF1A1 CMSS1
EEF1A1 RPS6
EEF1A1 DHX36
EEF1A1 ATAD3B
EEF1A1 PRMT5
EEF1A1 MAGED2
EEF1A1 BBS4
EEF1A1 RPL21
EEF1A1 MED9
EEF1A1 RPL26
EEF1A1 SLC25A5
EEF1A1 RBM28
EEF1A1 MAPK13
EEF1A1 NAT10
EEF1A1 RRAS
EEF1A1 EIF4A3
EEF1A1 LAMA4
EEF1A1 CASP2
EEF1A1 DARS1
EEF1A1 TP53BP2
EEF1A1 SSR1
EEF1A1 EIF3F
EEF1A1 ITSN1
EEF1A1 HNRNPUL1
EEF1A1 TCOF1
EEF1A1 ELAVL1
EEF1A1 RPS27L
EEF1A1 PRKCE
EEF1A1 COPA
EEF1A1 HSPD1
EEF1A1 MRPS5
EEF1A1 DDX21
EEF1A1 DLEU1
EEF1A1 DDOST
EEF1A1 BBS1
EEF1A1 RAP2A
EEF1A1 RPS20
EEF1A1 DDX19B
EEF1A1 C1QBP
EEF1A1 SCN1A
EEF1A1 RBM10
EEF1A1 GCN1
EEF1A1 GUSBP14
EEF1A1 TARS1
EEF1A1 HSPE1
EEF1A1 PDCD1
EEF1A1 SNRNP200
EEF1A1 DHX9
EEF1A1 NRAS
EEF1A1 MRPS27
EEF1A1 ACTG2
EEF1A1 SHBG
EEF1A1 RPL19
EEF1A1 EMD
EEF1A1 NREP
EEF1A1 SMN1
EEF1A1 SLC25A6
EEF1A1 LYAR
EEF1A1 PCNA
EEF1A1 TSPY10
EEF1A1 ARHGEF4
EEF1A1 TCP1
EEF1A1 RPS9
EEF1A1 RPL32
EEF1A1 PCDHA4
EEF1A1 SDHAF2
EEF1A1 MLLT3
EEF1A1 SLC25A3
EEF1A1 SYNCRIP
EEF1A1 PKN2
EEF1A1 DIMT1
EEF1A1 RPL8
EEF1A1 RPL37A
EEF1A1 PASK
EEF1A1 BBS2
EEF1A1 MNAT1
EEF1A1 LRRC59
EEF1A1 NCL
EEF1A1 DDX20
EEF1A1 ITGB1BP1
EEF1A1 SF3B1
EEF1A1 LAS1L
EEF1A1 ANKRD24
EEF1A1 LAMTOR1
EEF1A1 RPL35
EEF1A1 RPL9
EEF1A1 CUL5
EEF1A1 DDX18
EEF1A1 SCYL2
EEF1A1 NAP1L1
EEF1A1 ATP1A3
EEF1A1 SRSF10
EEF1A1 COX17
EEF1A1 RPL39
EEF1A1 GNL3
EEF1A1 EMG1
EEF1A1 STMN2
EEF1A1 SLC7A9
EEF1A1 SPHK1
EEF1A1 RUVBL1
EEF1A1 APLP1
EEF1A1 DUSP7
EEF1A1 MED29
EEF1A1 UBE2M
EEF1A1 UBC
EEF1A1 KARS1
EEF1A1 HRNR
EEF1A1 CCL18
EEF1A1 FXR1
EEF1A1 MRPL42
EEF1A1 GEMIN2
EEF1A1 AGO3
EEF1A1 OXA1L
EEF1A1 NEU1
EEF1A1 PABPC3
EEF1A1 VARS2
EEF1A1 ZCCHC10
EEF1A1 CUL1
RPL7 ARRB2
RPL7 MAP3K1
RPL7 RPL11
RPL7 NR4A1
RPL7 NPM1
RPL7 PIAS2
RPL7 H2AX
RPL7 PIAS1
RPL7 EIF3K
RPL7 MCM4
RPL7 MCM5
RPL7 GAPDH
RPL7 HNRNPF
RPL7 ESR1
RPL7 PELP1
RPL7 GNL3
RPL7 RPS9
RPL7 NFKB2
RPL7 HSPA8
RPL7 NAE1
RPL7 HSPD1
RPL7 YWHAG
RPL7 UBE2M
RPL7 LRRC59
RPL7 LRPPRC
RPL7 CUL2
RPL7 LUC7L2
RPL7 HNRNPU
RPL7 DDX5
RPL7 PCNA
RPL7 NAP1L1
RPL7 H2AC4
RPL7 H2BC21
RPL7 DDB1
RPL7 ILF2
RPL7 CANX
RPL7 NOLC1
RPL7 TCOF1
RPL7 FBL
RPL7 NCL
RPL7 GRB2
RPL7 ANXA2
RPL7 HNRNPC
RPL7 ACTB
RPL7 MRPS22
RPL7 RPL31
RPL7 DHX9
RPL7 TUBB
RPL7 HNRNPA2B1
RPL7 PABPC1
RPL7 ENO1
RPL7 TARS1
RPL7 EIF3B
RPL7 SNRNP200
RPL7 YBX1
RPL7 RACK1
RPL7 HNRNPD
RPL7 RPSA
RPL7 HSP90AA1
RPL7 EBNA1BP2
RPL7 NAT10
RPL7 RPL21
RPL7 RPL28
RPL7 RPL3
RPL7 RPL34
RPL7 RPS27
RPL7 RPS7
RPL7 RPS13
RPL7 TOP1
RPL7 VIM
RPL7 HERC5
RPL7 HSP90AB1
RPL7 RPLP2
RPL7 HNRNPA1
RPL7 HNRNPM
RPL7 ELAVL1
RPL7 YAP1
RPL7 FMR1
RPL7 PHB
RPL7 CUL4A
RPL7 PSMD2
RPL7 TUBA1A
RPL7 RPS4X
RPL7 SSRP1
RPL7 SF3B1
RPL7 STAU1
RPL7 ILF3
RPL7 FXR1
RPL7 MATR3
RPL7 ERCC4
RPL7 CUL1
RPL7 YWHAH
RPL7 PRMT5
RPL7 MCF2L
RPL7 PHB2
RPL7 CUL3
RPL7 KPNB1
RPL7 EIF3C
RPL7 EIF3E
RPL7 EIF3D
RPL7 EIF3I
RPL7 EIF3M
RPL7 ATP5F1C
RPL7 HNRNPH1
RPL7 IPO5
RPL7 RPN1
RPL7 ATP5F1A
RPL7 H1-10
RPL7 NOP56
RPL7 RPS11
RPL7 RPL5
RPL7 RPL30
RPL7 RPL24
RPL7 RPL7A
RPL7 EEF2
RPL7 RPS8
RPL7 RPL10A
RPL7 RPL4
RPL7 RPL12
RPL7 RPL17
RPL7 RPL18A
RPL7 RPS14
RPL7 RPS3A
RPL7 RPS2
RPL7 RPS23
RPL7 RPS5
RPL7 EEF1B2
RPL7 RPL18
RPL7 RPLP0
RPL7 MYL6
RPL7 PHC2
RPL7 RPS26
RPL7 RPL9
RPL7 RPL23
RPL7 RPL23A
RPL7 RPL36
RPL7 PPP1CC
RPL7 ZNF7
RPL7 RPL6
RPL7 RPS6
RPL7 RPS3
RPL7 RPL14
RPL7 RPL15
RPL7 RPL19
RPL7 RPL27A
RPL7 RPS15A
RPL7 RPS15
RPL7 RPS16
RPL7 RPS19
RPL7 RPL8
RPL7 RPL10
RPL7 RPL13
RPL7 RPL37A
RPL7 RPS20
RPL7 RPS12
RPL7 RPS25
RPL7 RPL22
RPL7 RPL35
RPL7 RPL38
RPL7 RPL32
RPL7 RC3H1
RPL7 DLX4
RPL7 UPF1
RPL7 IMMT
RPL7 H2BC14
RPL7 RPL36A
RPL7 WDR77
RPL7 CD4
RPL7 RPS24
RPL7 MRPS16
RPL7 DHX30
RPL7 PHF5A
RPL7 LCK
RPL7 RPL29
RPL7 EPRS1
RPL7 PRPF3
RPL7 MRPS15
RPL7 TBL2
RPL7 HNRNPL
RPL7 H1-3
RPL7 RPL13A
RPL7 C18orf32
RPL7 RBM28
RPL7 MAP3K14
RPL7 POLR1C
RPL7 SRSF10
RPL7 SYNCRIP
RPL7 SLC25A3
RPL7 CUL4B
RPL7 SF3B3
RPL7 SYNE1
RPL7 ANXA1
RPL7 VDAC3
RPL7 EIF4A2
RPL7 SF3B6
RPL7 ACTG2
RPL7 GEMIN4
RPL7 EEF1A2
RPL7 HARS1
RPL7 RPL26
RPL7 SNU13
RPL7 U2AF2
RPL7 DHX36
RPL7 RPL35A
RPL7 ATAD3B
RPL7 FARSB
RPL7 PCBP2
RPL7 MOV10
RPL7 DICER1
RPL7 GTF3C1
RPL7 SF3B2
RPL7 DDX18
RPL7 RPS18
RPL7 NOP58
RPL7 RPL39
RPL7 VDAC2
RPL7 EMG1
RPL7 DIMT1
RPL7 NFKBIB
RPL7 KARS1
RPL7 MRPS5
RPL7 SLC25A5
RPL7 POLR1A
RPL7 RPS17
RPL7 GEMIN2
RPL7 BRIX1
RPL7 DHX15
RPL7 STOML2
RPL7 ZNF326
RPL7 MME
RPL7 EIF4A3
RPL7 TNPO1
RPL7 MYBBP1A
RPL7 GCN1
RPL7 SART3
RPL7 DDX47
RPL7 GTPBP4
RPL7 DDX3X
RPL7 RBM4
RPL7 UBA52
RPL7 LAS1L
RPL7 RPS21
RPL7 PABPC3
RPL7 MRPS27
RPL7 RAN
RPL7 TEX10
RPL7 GNAI2
RPL7 RPS4Y1
RPL7 RPL37
RPL7 FBXL13
RPL7 TCP1
RPL7 FLG2
RPL7 MRPS23
RPL7 RPS27A
RPL7 SCYL2
RPL7 GTF3C4
RPL7 RPL27
RPL7 DHRS2
RPL7 LYAR
RPL7 USP38
RPL7 FXR2
RPL7 RPS26P25
RPL7 HNRNPH2
RPL7 RPS29
RPL7 SCN1A
RPL7 EIF2A
RPL7 RPS4Y2
RPL7 SRP14
RPL7 PAK1IP1
RPL7 U2AF1
RPL7 PTCD3
RPL7 RPS28
RPL7 TBK1
RPL7 SRPK1
RPL7 RPS10
RPL7 RPLP1
RPL7 COPA
RPL7 IGF2BP3
RPL7 ARHGEF4
RPL7 ANXA6
RPL7 PWP1
RPL7 CUL5
RPL7 SUMO3
RPL7 TUBB1
RPL7 RPL7
RPL7 RPS27L
RPL7 NEDD8
RPL7 WDR18
RPL7 KRR1
RPL7 TUFM
RPL7 DDX19B
RPL7 VDAC1
RPL7 FAU
RPL7 DDX21
RPL7 RSL1D1
RPL7 IGF2BP1
RPL7 H2BC6
RPL7 RPL41
RPL7 MRPS2
RPL35 ARRB2
RPL35 MAP3K1
RPL35 RPL11
RPL35 NPM1
RPL35 HNRNPF
RPL35 PELP1
RPL35 GNL3
RPL35 RPS9
RPL35 LRRC59
RPL35 LUC7L2
RPL35 HNRNPU
RPL35 NAP1L1
RPL35 MAX
RPL35 VHL
RPL35 H2AC4
RPL35 ILF2
RPL35 NOLC1
RPL35 TCOF1
RPL35 FBL
RPL35 NCL
RPL35 TRAF6
RPL35 HNRNPC
RPL35 MRPS22
RPL35 RUVBL2
RPL35 RPL31
RPL35 DHX9
RPL35 PABPC1
RPL35 SNRNP200
RPL35 YBX1
RPL35 RPSA
RPL35 EBNA1BP2
RPL35 NAT10
RPL35 RPL21
RPL35 RPL28
RPL35 RPL3
RPL35 RPL34
RPL35 RPS27
RPL35 RPS7
RPL35 RPS13
RPL35 TOP1
RPL35 HERC5
RPL35 HSP90AB1
RPL35 RPLP2
RPL35 HNRNPA1
RPL35 HNRNPM
RPL35 ELAVL1
RPL35 FMR1
RPL35 PHB
RPL35 TUBA1A
RPL35 RPS4X
RPL35 SF3B1
RPL35 ILF3
RPL35 FXR1
RPL35 MATR3
RPL35 PRMT5
RPL35 MCF2L
RPL35 PHB2
RPL35 ATP5F1C
RPL35 RBM10
RPL35 RPN1
RPL35 H1-10
RPL35 RPS11
RPL35 RPL5
RPL35 RPL30
RPL35 RPL24
RPL35 RPL7A
RPL35 EEF2
RPL35 RPS8
RPL35 RPL10A
RPL35 RPL4
RPL35 RPL12
RPL35 RPL17
RPL35 RPL18A
RPL35 RPS14
RPL35 RPS3A
RPL35 RPS2
RPL35 RPS23
RPL35 RPS5
RPL35 RPL18
RPL35 RPLP0
RPL35 TUBB1
RPL35 MYBBP1A
RPL35 RPL8
RPL35 RPL9
RPL35 SYNCRIP
RPL35 RPS3
RPL35 SART3
RPL35 RPL22
RPL35 UPF1
RPL35 RPS10
RPL35 DDX21
RPL35 HNRNPL
RPL35 FXR2
RPL35 U2AF1
RPL35 WDR77
RPL35 EIF4A3
RPL35 SYNE1
RPL35 SF3B3
RPL35 GEMIN2
RPL35 DDX20
RPL35 GEMIN4
RPL35 RPL13
RPL35 COPA
RPL35 DICER1
RPL35 U2AF2
RPL35 DIMT1
RPL35 TAF9
RPL35 MRPS27
RPL35 MOV10
RPL35 HNRNPH2
RPL35 DHX15
RPL35 DHX30
RPL35 PTCD3
RPL35 ZNF326
RPL35 MRPS23
RPL35 MRPS5
RPL35 DHX36
RPL35 PINX1
RPL35 RPS6
RPL35 RPL6
RPL35 NOP58
RPL35 TCP1
RPL35 GTF3C1
RPL35 PHF5A
RPL35 RPS27L
RPL35 PRKAA1
RPL35 TBL2
RPL35 SF3B2
RPL35 RPLP1
RPL35 RPS16
RPL35 RPS15A
RPL35 RPS26
RPL35 RPL23
RPL35 RPS19
RPL35 RPS25
RPL35 RPL19
RPL35 RPL14
RPL35 RPS20
RPL35 UBA52
RPL35 RPL37A
RPL35 PSTPIP1
RPL35 IGF2BP1
RPL35 RPL26
RPL35 RPL27
RPL35 RPS17
RPL35 RPS24
RPL35 SRPK1
RPL35 MAGEB2
RPL35 RPL35A
RPL35 SNU13
RPL35 SLC25A5
RPL35 POLR1A
RPL35 POLR1C
RPL35 RPL15
RPL35 RPL23A
RPL35 RPL27A
RPL35 RPS12
RPL35 RPL36
RPL35 RPL10
RPL35 RPL38
RPL35 RPL32
RPL35 BRIX1
RPL35 RPL10L
RPL35 EPRS1
RPL35 PCBP2
RPL35 SF3B6
RPL35 MRPS2
RPL35 GTPBP4
RPL35 MAP3K14
RPL35 CBFB
RPL35 RPL29
RPL35 TUFM
RPL35 WDR18
RPL35 DDX47
RPL35 PWP1
RPL35 DDX18
RPL35 IMMT
RPL35 RPS27A
RPL35 DLX4
RPL35 H2BC14
RPL35 RPL36A
RPL35 MRPS16
RPL35 EIF1B
RPL35 MRPS15
RPL35 H1-3
RPL35 RPL13A
RPL35 SLC4A5
RPL35 C18orf32
RPL35 RBM28
RPL35 SLC25A6
RPL35 SRSF10
RPL35 SLC25A3
RPL35 AGO4
RPL35 ACTG2
RPL35 ATAD3B
RPL35 DDOST
RPL35 RPS18
RPL35 RPL39
RPL35 HRNR
RPL35 STOML2
RPL35 RPS15
RPL35 RBM4
RPL35 LAS1L
RPL35 RPS21
RPL35 RPS28
RPL35 RPS4Y1
RPL35 CDC42BPB
RPL35 CMSS1
RPL35 SRP14
RPL35 RNF149
RPL35 RPS29
RPL35 GTF3C4
RPL35 PABPC3
RPL35 FLG2
RPL35 PAK1IP1
RPL35 CNBP
RPL35 LYAR
RPL35 SCYL2
RPL35 IGF2BP3
RPL35 TEX10
RPL35 RSL1D1
RPL35 RPL41
RPL35 DHCR7
RPL35 FAU
RPL35 RPL37
RPL35 FBXL13
RPL35 KRR1
RPL35 RPS26P25
RPL35 RPS4Y2
RPL3 ARRB2
RPL3 MAP3K1
RPL3 RPL11
RPL3 NPM1
RPL3 SUMO2
RPL3 PELP1
RPL3 GNL3
RPL3 RPS9
RPL3 YWHAG
RPL3 LUC7L2
RPL3 BRCA1
RPL3 HNRNPU
RPL3 NAP1L1
RPL3 H2AC4
RPL3 ILF2
RPL3 TRIM25
RPL3 ARRB1
RPL3 NOLC1
RPL3 TCOF1
RPL3 FBL
RPL3 NCL
RPL3 GRB2
RPL3 HNRNPC
RPL3 PRKAB1
RPL3 MRPS22
RPL3 RUVBL2
RPL3 RPL31
RPL3 DHX9
RPL3 PABPC1
RPL3 YBX1
RPL3 RPSA
RPL3 EBNA1BP2
RPL3 RPL21
RPL3 RPL28
RPL3 RPL5
RPL3 RPS26
RPL3 RPS14
RPL3 RPL9
RPL3 RPL23
RPL3 ILF3
RPL3 EIF6
RPL3 RPL23A
RPL3 CNBP
RPL3 NOP56
RPL3 RPL10A
RPL3 RPL12
RPL3 RPL14
RPL3 RPL15
RPL3 RPL18A
RPL3 RPL18
RPL3 RPL19
RPL3 RPL4
RPL3 RPL8
RPL3 RPS16
RPL3 RPS23
RPL3 RPS2
RPL3 RPS3A
RPL3 RPS3
RPL3 RPS4X
RPL3 RPS8
RPL3 RPL6
RPL3 RPS15
RPL3 RPL7A
RPL3 RPS6
RPL3 RPS20
RPL3 RPS13
RPL3 RPL10
RPL3 RPS7
RPL3 RPLP0
RPL3 RPL36
RPL3 RPL27A
RPL3 RPS15A
RPL3 RPL38
RPL3 RPL17
RPL3 RPL32
RPL3 RPL10L
RPL3 STAU1
RPL3 RPL30
RPL3 RPL37A
RPL3 PPP1CC
RPL3 ATP5F1C
RPL3 RPS27
RPL3 RPS19
RPL3 FAU
RPL3 RBM28
RPL3 RPL41
RPL3 DHX36
RPL3 RPL22
RPL3 RPS4Y1
RPL3 RPS26P25
RPL3 RPS27A
RPL3 RPS18
RPL3 DHCR7
RPL3 PTCD3
RPL3 PHB2
RPL3 SGK1
RPL3 SLC25A3
RPL3 RPL39
RPL3 MAP3K14
RPL3 GEMIN4
RPL3 DDOST
RPL3 PSTPIP1
RPL3 RPS24
RPL3 RPL29
RPL3 H1-10
RPL3 BCAR3
RPL3 NOP58
RPL3 HLA-B
RPL3 RPS28
RPL3 RPL34
RPL3 RPL13A
RPL3 HERC5
RPL3 TUFM
RPL3 HNRNPM
RPL3 SLC25A5
RPL3 HRNR
RPL3 C18orf32
RPL3 CMSS1
RPL3 DDX20
RPL3 IGF2BP1
RPL3 EIF1B
RPL3 ACTR6
RPL3 RPLP2
RPL3 RPS29
RPL3 RBM10
RPL3 TUBB1
RPL3 RPL13
RPL3 RPL35A
RPL3 PHB
RPL3 DHX30
RPL3 TOP1
RPL3 MRPS27
RPL3 SCYL2
RPL3 RPLP1
RPL3 STOML2
RPL3 BRIX1
RPL3 RPS11
RPL3 MATR3
RPL3 USF2
RPL3 SNU13
RPL3 UBA52
RPL3 LYAR
RPL3 SRP14
RPL3 DICER1
RPL3 RPS21
RPL3 SF3B2
RPL3 DDX21
RPL3 SMNDC1
RPL3 RSL1D1
RPL3 RBM4
RPL3 MYBBP1A
RPL3 RPS10
RPL3 IKBKE
RPL3 ATG5
RPL3 SLC4A5
RPL3 NDRG1
RPL3 EEF2
RPL3 H1-3
RPL3 SF3B1
RPL3 RPL37
RPL3 RPL24
RPL3 RPS4Y2
RPL3 CDC42BPB
RPL3 SRPK1
RPL3 SYNE1
RPL3 COPA
RPL3 RPS25
RPL3 RPL27
RPL3 TUBA1A
RPL3 RNF149
RPL3 RPL36A
RPL3 H2BC14
RPL3 HNRNPA1
RPL3 DHX15
RPL3 FXR1
RPL3 MAGEB2
RPL3 SF3B3
RPL3 U2AF1
RPL3 RPS12
RPL3 U2AF2
RPL3 PWP1
RPL3 RPS27L
RPL3 EPRS1
RPL3 SLC25A6
RPL3 RPL26
RPL3 ACTG2
RPL3 RPS17
RPL3 RPS5
RPL3 PRMT5
RPL13A RPL11
RPL13A NPM1
RPL13A FBH1
RPL13A HNRNPF
RPL13A PELP1
RPL13A GNL3
RPL13A RPS9
RPL13A LRRC59
RPL13A LUC7L2
RPL13A HNRNPU
RPL13A NAP1L1
RPL13A H2AC4
RPL13A ETS1
RPL13A ILF2
RPL13A NOLC1
RPL13A TCOF1
RPL13A FBL
RPL13A NCL
RPL13A HNRNPC
RPL13A MRPS22
RPL13A RUVBL2
RPL13A RPL31
RPL13A DHX9
RPL13A PABPC1
RPL13A SNRNP200
RPL13A YBX1
RPL13A RPSA
RPL13A EBNA1BP2
RPL13A NAT10
RPL13A RPL21
RPL13A RPL28
RPL13A RPL34
RPL13A RPS27
RPL13A RPS7
RPL13A RPS13
RPL13A TOP1
RPL13A HERC5
RPL13A HSP90AB1
RPL13A RPLP2
RPL13A HNRNPA1
RPL13A HNRNPM
RPL13A ELAVL1
RPL13A FMR1
RPL13A PHB
RPL13A TUBA1A
RPL13A DAPK3
RPL13A RPS4X
RPL13A SF3B1
RPL13A ILF3
RPL13A FXR1
RPL13A MATR3
RPL13A PRMT5
RPL13A MCF2L
RPL13A PHB2
RPL13A ATP5F1C
RPL13A RBM10
RPL13A RPN1
RPL13A H1-10
RPL13A NOP56
RPL13A RPS11
RPL13A RPL5
RPL13A RPL30
RPL13A RPL24
RPL13A RPL7A
RPL13A EEF2
RPL13A RPS8
RPL13A RPL10A
