FLNC SGCD
CEBPD SMAD4
CEBPD FBXW7
CEBPD HDAC1
CEBPD HDAC3
CEBPD RB1
CEBPD EP300
CEBPD SMAD3
CEBPD FANCD2
CEBPD XPO1
CEBPD CEBPA
CEBPD IPO4
CEBPD CFTR
CEBPD CEBPG
CEBPD TRIM26
CEBPD SPAG5
CEBPD UBR5
CEBPD CCL5
CEBPD IL6
CEBPD ALOX5AP
ZBTB16 RAB27A
RAB27A EEF1A1
RAB27A GDI1
RAB27A COPS6
RAB27A GDF9
RAB27A LRIF1
RAB27A SYTL1
RAB27A SYTL4
RAB27A RABGGTB
RAB27A STX1A
RAB27A RIMS1
RAB27A RPH3A
RAB27A MLPH
RAB27A SYTL5
RAB27A MYRIP
RAB27A SYTL2
RAB27A SYTL3
RAB27A MYO5A
RAB27A EEF1A1P5
RAB27A CEP126
RAB27A RBM48
RAB27A RIF1
RAB27A EXPH5
RAB27A RIMS2
RAB27A GZMB
RAB27A RPH3AL
RAB27A ERG28
RAB27A UNC13D
LMO2 PRKG1
LMO2 IKZF3
LMO2 SOX5
PRKG1 SRF
PRKG1 GAPDH
PRKG1 CREB1
PRKG1 HMGN2
PRKG1 PAK1
PRKG1 GTF2I
PRKG1 ITPR1
PRKG1 TTN
PRKG1 RHOA
PRKG1 TNNT1
PRKG1 RGS2
PRKG1 IRAG1
PRKG1 WDR77
PRKG1 SF1
PRKG1 PLCB3
PRKG1 HSPB1
PRKG1 RAF1
PRKG1 CFTR
PRKG1 RYR1
PRKG1 GABRR1
PRKG1 LASP1
PRKG1 GKAP1
PRKG1 TRPC3
PRKG1 FHOD1
PRKG1 NPR1
PRKG1 TAX1BP1
PRKG1 CRIP2
PRKG1 SPP1
PRKG1 HSPA9
PRKG1 HRH1
PRKG1 ZNF646
PRKG1 PPP1R14A
PRKG1 LIPE
PRKG1 YAF2
PRKG1 PDE5A
PRKG1 RAP1GAP2
PRKG1 PPP1R12A
PRKG1 TRPC6
PRKG1 TLR7
PRKG1 VASP
PRKG1 GABRB1
PRKG1 SRA1
PRKG1 PSAP
PRKG1 PRKG1
PRKG1 SAV1
PRKG1 FAM124A
PRKG1 PPP1R12B
PRKG1 SLC6A4
PRKG1 PPP1R17
PRKG1 PTS
PRKG1 RAP1B
PRKG1 SEPTIN3
PRKG1 MEOX2
PRKG1 RBAK
PRKG1 ARHGEF15
IKZF3 SUMO1
IKZF3 SIN3A
IKZF3 HDAC1
IKZF3 HDAC2
IKZF3 UBE2I
IKZF3 KAT5
IKZF3 HDAC7
IKZF3 RUNX1
IKZF3 PIN1
IKZF3 ZMYM2
IKZF3 HNRNPF
IKZF3 BLK
IKZF3 NOS3
IKZF3 PRKAA2
IKZF3 CTBP1
IKZF3 ZNF76
IKZF3 CHD4
IKZF3 HRAS
IKZF3 PIK3R2
IKZF3 BCL2L1
IKZF3 TLE5
IKZF3 RAD51D
IKZF3 PRKAB2
IKZF3 POLR1C
IKZF3 EXOC8
IKZF3 SPG21
IKZF3 ARMC7
IKZF3 TRAPPC6A
IKZF3 GEM
IKZF3 AQP1
IKZF3 IKZF1
IKZF3 MAGOHB
IKZF3 IKZF4
IKZF3 IKZF5
IKZF3 CRBN
IKZF3 PFDN5
IKZF3 TCAF1
IKZF3 FARS2
IKZF3 NEK6
IKZF3 IKZF3
IKZF3 ABLIM3
IKZF3 PPP1R16B
IKZF3 C1orf109
IKZF3 TBC1D22B
IKZF3 CABP5
IKZF3 EXOSC5
IKZF3 TSSK3
IKZF3 ZGPAT
IKZF3 ATPAF2
IKZF3 EFHC1
IKZF3 TEKT4
IKZF3 TSTD2
IKZF3 PRDM1
IKZF3 RUNX3
IKZF3 CBFB
IKZF3 AKAP9
IKZF3 BCAS2
IKZF3 RHOA
IKZF3 HDAC4
IKZF3 PRKAA1
IKZF3 FBF1
IKZF3 RCOR3
IKZF3 IKZF2
IKZF3 LMO1
IKZF3 MRPL53
IKZF3 STK26
IKZF3 OAZ3
IKZF3 LDOC1
IKZF3 PCID2
IKZF3 OSGIN1
IKZF3 CDKN2D
IKZF3 MORN3
IKZF3 ING5
IKZF3 FANCL
IKZF3 LGALS14
IKZF3 NATD1
IKZF3 SIN3B
IKZF3 CHD3
IKZF3 CHCHD2
IKZF3 PSMA1
IKZF3 STX11
IKZF3 MRPL28
IKZF3 HDAC5
IKZF3 TRIM42
IKZF3 POLM
IKZF3 STAMBPL1
IKZF3 KRT19
IKZF3 RBBP8
IKZF3 STK16
IKZF3 EMC2
IKZF3 LNX1
IKZF3 KIF9
IKZF3 CDC37
IKZF3 LENG1
IKZF3 PPP1R18
IKZF3 CCDC57
IKZF3 CCHCR1
IKZF3 ANKS1A
IKZF3 DTX2
IKZF3 TEKT3
IKZF3 LMO4
IKZF3 CATSPER1
IKZF3 YES1
IKZF3 MKRN3
IKZF3 KIFC3
IKZF3 GOLGA6A
IKZF3 CCDC24
IKZF3 HOXC8
IKZF3 MID2
IKZF3 BYSL
IKZF3 CCDC102B
IKZF3 C2CD6
IKZF3 CKS1B
IKZF3 MCRS1
IKZF3 KANK2
IKZF3 LONRF1
IKZF3 CCDC187
IKZF3 ENKD1
IKZF3 CDC7
IKZF3 BLZF1
IKZF3 NFKBID
IKZF3 TFAP2D
IKZF3 USP2
IKZF3 SMARCD1
IKZF3 PDZD4
IKZF3 MISP
IKZF3 NXT2
IKZF3 MAD2L2
IKZF3 FAM124B
IKZF3 EGLN3
IKZF3 CDK4
IKZF3 FRS3
IKZF3 TCHP
IKZF3 NME7
IKZF3 ATP6V0D2
IKZF3 VBP1
IKZF3 ATXN7L2
IKZF3 SCNM1
IKZF3 NUDT16L1
IKZF3 TCAP
IKZF3 TSGA10IP
IKZF3 KLHL38
IKZF3 TCEANC
IKZF3 CLCNKA
IKZF3 CARD9
IKZF3 ZNF587
IKZF3 TSEN15
IKZF3 MYO15B
IKZF3 CFAP206
SOX5 UBE2I
SOX5 KAT5
SOX5 PIAS2
SOX5 RNF4
SOX5 SMAD1
SOX5 SMAD7
SOX5 SMAD5
SOX5 MAGED1
SOX5 SOX6
SOX5 TRAF2
SOX5 TLE5
SOX5 CRX
SOX5 KIFC3
SOX5 ARID5A
SOX5 ZBTB26
SOX5 CDC23
SOX5 LMO1
SOX5 CBX8
SOX5 MSX2
SOX5 ZNF581
SOX5 SUMO1P1
SOX5 PRR20A
SOX5 TENT5B
SOX5 MORN3
SOX5 SOX5
SOX5 SHOX
SOX5 BIRC7
SOX5 TEX11
ZFPM1 CTBP2
CTBP2 MDM2
CTBP2 HDAC1
CTBP2 HDAC2
CTBP2 RUNX1
CTBP2 TGIF1
CTBP2 CTNNB1
CTBP2 EHMT2
CTBP2 EP300
CTBP2 KDM1A
CTBP2 HIC1
CTBP2 PROX1
CTBP2 BRCA1
CTBP2 KAT2B
CTBP2 BCL3
CTBP2 RECQL4
CTBP2 RBBP8
CTBP2 PPP1R15A
CTBP2 NRIP1
CTBP2 KLF8
CTBP2 BAZ2B
CTBP2 RAI2
CTBP2 NOL4
CTBP2 CBX4
CTBP2 CTBP2
CTBP2 CTBP1
CTBP2 FHL3
CTBP2 KLF3
CTBP2 SOX6
CTBP2 ZEB1
CTBP2 ZFPM2
CTBP2 ZNF217
CTBP2 LCOR
CTBP2 ZBP1
CTBP2 ATXN1L
CTBP2 STUB1
CTBP2 CCNH
CTBP2 SOX13
CTBP2 HOXB5
CTBP2 IKZF1
CTBP2 ZBTB18
CTBP2 TSHZ3
CTBP2 DMRTB1
CTBP2 FOXP2
CTBP2 KCNIP3
CTBP2 FOXP1
CTBP2 ZBTB42
CTBP2 EGLN3
CTBP2 CUL4A
CTBP2 PNN
CTBP2 EHMT1
CTBP2 RREB1
CTBP2 EEF1D
CTBP2 ZNF512B
CTBP2 RCOR1
CTBP2 IKZF2
CTBP2 ZEB2
CTBP2 RCOR3
CTBP2 NOL4L
CTBP2 BCAS3
CTBP2 SPEN
CTBP2 PSMF1
CTBP2 FUNDC1
CTBP2 CDYL
CTBP2 AKTIP
CTBP2 ELAC2
CTBP2 FLI1
CTBP2 RIMBP3
CTBP2 TEAD3
CTBP2 ZNF750
CTBP2 MECOM
CTBP2 ZNF516
CTBP2 CAPN7
CTBP2 LMO4
CTBP2 CATSPER1
CTBP2 TLE5
CTBP2 SDCBP
CTBP2 CACNB3
CTBP2 TRIML2
CTBP2 ENKD1
CTBP2 CCDC120
CTBP2 CEP68
CTBP2 CSTF2
CTBP2 SHISA6
CTBP2 CACNB1
CTBP2 HOXA5
CTBP2 EIF4G1
CTBP2 KYNU
CTBP2 NEK6
CTBP2 GLIS2
CTBP2 RBBP8NL
CTBP2 VRTN
CTBP2 HEMGN
CTBP2 DTNB
CTBP2 CACNB2
CTBP2 QARS1
CTBP2 HOXC5
CTBP2 MSRB3
CTBP2 LCORL
CTBP2 ZSCAN4
CTBP2 RNF135
CTBP2 CACNB4
CTBP2 DUSP21
SMAD4 NFIA
SMAD4 GLI3
SMAD4 PARD3B
SMAD4 LEF1
SMAD4 ETV4
NFIA NFIB
NFIA MIR223
NFIA GABARAPL1
NFIA PLEKHF2
GLI3 SKI
GLI3 AR
GLI3 TWIST1
GLI3 SMAD3
GLI3 SMAD2
GLI3 SMAD1
GLI3 BTRC
GLI3 YWHAE
GLI3 SPOP
GLI3 SUFU
GLI3 MED12
GLI3 ZIC1
GLI3 ZIC2
GLI3 ZIC3
GLI3 STK36
GLI3 SAP18
GLI3 GLI1
GLI3 PTCH1
PARD3B YWHAG
PARD3B SMAD3
PARD3B SMAD2
PARD3B SMAD1
PARD3B SMAD7
PARD3B SFN
PARD3B PARD6B
PARD3B INSC
LEF1 RUNX1
LEF1 SUMO2
LEF1 CSNK2A1
LEF1 CTNNB1
LEF1 EP300
LEF1 SMAD3
LEF1 SMAD2
LEF1 SMAD1
LEF1 SMAD7
LEF1 NARF
LEF1 PIAS4
LEF1 MITF
LEF1 NLK
LEF1 TLE1
LEF1 KMT5A
LEF1 CDX1
LEF1 STAT5A
LEF1 RNF138
LEF1 ALYREF
LEF1 RUVBL1
LEF1 TRA
LEF1 KPNA1
LEF1 RUNX2
LEF1 DCT
LEF1 DAZAP2
LEF1 NOTCH1
LEF1 KPNA2
LEF1 FHIT
LEF1 UBTF
LEF1 PITX2
LEF1 ALX4
LEF1 ZBTB3
LEF1 ADA
MED1 RBPJ
RBPJ CCNT1
RBPJ NCOR2
RBPJ SIN3A
RBPJ NCOR1
RBPJ HDAC1
RBPJ CDK7
RBPJ EP300
RBPJ NFKB1
RBPJ CDK9
RBPJ KDM1A
RBPJ GSK3B
RBPJ YY1
RBPJ KAT2B
RBPJ MAML1
RBPJ BCL3
RBPJ POLR2A
RBPJ NOTCH1
RBPJ CTBP1
RBPJ MED23
RBPJ NFKBIA
RBPJ RBBP8
RBPJ SUPT16H
RBPJ SNW1
RBPJ KAT2A
RBPJ KDM5A
RBPJ GADD45A
RBPJ SPEN
RBPJ ZMIZ1
RBPJ FHL1
RBPJ CDK8
RBPJ WDR70
RBPJ MECP2
RBPJ CCNF
RBPJ NOTCH2
RBPJ SND1
RBPJ NOTCH3
RBPJ FBXO42
RBPJ ZNF268
RBPJ RPS6KA6
RBPJ IFNB1
RBPJ HMGB1
RBPJ RING1
RBPJ IL6
RBPJ NOTCH4
RBPJ INPP5K
RBPJ SUFU
RBPJ SUPT6H
RBPJ CIR1
FBXW7 KLF2
KLF2 PSME3
KLF2 EP300
KLF2 KAT2B
KLF2 WWP1
KLF2 SMURF1
KLF2 GATA6
KLF2 GATA5
DAXX FTH1
FTH1 NCOR1
FTH1 HERC2
FTH1 HSPA8
FTH1 MAX
FTH1 WAS
FTH1 CSF3R
FTH1 BRD7
FTH1 NTAQ1
FTH1 SIRPA
FTH1 SREBF2
FTH1 HSPB1
FTH1 NCOA4
FTH1 FTL
FTH1 PCBP1
FTH1 PCBP2
FTH1 PLEKHA5
FTH1 CRMP1
FTH1 FXR2
FTH1 NR5A2
FTH1 SDCBP
FTH1 TOLLIP
FTH1 CD99
FTH1 SLC1A6
FTH1 GOLM1
FTH1 IQCJ-SCHIP1
FTH1 ELL3
FTH1 FTH1
FTH1 UBR1
FTH1 BAG4
MAPK11 CCND3
CCND3 RARA
CCND3 RB1
CCND3 SP1
CCND3 RUNX1
CCND3 RBX1
CCND3 RBL2
CCND3 EIF3K
CCND3 CDK1
CCND3 CCND1
CCND3 HGS
CCND3 GSK3B
CCND3 MCM10
CCND3 CDK6
CCND3 PCNA
CCND3 CDK2
CCND3 NCOA2
CCND3 ATF5
CCND3 CDKN1B
CCND3 CDK16
CCND3 CDK4
CCND3 PPP1CB
CCND3 CDKN2D
CCND3 AKAP8
CCND3 DTNBP1
CCND3 CDK11B
CCND3 CRABP2
CCND3 CDK14
CCND3 VDR
CCND3 POLR3GL
CCND3 ATP5F1C
CCND3 TFIP11
CCND3 EFEMP2
CCND3 AREG
CCND3 NPDC1
CCND3 MAF1
CCND3 MAPK4
CCND3 MAPK13
CCND3 CASP2
CCND3 MAPK12
CCND3 PPP1CC
CCND3 DMTF1
CCND3 TSC2
CCND3 CDK18
CCND3 C14orf119
CCND3 KIFC3
CCND3 CDK3
CCND3 CCDC13
CCND3 MNS1
MDM2 PYHIN1
MDM2 EPS15
MDM2 GABRA2
MDM2 ZNF766
PYHIN1 RBX1
PYHIN1 SENP3
PYHIN1 DCAF1
PYHIN1 TRIM26
PYHIN1 LAS1L
EPS15 UBC
EPS15 RNF11
EPS15 HGS
EPS15 PRKN
EPS15 UBQLN1
EPS15 NUMB
EPS15 TGFB1
EPS15 TFAP2A
EPS15 EPN1
EPS15 CLTC
EPS15 AP1G1
EPS15 AP1B1
EPS15 MYO6
EPS15 AGFG1
EPS15 STON2
EPS15 AP2A2
EPS15 AP2A1
EPS15 REPS2
EPS15 USP8
EPS15 EPS15
EPS15 GJA1
EPS15 FCHO2
EPS15 ITSN2
EPS15 SPART
EPS15 IQGAP1
EPS15 AP2M1
EPS15 AP2S1
EPS15 CORO7
EPS15 PICALM
EPS15 SPOPL
EPS15 SGIP1
EPS15 FCHO1
EPS15 RNF26
EPS15 STAM2
EPS15 ABL1
EPS15 UBB
EPS15 LAPTM5
EPS15 FYN
EPS15 DNM1
EPS15 NEDD4
EPS15 SCAMP1
EPS15 MOB4
EPS15 CLINT1
EPS15 STAMBP
EPS15 DNM2
EPS15 SYNJ1
EPS15 NUMBL
EPS15 SNAP91
EPS15 ELF3
EPS15 RAB11FIP2
EPS15 SH3BP4
EPS15 AGFG2
EPS15 NAGPA
EPS15 EPN2
GABRA2 GABRA1
GABRA2 GABRB3
GABRA2 GABRA3
GABRA2 GABRA4
GABRA2 GABRA6
GABRA2 GABRG3
RPL11 RPSA
RPL11 CD4
RPL11 SYNE1
RPL11 ARHGEF4
RPSA NPM1
RPSA CTNNB1
RPSA TRIB3
RPSA EIF3K
RPSA EEF1A1
RPSA GAPDH
RPSA RPS9
RPSA HSPA8
RPSA HSPD1
RPSA LRPPRC
RPSA BRCA1
RPSA DDX5
RPSA PCNA
RPSA BAG6
RPSA TRIM25
RPSA NCL
RPSA ANXA2
RPSA BAG3
RPSA CBX5
RPSA RPL31
RPSA TUBB
RPSA HNRNPA2B1
RPSA ENO1
RPSA EIF3B
RPSA YBX1
RPSA RACK1
RPSA HNRNPD
RPSA RPLP2
RPSA RPL5
RPSA RNF8
RPSA KARS1
RPSA RPS26
RPSA RPS14
RPSA RPL9
RPSA RPL23
RPSA RPL23A
RPSA RPL3
RPSA RPS3A
RPSA RPL18A
RPSA RPL7
RPSA RPL15
RPSA RPS10
RPSA RPL6
RPSA RPS4X
RPSA RPS3
RPSA RPS21
RPSA RPS6
RPSA RPLP0
RPSA RPL10A
RPSA RPL12
RPSA RPL14
RPSA RPL18
RPSA RPL19
RPSA RPL24
RPSA RPL27
RPSA RPL30
RPSA RPL37A
RPSA RPL4
RPSA RPL7A
RPSA RPL8
RPSA RPS15A
RPSA RPS15
RPSA RPS16
RPSA RPS17
RPSA RPS23
RPSA RPS28
RPSA RPS5
RPSA RPS8
RPSA RPL21
RPSA RPS2
RPSA RPS20
RPSA RPL22
RPSA RPS13
RPSA RPS7
RPSA RPS19
RPSA RPL35
RPSA RPS27A
RPSA DKC1
RPSA RPL10L
RPSA RPS12
RPSA RPS18
RPSA TSR1
RPSA LARP7
RPSA PRNP
RPSA RPL36A
RPSA CD4
RPSA RPS24
RPSA RPL29
RPSA VIM
RPSA HNRNPA1
RPSA EEF1B2
RPSA PHB
RPSA RPL13A
RPSA C18orf32
RPSA ANXA1
RPSA VDAC3
RPSA EIF4A2
RPSA RPL26
RPSA RPL35A
RPSA FARSB
RPSA HSP90AB1
RPSA RPS11
RPSA TUBA1A
RPSA RPL39
RPSA VDAC2
RPSA SUMO4
RPSA RPL38
RPSA RPL27A
RPSA RPL34
RPSA HNRNPH1
RPSA MYL6
RPSA MME
RPSA TNPO1
RPSA DDX3X
RPSA UBA52
RPSA RPS29
RPSA EIF3E
RPSA VDAC1
RPSA EIF3M
RPSA RPL28
RPSA SSRP1
RPSA RPL36
RPSA RPS4Y2
RPSA ATP5F1A
RPSA RPS27
RPSA RPL13
RPSA UBE2U
RPSA CLEC4G
RPSA RPS25
RPSA PRND
RPSA LAMA2
RPSA GNAI2
RPSA ANXA6
RPSA FAU
RPSA EIF3I
RPSA RPL41
RPSA RAN
RPSA RPL37
RPSA KPNB1
RPSA H2BC6
RPSA RPL32
RPSA CSF2RA
RPSA DHRS2
RPSA EIF3D
RPSA RPS4Y1
RPSA EIF3C
RPSA CCDC13
CD4 NPM1
CD4 EIF3K
CD4 GAPDH
CD4 RPS9
CD4 UBC
CD4 HSPA8
CD4 HSPD1
CD4 LRPPRC
CD4 DDX5
CD4 NCL
CD4 ADRB2
CD4 CD28
CD4 ZAP70
CD4 ANXA2
CD4 BTRC
CD4 TUBB
CD4 HNRNPA2B1
CD4 ENO1
CD4 EIF3B
CD4 YBX1
CD4 RACK1
CD4 HNRNPD
CD4 RPS7
CD4 RPS13
CD4 VIM
CD4 HSP90AB1
CD4 HNRNPA1
CD4 PHB
CD4 TUBA1A
CD4 RPS4X
CD4 SSRP1
CD4 KPNB1
CD4 EIF3C
CD4 EIF3E
CD4 EIF3D
CD4 EIF3I
CD4 EIF3M
CD4 CD44
CD4 LGALS1
CD4 HNRNPH1
CD4 SLC3A2
CD4 ATP5F1A
CD4 SIVA1
CD4 RPL7A
CD4 RPS8
CD4 RPS3A
CD4 EEF1B2
CD4 CD81
CD4 RPL18
CD4 RPLP0
CD4 MYL6
CD4 RPL7
CD4 DDX3X
CD4 RPL22
CD4 GNAI2
CD4 RAN
CD4 RPS10
CD4 PTPRC
CD4 ANXA1
CD4 TFRC
CD4 CD5
CD4 CD38
CD4 CD2
CD4 RPS19
CD4 SPG21
CD4 CXCR4
CD4 VDAC3
CD4 HLA-DQA2
CD4 CD4
CD4 IL2RA
CD4 CTSD
CD4 VDAC2
CD4 VDAC1
CD4 CXCL12
CD4 KCNAB2
CD4 DHRS2
CD4 SELL
CD4 TNPO1
CD4 MME
CD4 EIF4A2
CD4 MARCHF4
CD4 PI4KA
CD4 CD53
CD4 CCR5
CD4 IL16
CD4 RPS12
CD4 HLA-DPA1
CD4 ANXA6
CD4 RPS24
CD4 RPS18
CD4 HLA-DQB1
CD4 FARSB
CD4 TNFRSF10A
CD4 CD82
CD4 PIP
CD4 H2BC6
CD4 DPP4
CD4 FCGR3A
SYNE1 NPM1
SYNE1 EEF1A1
SYNE1 LMNA
SYNE1 PELP1
SYNE1 GNL3
SYNE1 CAPN1
SYNE1 RPS9
SYNE1 TGFB1
SYNE1 HNRNPU
SYNE1 H2AC4
SYNE1 ILF2
SYNE1 FBL
SYNE1 NCL
SYNE1 HNRNPC
SYNE1 MRPS22
SYNE1 RUVBL2
SYNE1 RPL31
SYNE1 DHX9
SYNE1 PABPC1
SYNE1 SNRNP200
SYNE1 YBX1
SYNE1 EBNA1BP2
SYNE1 NAT10
SYNE1 RPL21
SYNE1 RPL28
SYNE1 RPL3
SYNE1 RPS7
SYNE1 RPS13
SYNE1 HERC5
SYNE1 HSP90AB1
SYNE1 EMD
SYNE1 ELAVL1
SYNE1 FMR1
SYNE1 PHB
SYNE1 RPS4X
SYNE1 SF3B1
SYNE1 ILF3
SYNE1 FXR1
SYNE1 MATR3
SYNE1 PRMT5
SYNE1 CDC42
SYNE1 MCF2L
SYNE1 PHB2
SYNE1 ACTC1
SYNE1 DTNBP1
SYNE1 ATP5F1C
SYNE1 RBM10
SYNE1 RPN1
SYNE1 RPL24
SYNE1 RPL7A
SYNE1 RPS8
SYNE1 RPL10A
SYNE1 RPL4
SYNE1 RPL12
SYNE1 RPL17
SYNE1 RPL18A
SYNE1 RPS3A
SYNE1 RPS2
SYNE1 RPS5
SYNE1 RPL18
SYNE1 RPLP0
SYNE1 RPL7
SYNE1 MYBBP1A
SYNE1 RPL8
SYNE1 SYNCRIP
SYNE1 RPS3
SYNE1 SART3
SYNE1 UPF1
SYNE1 HNRNPL
SYNE1 FXR2
SYNE1 EIF4A3
SYNE1 DISC1
SYNE1 SYNE1
SYNE1 MUSK
SYNE1 SUN2
SYNE1 DLX4
SYNE1 IMMT
SYNE1 DHX30
SYNE1 RPL29
SYNE1 EPRS1
SYNE1 TBL2
SYNE1 RPL13A
SYNE1 DDX20
SYNE1 SLC4A5
SYNE1 POLR1C
SYNE1 SLC25A6
SYNE1 SLC25A3
SYNE1 SF3B3
SYNE1 DDX18
SYNE1 STOML2
SYNE1 DICER1
SYNE1 DDOST
SYNE1 RPL23
SYNE1 LAS1L
SYNE1 ZNF326
SYNE1 RPL35A
SYNE1 SF3B2
SYNE1 MRPS27
SYNE1 HRNR
SYNE1 SLC25A5
SYNE1 RPS26P25
SYNE1 RPS20
SYNE1 RPS18
SYNE1 DIMT1
SYNE1 IGF2BP1
SYNE1 RPL19
SYNE1 FLG2
SYNE1 CMSS1
SYNE1 GTF3C4
SYNE1 WDR18
SYNE1 PCBP2
SYNE1 GEMIN2
SYNE1 ATAD3B
SYNE1 TEX10
SYNE1 RPL26
SYNE1 GEMIN4
SYNE1 PABPC3
SYNE1 RPL15
SYNE1 RPS15A
SYNE1 RNF149
SYNE1 DDX47
SYNE1 RPL23A
SYNE1 RPL35
SYNE1 RPL37A
SYNE1 DHCR7
SYNE1 COPA
SYNE1 RPL27
SYNE1 PTCD3
SYNE1 RPL14
SYNE1 RPS6
SYNE1 RSL1D1
SYNE1 TCP1
SYNE1 POLR1A
SYNE1 RPL6
SYNE1 RPS27L
SYNE1 MOV10
SYNE1 DHX15
SYNE1 RPL13
SYNE1 PAK1IP1
SYNE1 RPL27A
SYNE1 GTPBP4
SYNE1 DHX36
SYNE1 RBM4
SYNE1 IGF2BP3
ARHGEF4 PIAS2
ARHGEF4 H2AX
ARHGEF4 PIAS1
ARHGEF4 CTNNB1
ARHGEF4 MCM4
ARHGEF4 MCM5
ARHGEF4 EEF1A1
ARHGEF4 NFKB1
ARHGEF4 RAC1
ARHGEF4 NAE1
ARHGEF4 YWHAG
ARHGEF4 UBE2M
ARHGEF4 CUL2
ARHGEF4 PCNA
ARHGEF4 H2BC21
ARHGEF4 DDB1
ARHGEF4 RPL31
ARHGEF4 TARS1
ARHGEF4 RPL21
ARHGEF4 RPS7
ARHGEF4 RPS13
ARHGEF4 RHOA
ARHGEF4 CUL4A
ARHGEF4 PSMD2
ARHGEF4 RPS4X
ARHGEF4 SSRP1
ARHGEF4 ERCC4
ARHGEF4 CUL1
ARHGEF4 YWHAH
ARHGEF4 CUL3
ARHGEF4 RPS11
ARHGEF4 RPL5
ARHGEF4 RPL30
ARHGEF4 RPL24
ARHGEF4 RPL7A
ARHGEF4 EEF2
ARHGEF4 RPS8
ARHGEF4 RPL10A
ARHGEF4 RPL12
ARHGEF4 RPS14
ARHGEF4 RPS2
ARHGEF4 RPS23
ARHGEF4 RPL18
ARHGEF4 RPL7
ARHGEF4 RPL8
ARHGEF4 RPL9
ARHGEF4 RPS3
ARHGEF4 SUMO3
ARHGEF4 CUL4B
ARHGEF4 SF3B3
ARHGEF4 RPL13
ARHGEF4 RPS6
ARHGEF4 RPL6
ARHGEF4 GCN1
ARHGEF4 KARS1
ARHGEF4 RPS16
ARHGEF4 RPS15A
ARHGEF4 RPL23
ARHGEF4 RPL14
ARHGEF4 RPS20
ARHGEF4 RPL26
ARHGEF4 RPL27
ARHGEF4 NEDD8
ARHGEF4 RPL35A
ARHGEF4 PRPF3
ARHGEF4 CUL5
ARHGEF4 RPL29
ARHGEF4 EEF1A2
ARHGEF4 HARS1
ARHGEF4 EMG1
ARHGEF4 RPS26P25
ARHGEF4 DDX19B
ARHGEF4 HLA-B
ARHGEF4 EIF2A
ARHGEF4 SCN1A
ARHGEF4 HSF2BP
MAF EP300
MAF SOX9
MAF MAF
MAF UBE2O
MAF AHR
MAF SMARCA5
MAF KDM5B
MAF USF2
MAF MAFG
MAF HOXD12
MAF MAFA
MAPK4 GAB1
MAPK4 MAPKAPK5
MAPK4 MAPK4
BACH1 TOPBP1
BACH1 HDAC1
BACH1 USP7
BACH1 VIRMA
BACH1 UBC
BACH1 PRKN
BACH1 BRCA1
BACH1 RAD50
BACH1 NBN
BACH1 SOCS2
BACH1 BARD1
BACH1 MSH6
BACH1 RBBP8
BACH1 ABRAXAS1
BACH1 MRE11
BACH1 MLH1
BACH1 HMMR
BACH1 TCF4
BACH1 XPO1
BACH1 RBCK1
BACH1 PATZ1
BACH1 MAFK
BACH1 BACH1
BACH1 MAFG
BACH1 MAFF
BACH1 FBXL17
BACH1 FAM83D
BACH1 FBXO22
TCF4 NR4A1
TCF4 CSNK2A1
TCF4 CTNNB1
TCF4 PIN1
TCF4 PRKDC
TCF4 CDC5L
TCF4 PRPF19
TCF4 AR
TCF4 MYOD1
TCF4 EP300
TCF4 TWIST1
TCF4 HSPA8
TCF4 C1orf50
TCF4 PRKAA2
TCF4 NEUROD1
TCF4 TAL1
TCF4 CTBP1
TCF4 TCF12
TCF4 HBP1
TCF4 ILF2
TCF4 CALM3
TCF4 UBASH3B
TCF4 ARHGEF5
TCF4 SLC4A1AP
TCF4 LMO4
TCF4 PPP1CA
TCF4 PIAS4
TCF4 TOP2A
TCF4 SRSF1
TCF4 CHAF1A
TCF4 DYNC1H1
TCF4 JUP
TCF4 ID3
TCF4 ID1
TCF4 ID2
TCF4 MSC
TCF4 ASCL1
TCF4 TAL2
TCF4 ASCL3
TCF4 TRIM33
TCF4 TCF21
TCF4 CKS1B
TCF4 DDX6
TCF4 EPHB6
TCF4 MATN3
TCF4 MYO5B
TCF4 ZNF124
TCF4 RECK
TCF4 MAD2L2
TCF4 NEK6
TCF4 GORASP2
TCF4 HSPB7
TCF4 RSPH14
TCF4 NDOR1
TCF4 NME7
TCF4 MEMO1
TCF4 PPIL1
TCF4 TRAPPC2L
TCF4 TAPBPL
TCF4 CABP5
TCF4 ZNF587
TCF4 SGF29
TCF4 EFHC1
TCF4 TWIST2
TCF4 MORN4
TCF4 ASCL4
TCF4 PATE1
TCF4 FERD3L
TCF4 ZDHHC24
TCF4 SEC14L4
TCF4 CBFA2T2
TCF4 RUNX1T1
TCF4 CBFA2T3
TCF4 GSE1
TCF4 TCF24
TCF4 HEXIM2
TCF4 ID4
TCF4 NEUROG3
TCF4 LENG1
TCF4 SRSF2
TCF4 RBMX
TCF4 PTGER3
TCF4 SNRPD1
TCF4 POLR1C
TCF4 CSNK2A2
TCF4 SF3B1
TCF4 PPIA
TCF4 SNRPD3
TCF4 PLRG1
TCF4 FAM124B
TCF4 ZNF417
TCF4 SF3B2
TCF4 ARHGEF1
TCF4 PSMA1
TCF4 STK16
TCF4 TSSK3
TCF4 AMHR2
TCF4 CWC15
TCF4 C1orf109
