MAP2K4 BLNK
CTSB CTSB
CTSB CST7
CTSB SERPINB13
CTSB BGLAP
CTSB DMWD
CTSB AMBP
CTSB SLPI
CTSB REN
CTSB PLAU
CSNK2B CACNA1A
CSNK2B HEXIM1
CSNK2B MPP2
ACTB CLIC4
ACTB MYO1E
ACTB P2RX7
UBC MINDY2
RBM48 S100Z
RPS27A MAP4K3
RPS27A SLC11A2
TAF5L ATXN7L3
LRIF1 HLA-DQA1
LRIF1 KLK10
UNC119 HLA-DQA1
EXT2 EXT1
GNB2 GNG2
CHGB MGLL
TMSB4X IGSF21
GDF9 KIF22
GNB5 GNG2
TUBB3 EML1
S100A8 IGSF21
ING5 ICA1
CDC7 DBF4B
MAPK12 DLG2
GET4 SOD2
NGFR SORT1
APLP1 HLA-DQA1
MEOX2 SAMD4A
MEOX2 RAP1GAP2
MEOX2 PLAC8
MEOX2 CNTNAP2
MEOX2 SCIMP
MEOX2 GRN
MEOX2 GJC1
MEOX2 VMP1
TFIP11 DHX8
TFIP11 CEP95
GOLGA2 SAMD4A
GOLGA2 CEP95
MTUS2 SAMD4A
MTUS2 CEP95
LZTS2 FRMD6
INCA1 CTTNBP2
HOOK2 CEP95
HNF4A GK
MTA1 PHF21A
HDAC4 GNG2
TRAF6 IRAK2
TRAF6 TFRC
FHL2 NIBAN1
FHL2 PRDM11
FHL2 PHF21A
EAF2 ELL2
SPRY2 MB21D2
FASN MGLL
FASN ACSL1
CBFA2T3 ZNF652
CREB3L1 TFRC
CREB3L1 SLC2A3
CREB3L1 ADGRE2
CREB3L1 SLC7A1
CREB3L1 CCL4L2
CREB3L1 PEX16
PRKN UBE2J1
PRKN SLC11A2
FHL1 FERMT2
FHL3 CASS4
FHL3 PHF21A
VCP UBE2J1
DAP3 MRPS9
ALK EPHA1
SMARCA4 SRGAP3
SRGAP3 FASLG
SRGAP3 SMARCC2
SRGAP3 WASF1
SRGAP3 TNIK
SRGAP3 ENKD1
ELL2 MLLT3
ELL2 MED10
ELL2 AFF4
ELL2 AFF1
ELL2 MED26
ELL2 MLLT1
ELL2 PRKAB2
ELL2 EXOC8
ELL2 EAF1
ELL2 MED19
PRKCD RASGRP3
PRKCD PLEK
PRKCD CYTH1
PRKCD LIMK2
PRKCD TFRC
RASGRP3 PRKCB
RASGRP3 PIK3CA
RASGRP3 PRKCQ
RASGRP3 DYNLL2
RASGRP3 GET1
RASGRP3 HSD17B11
PLEK PRKCB
PLEK PRKCI
PLEK PRKCZ
PLEK PRKCQ
PLEK ACVR1
PLEK PRKCG
PLEK PLEK
PLEK INPP5A
PLEK CAVIN2
CYTH1 ARF1
CYTH1 STAT2
CYTH1 ARRB1
CYTH1 PRKCB
CYTH1 FOSL2
CYTH1 PRKCI
CYTH1 PRKCZ
CYTH1 ITGB2
CYTH1 ACTA1
CYTH1 TRIM23
CYTH1 PRKCQ
CYTH1 CNKSR1
CYTH1 ARFRP1
CYTH1 IPCEF1
CYTH1 CYTIP
CYTH1 GNAQ
CYTH1 CCDC120
CYTH1 INAVA
CYTH1 PRKCG
CYTH1 SNAPC5
LIMK2 GSN
LIMK2 CFL1
LIMK2 LIMK1
LIMK2 PARD3
LIMK2 ROCK1
LIMK2 ROCK2
LIMK2 NF1
LIMK2 HIPK3
LIMK2 CDC42BPA
LIMK2 DSTN
TFRC VIRMA
TFRC KRAS
TFRC PRKCB
TFRC HRAS
TFRC SH3BP4
TFRC HIBADH
TFRC SGTA
TFRC VCL
TFRC LAMP1
TFRC PRKCI
TFRC PRKCZ
TFRC ATG9A
TFRC SNX1
TFRC TF
TFRC CD247
TFRC SNX2
TFRC FBXO6
TFRC GABARAP
TFRC ARL13B
TFRC RAB8A
TFRC PRKCQ
TFRC ACAP1
TFRC NRAS
TFRC HFE
TFRC TPTE
TFRC PTPRO
TFRC TGOLN2
TFRC CD4
TFRC PRKCG
TFRC HLA-B
TFRC B2M
TFRC RANBP9
TFRC SNX4
TFRC MYO1G
TFRC RAB5B
TFRC TFRC
TFRC FAM209A
TFRC MFF
TFRC RASSF3
TFRC AQP6
TFRC SLC10A1
TFRC GPR152
TFRC LHFPL5
TFRC GET1
TFRC MGST3
TFRC SLC18A1
TFRC PAGE1
TFRC FAM210B
TFRC C1orf159
TFRC RMDN3
TFRC ASGR2
TFRC RELL2
KDM1A HESX1
KDM1A PHF21A
WAS RGL1
KHDRBS1 KHDRBS3
VDR MED13
ABI1 CACNA1A
ATP2B4 DLG2
ARRB1 MAP4K3
CCR3 CCL4
CCR3 CCL3
DAB2 FCHO2
SIAH1 KHDRBS3
SIAH1 KIF22
SIAH1 KCNJ10
KHDRBS3 PRMT1
KHDRBS3 HNRNPC
KHDRBS3 HNRNPK
KHDRBS3 RBBP6
KHDRBS3 SNX18
KHDRBS3 NELFB
KHDRBS3 CCDC33
KHDRBS3 RFC3
KHDRBS3 PRPF31
KHDRBS3 SRSF9
KHDRBS3 RBMX
KHDRBS3 ZNF326
KHDRBS3 RBM3
KHDRBS3 CNNM3
KHDRBS3 DMRT3
KHDRBS3 LNX1
KHDRBS3 TYK2
KHDRBS3 PSMA1
KHDRBS3 BAHD1
KHDRBS3 MARK4
KHDRBS3 SGSM2
KHDRBS3 PRR3
KHDRBS3 YTHDC1
KHDRBS3 ZNF408
KHDRBS3 PSMF1
KHDRBS3 RBM7
KHDRBS3 SERPINB5
KHDRBS3 KHDRBS3
KHDRBS3 NCOA5
KHDRBS3 NUDT18
KHDRBS3 RBMY1A1
KHDRBS3 CCDC187
KHDRBS3 PCDHB14
KHDRBS3 TSGA10IP
KHDRBS3 MYPOP
KHDRBS3 RASD1
KHDRBS3 RASAL3
KHDRBS3 ZNF575
KHDRBS3 RPH3AL
KHDRBS3 LMNTD2
KHDRBS3 AQP1
KHDRBS3 HBZ
KHDRBS3 DOCK2
KHDRBS3 ZNF580
FCGR1A SHC1
FCGR1A JAGN1
FCGR1A HCK
FCGR1A BIK
FCGR1A CLEC7A
FCGR1A VTI1B
FCGR1A CD163
FCGR1A ADIPOQ
FCGR1A RPRM
FCGR1A FCGR3A
FCGR1A FAM3C
FCGR1A APCS
FCGR1A ASGR1
FCGR1A FCAR
FCGR1A HRG
FCGR1A CRP
FCGR1A FCGR1A
FCGR1A TNMD
FCGR1A ITM2A
FCGR1A UPK2
FCGR1A TSPO2
FCGR1A NINJ1
FCGR1A MALL
FCGR1A NRSN1
FCGR1A BMP10
FCGR1A CLDN19
FCGR1A VSTM1
FCGR1A LHFPL5
PIP5K1B MCRS1
PIP5K1B SPOP
PIP5K1B CLIC1
PIP5K1B IFRD1
PIP5K1B CLIC4
PIP5K1B PIP5KL1
SELPLG BACE1
SELPLG MSN
SELPLG MAGEA1
SELPLG SELP
SELPLG VCAN
SELPLG CTSG
SELPLG SELPLG
SELPLG SELE
SELPLG GALNT4
SELPLG SELL
SELPLG SNX20
SOD2 ARF6
SOD2 TFAP2A
SOD2 TFAP2C
SOD2 RPL21
SOD2 SMARCA5
SOD2 PRDM2
SOD2 AMY1A
SOD2 PRDX1
SOD2 MT-CO2
SOD2 CEP70
SOD2 RPS3A
SOD2 MPG
SOD2 CAT
SOD2 SOD1
SOD2 TNIK
SOD2 COX5B
SOD2 RAB4A
SOD2 DYNC1LI1
SOD2 GPX1
SOD2 USP36
SOD2 MDH1
SOD2 ACOX1
SOD2 EHHADH
SOD2 HSD17B4
SOD2 ACAD11
SOD2 P4HB
SOD2 RIPK2
SOD2 TFAP2B
SOD2 PRDX5
SOD2 PRDX2
SOD2 COX5A
SOD2 COX6B1
SOD2 PSME3IP1
SOD2 COX4I1
SOD2 PRDX3
SOD2 EIF1B
SOD2 COX4I2
SOD2 OAT
SOD2 GPX6
SOD2 COX7A2L
SOD2 ACAD8
SOD2 ACADM
SOD2 ACADSB
SOD2 HLA-B
SOD2 CST1
SOD2 GPX3
SOD2 GOLGB1
SOD2 COX8C
SOD2 ACAD10
SOD2 COX6C
SOD2 COX7A1
SOD2 ACAD9
SOD2 GPX2
SOD2 ACADS
SOD2 COX6A1
SOD2 COX8A
SOD2 AMY1B
SOD2 MT-CO3
SOD2 COX6A2
SOD2 COX7C
SOD2 NOL12
SOD2 SCRN1
SOD2 HDHD2
SOD2 COX7B2
SOD2 COX7B
SOD2 MYH8
SOD2 COX6B2
SOD2 MT-CO1
SOD2 KIAA1549
SOD2 TCEAL9
SOD2 SKOR1
SOD2 SOD2
SOD2 ACAA1
SOD2 AMY1C
SOD2 TMEM131
SOD2 GPX4
SOD2 COX7A2
SOD2 CST4
VIRMA DHX8
GGA1 SORL1
GGA1 SORT1
ARFGAP1 GRN
CTTN CTTNBP2
CDC42 FMNL2
CDC42 SRGAP1
CDC42 ARHGAP27
ABL1 P2RX7
ABL1 TLN2
ABL1 ASB16
ABL1 NCKAP5
PSTPIP1 DHX40
FYN DLG2
FYN ASB16
FYN NCKAP5
DLG1 DLG2
DLG1 MPP2
DLG1 KCNJ10
SH3GL2 MAP4K3
SH3GL2 HLA-DQA1
HCK RASA3
HCK UBE2J1
KRAS SLC39A10
KRAS SLC2A3
KRAS SLC4A7
KRAS TMEM51
KRAS SLC1A3
KRAS PEAK1
KRAS CADM1
KRAS IGSF21
KRAS USP6NL
SLC39A10 HRAS
SLC39A10 NRAS
SLC2A3 GOLGB1
SLC2A3 CREB3
SLC4A7 HRAS
SLC4A7 YWHAB
SLC4A7 CFTR
SLC4A7 NRAS
SLC4A7 FOXD4
SLC4A7 SLC4A4
SLC4A7 CIAO1
SLC4A7 KRTAP4-5
TMEM51 EBP
TMEM51 GET3
TMEM51 CYB5R3
TMEM51 PTPN5
TMEM51 ADAMTSL4
TMEM51 CREB3
TMEM51 MRPL12
TMEM51 BCL2L13
TMEM51 TMEM14B
TMEM51 TMX2
TMEM51 NINJ2
TMEM51 AQP6
TMEM51 PLP2
TMEM51 TSNARE1
TMEM51 UBE2J1
TMEM51 TMEM242
TMEM51 SMIM1
TMEM51 C4orf3
TMEM51 REEP4
TMEM51 CCDC167
TMEM51 CCL4L2
TMEM51 CLCA4
TMEM51 TMEM14A
TMEM51 VTI1B
TMEM51 SFXN3
TMEM51 VAMP4
TMEM51 SEC61G
TMEM51 TMEM254
TMEM51 SMAGP
TMEM51 TMEM107
TMEM51 TMIE
TMEM51 C14orf180
TMEM51 CYP4F2
TMEM51 RTP2
TMEM51 SFT2D2
TMEM51 STRIT1
SLC1A3 HRAS
SLC1A3 TMEM128
SLC1A3 TNFRSF1B
SLC1A3 MGST3
SLC1A3 TMEM120B
SLC1A3 BTN2A2
PEAK1 PPP1CA
PEAK1 PPP1CC
PEAK1 WNK1
CADM1 EPB41L3
CADM1 PTPN4
CADM1 PSMA6
CADM1 ATF7IP
CADM1 CASK
CADM1 MPP3
CADM1 CADM1
IGSF21 PRMT1
IGSF21 BCR
IGSF21 EPB41L3
IGSF21 HSPB1
IGSF21 ETHE1
IGSF21 BTBD2
IGSF21 PSMD11
IGSF21 MAD2L1BP
IGSF21 SEPHS1
IGSF21 CRCT1
IGSF21 GSTM4
IGSF21 PAFAH1B3
IGSF21 SULT1E1
IGSF21 UBE2V2
IGSF21 ERH
IGSF21 GIPC2
IGSF21 RPP14
IGSF21 ALDH2
IGSF21 SERPINB9
IGSF21 PAEP
IGSF21 PCDHA4
IGSF21 ANXA3
IGSF21 DGKD
IGSF21 IGSF21
IGSF21 TRBV2
IGSF21 NREP
ITGB1 SLC7A5
SLC7A5 HRAS
SLC7A5 SLC3A2
SLC7A5 SLC7A8
NTRK1 GAREM1
ARFIP2 CYTH3
CYTH3 CALCOCO1
CYTH3 SYCE1
CYTH3 CNKSR1
CYTH3 IPCEF1
CYTH3 CCDC120
CYTH3 INAVA
CYTH3 TAMALIN
CYTH3 IFI35
CYTH3 FRMD4B
APBA2 NRXN1
NRXN1 APBA1
NRXN1 NLGN3
NRXN1 AFDN
NRXN1 SYTL1
NRXN1 CASK
NRXN1 SYT1
NRXN1 RPH3A
NRXN1 NLGN1
NRXN1 SIPA1L1
NRXN1 SYT9
NRXN1 SYT6
NRXN1 MACF1
NRXN1 SYTL2
NRXN1 SYTL3
NRXN1 PDZD2
NRXN1 MYO16
NRXN1 SDCBP2
NRXN1 SYT4
NRXN1 SYT7
NRXN1 NXPH1
NRXN1 SYT5
NRXN1 NXPH2
NRXN1 NLGN2
NRXN1 SYT2
NRXN1 SYT13
NRXN1 NXPH3
ITSN1 STON2
ITSN1 WIPF3
STON2 EPS15
STON2 EHD1
STON2 AP2M1
STON2 REPS1
STON2 SYT1
STON2 EPS15L1
STON2 SYT2
STON2 STON2
WIPF3 DNMBP
KRT15 KIF6
APP ITM2B
ITM2B BNIP3
ITM2B CREB3
ITM2B KASH5
ITM2B BCL2L13
ITM2B SYNE4
ITM2B NAALADL2
APPBP2 KIF6
CALR ITGA2B
CAV1 HEXIM1
CAV1 POU3F3
HGS VMP1
UBE2J1 SYVN1
UBE2J1 JAGN1
UBE2J1 EBP
UBE2J1 DERL1
UBE2J1 AUP1
UBE2J1 TRIM63
UBE2J1 TRIM27
UBE2J1 LRSAM1
UBE2J1 BIRC2
UBE2J1 TOPORS
UBE2J1 RNF2
UBE2J1 PJA2
UBE2J1 LAPTM5
UBE2J1 UBA1
UBE2J1 CREB3
UBE2J1 TMEM31
UBE2J1 RNF5
UBE2J1 SEL1L
UBE2J1 ERLEC1
UBE2J1 FAM209A
UBE2J1 TMEM14B
UBE2J1 MFSD14B
UBE2J1 TMX2
UBE2J1 LYVE1
UBE2J1 CYB561
UBE2J1 TM4SF18
UBE2J1 PROKR2
UBE2J1 PLPPR2
UBE2J1 ELOVL4
UBE2J1 FAM210B
UBE2J1 TM4SF19
UBE2J1 SLC10A6
UBE2J1 CLTRN
UBE2J1 TLCD4
UBE2J1 FCER1G
UBE2J1 CDS1
UBE2J1 SEC11C
UBE2J1 MS4A6E
UBE2J1 MFSD3
UBE2J1 REEP4
UBE2J1 GKN1
UBE2J1 SLC26A5
UBE2J1 TRHR
UBE2J1 GOLT1A
UBE2J1 LY6G6C
UBE2J1 TM4SF19-DYNLT2B
SLC11A2 NEDD4L
SLC11A2 NDFIP2
SLC11A2 NDFIP1
SAMSN1 FASLG
SAMSN1 YWHAB
SAMSN1 SAP30
SAMSN1 PILRB
SAMD4A NUTM1
SAMD4A SFN
SAMD4A YWHAB
SAMD4A YWHAH
SAMD4A BAG4
SAMD4A AKAP8L
SAMD4A PRDM6
SAMD4A HSF2BP
SAMD4A PRKAB2
SAMD4A ANKRA2
SAMD4A TBC1D21
UBQLN1 CCL3
CCL3 TGFB1
CCL3 UBQLN2
CCL3 CXCR5
CCL3 CCR5
CCL3 CCR1
CCL3 CCL4
CCL3 CCR4
CCL3 ACKR2
CCL3 CCL4L1
CCL3 CCL3
MAPRE1 KIF18B
VAC14 FNDC3B
FNDC3B PRKAA2
FNDC3B POGZ
FNDC3B MVP
FNDC3B TRIP13
FNDC3B DUSP10
FNDC3B PIK3R4
FNDC3B L3MBTL3
FNDC3B SPSB2
FNDC3B TENT5A
FNDC3B USP54
FNDC3B MBD3L1
FNDC3B BRWD1
FNDC3B TRIM42
FNDC3B TOX4
FNDC3B BBS2
FNDC3B CAMK2D
FNDC3B TEKT5
FNDC3B C19orf54
FNDC3B NDUFAB1
FNDC3B ADGRF5
FNDC3B YPEL3
FNDC3B TRIM35
FNDC3B ABHD11
FNDC3B POU6F2
FNDC3B BICRAL
FNDC3B ABHD8
FNDC3B KLHDC7B
FNDC3B HAPLN2
FNDC3B TESMIN
FNDC3B UBAP2
FNDC3B GAS2L3
FNDC3B SUOX
FNDC3B RUSC1
FNDC3B DAPL1
FNDC3B ZMYND19
FNDC3B C10orf82
FNDC3B TEPSIN
FNDC3B C22orf15
FNDC3B KRTAP11-1
FNDC3B SRARP
FNDC3B TEX43
FNDC3B MCCD1
FNDC3B CEMP1
FNDC3B C10orf55
FNDC3B TEX48
FNDC3B STPG4
PLAC8 WWOX
PLAC8 TRIP13
PLAC8 RHOXF2
PLAC8 BAG4
PLAC8 PPP3CA
PLAC8 RBPMS
PLAC8 USP54
PLAC8 CYSRT1
PLAC8 LCE1A
PLAC8 KRTAP19-6
PLAC8 C19orf54
PLAC8 FCHO1
PLAC8 UBAP2
PLAC8 KRTAP19-1
PLAC8 LCE1C
PLAC8 TEX37
PLAC8 KRTAP12-2
PLAC8 LCE2B
PLAC8 PLAGL2
PLAC8 LCE5A
MAP4K3 HIPK3
MAP4K3 BIN1
MAP4K3 ZNF91
MAP4K3 VAPA
MAP4K3 SORBS2
MAP4K3 OSTF1
MAP4K3 ITSN2
MAP4K3 SORBS1
MAP4K3 MAP4K3
MAP4K3 SH3RF1
MAP4K3 MT-CO1
MAP4K3 SLC44A1
TMEM97 VSIR
VSIR TSPAN2
VSIR PLSCR1
VSIR TMEM218
VSIR VAMP3
VSIR TNF
VSIR CLEC7A
VSIR ATP6V0C
VSIR APOD
VSIR SMCO4
VSIR DOLK
VSIR ASGR1
VSIR TMEM100
VSIR SLC35B4
VSIR BMP10
VSIR MS4A13
VSIR PLPP6
VSIR CCL4L2
VSIR SLC35B1
VSIR C14orf180
VSIR TSPO2
VSIR TMEM14C
VSIR PLPPR2
VSIR CNIH3
VSIR TMEM229B
VSIR CLRN2
TLN2 CTNNA1
TLN2 ITGB2
TLN2 PIP5K1C
PCED1B NOTCH2NLA
JAGN1 CCL4L2
JAGN1 OTULINL
JAGN1 VSIG4
CCL4L2 EBP
CCL4L2 SGPL1
CCL4L2 ARL13B
CCL4L2 RETREG3
CCL4L2 COMT
CCL4L2 MRM1
CCL4L2 SLC30A2
CCL4L2 SLC7A1
CCL4L2 COQ9
CCL4L2 GET1
CCL4L2 MFSD5
CCL4L2 REEP4
CCL4L2 ITM2C
CCL4L2 ELOVL4
CCL4L2 CPLX4
CCL4L2 MFSD14B
CCL4L2 FAM209A
CCL4L2 CERS4
CCL4L2 AQP6
CCL4L2 SSMEM1
CCL4L2 GPR152
CCL4L2 TMEM179B
CCL4L2 SLC7A14
CCL4L2 SLC18A1
CCL4L2 SLC10A2
CCL4L2 GPR42
CCL4L2 CLRN1
CCL4L2 CATSPER4
CCL4L2 ERVFRD-1
OTULINL TMEM31
OTULINL RETREG3
OTULINL TMEM86B
OTULINL TMEM14B
OTULINL SLC30A8
OTULINL TMX2
OTULINL AQP6
OTULINL HSD17B11
OTULINL GOLT1A
VSIG4 TRIM72
VSIG4 FATE1
VSIG4 VAMP5
VSIG4 C3
EBP SLC41A2
SLC41A2 FATE1
SLC41A2 TMEM237
SLC41A2 CREB3
SLC41A2 LDLRAD1
SLC41A2 IL27RA
SLC41A2 GJA5
SLC41A2 KASH5
SLC41A2 IGFBP5
SLC41A2 PVR
SLC41A2 CLN5
SLC41A2 ERGIC3
SLC41A2 MFF
SLC41A2 GPX8
SLC41A2 KIR3DL3
SLC41A2 AQP6
SLC41A2 LYVE1
SLC41A2 SSMEM1
SLC41A2 LIME1
SLC41A2 FNDC9
SLC41A2 GPR42
SLC41A2 LEUTX
SLC41A2 GPR151
SLC41A2 SHISAL1
SLC41A2 FUT3
SLC41A2 GJB5
SLC41A2 PDCD1LG2
SLC41A2 LY6G6C
SLC41A2 ERVFRD-1
VTN DLG2
DLG2 GRIN1
DLG2 LRP2
DLG2 ERBB4
DLG2 FASLG
DLG2 DLG4
DLG2 KIF1B
DLG2 PLEKHA2
DLG2 NLGN3
DLG2 DYNLL1
DLG2 DLGAP1
DLG2 SEMA4C
DLG2 KCNA4
DLG2 KCNJ12
DLG2 KCNJ4
DLG2 LIN7A
DLG2 GRIN2B
DLG2 STARD13
DLG2 ABCA1
DLG2 KCNJ2
DLG2 CACNG2
DLG2 DYNLL2
DLG2 DLGAP2
DLG2 NLGN1
DLG2 MAP1A
DLG2 NOS1
DLG2 FZD7
DLG2 PPIL4
DLG2 SCN5A
DLG2 GRID2
DLG2 CNKSR2
DLG2 RPF2
DLG2 KDELR1
DLG2 CRIPT
DLG2 GRIN2D
DLG2 FZD4
DLG2 GUCY1A2
DLG2 WNT3A
DLG2 SCN4A
DLG2 FZD1
DLG2 GRID1
DLG2 NLGN2
DLG2 GLS2
DLG2 ATP2B2
DLG2 DLG2
DLG2 FA2H
DLG2 DLGAP3
DLG2 AOAH
DLG2 RNASE2
DLG2 SERPINB13
PSEN1 PLXDC2
PSEN1 APH1B
PSEN1 METTL2A
PLXDC2 NCSTN
PLXDC2 ZBP1
MAPT SLC1A2
SLC1A2 AJUBA
SLC1A2 SLC1A2
ITGB3 ITGA2B
PLP1 CLEC2D
PLP1 MS4A4A
CLEC2D IL1RL1
CLEC2D CREB3
CLEC2D SEC22A
CLEC2D NKG7
CLEC2D ATP6V0C
CLEC2D ADIPOQ
CLEC2D RPRM
CLEC2D PLN
CLEC2D LEPROTL1
CLEC2D FAM3C
CLEC2D CXCL9
CLEC2D CD68
CLEC2D KLRC1
CLEC2D KLRB1
CLEC2D TM4SF18
CLEC2D FNDC9
CLEC2D ERMP1
CLEC2D TMEM80
CLEC2D GPR42
CLEC2D CLDN19
CLEC2D BRICD5
CLEC2D PLLP
CLEC2D TSPAN4
CLEC2D TMEM190
CLEC2D CLDN2
CLEC2D B3GALT5
CLEC2D CLEC2A
CLEC2D ENTPD8
CLEC2D SYT15
CLEC2D DEFB121
CLEC2D CLRN2
MS4A4A NRG1
MS4A4A CSE1L
MS4A4A SEC22A
MS4A4A MAL
MS4A4A RPRM
MS4A4A TMEM14B
MS4A4A TMUB2
MS4A4A LPAR3
MS4A4A CMTM7
MS4A4A CLDN19
MS4A4A RUSF1
MS4A4A UPK1B
MS4A4A ATP6V0E1
MS4A4A SERTM1
TBL3 CACNB4
CACNB4 CTBP2
CACNB4 FASLG
CACNB4 REM1
CACNB4 SYT1
CACNB4 MAP1A
CACNB4 TRO
CACNB4 PTN
CACNB4 EFHC2
CACNB4 CCDC102B
CACNB4 CACNA1A
UTP14A RGS1
RGS1 TSC22D1
RGS1 GIPC1
RGS1 EIF3G
RGS1 MAP3K12
RGS1 GNAO1
RGS1 SKAP2
RGS1 BICD2
RGS1 GDE1
RGS1 NUCB1
RGS1 FUNDC2
TSC22D1 FAM20C
FAM20C SMN1
FAM20C SUV39H2
FAM20C PFDN1
ZNF24 ADGRB3
ADGRB3 MUC1
ADGRB3 GPATCH11
ADGRB3 SLC7A1
ADGRB3 TLCD4
ADGRB3 GPR37L1
PPP2CA CTTNBP2
H1-1 LEO1
DNM1 CLIC4
PAK1 DSCAM
PPP1R1B KLHL6
BRCA2 PHF21A
SMURF2 GNG2
SMURF2 EPHA1
SMAD2 IRAK2
SNW1 DHX8
SMURF1 IRAK2
SMURF1 FERMT2
WWP2 ANKRD44
WWP2 EFCAB3
ZMIZ1 CNTNAP2
IRF7 TLK2
MYD88 IRAK2
SQSTM1 ENPP1
SQSTM1 EPDR1
SQSTM1 WDR81
ZC3H12A IRAK2
TSC22D4 FRMD6
CHRD SLC15A2
CCDC33 GRN
WWOX SLC15A2
SF3A1 DHX8
SNRNP70 DHX8
SNRNP70 MRPS9
DDX5 DHX8
SMAD9 GRN
SF3B2 DHX8
CDK8 MED13
TLE5 GRN
TGM2 ITGA2B
TPM3 TMOD2
PAEP IFNLR1
RIT1 RGL1
PPP2R1A CTTNBP2
TEKT4 ACBD4
MED15 MED13
DVL1 CCDC88C
RANBP9 ITGAL
RANBP9 IFNLR1
BLZF1 FRMD6
PNISR PNN
EPS15 FCHO2
EPS15 PICALM
FCHO2 AP2M1
FCHO2 FCHO2
CACNA1A PPM1A
CACNA1A CABP1
CACNA1A KDM5B
CACNA1A GNB1
CACNA1A SYT1
CACNA1A YLPM1
CACNA1A ARHGAP22
CACNA1A PUF60
CACNA1A AMIGO2
CACNA1A TSPOAP1
CACNA1A LAMB1
CACNA1A ADGRL1
CACNA1A RBM12B
CACNA1A CACNB1
AP2B1 FMNL2
FMNL2 TXN2
FMNL2 AP1B1
FMNL2 PNMA1
FMNL2 PRPF40A
FMNL2 MIPOL1
FMNL2 SUOX
FMNL2 NECAB1
FMNL2 CCDC197
FMNL2 KRT27
CSNK2A2 HEXIM1
MAOB ALDH1A2
COL2A1 ITGA2B
PITX1 SLC15A2
NFATC1 EGR3
PTGES TBXAS1
FASLG EGR3
FASLG SRGAP1
FASLG MYO15A
NFATC2 EGR3
UBE2O HEXIM1
MEF2D GRN
GRIP1 EEPD1
RXRB MED13
LMO4 SLC15A2
MARCHF6 ADGRE2
DUT ENPP1
SREBF1 MED13
SVIL P2RX7
MED24 MED13
ADCY4 PDE8A
IRAK2 HRAS
IRAK2 ARAF
IRAK2 PELI1
IRAK2 TARDBP
IRAK2 PELI3
IRAK2 TLR4
IRAK2 TOLLIP
IRAK2 IRAK1
IRAK2 TIRAP
IRAK2 SESTD1
IRAK2 STT3A
IRAK2 SARM1
IRAK2 TLR3
IRAK2 MME
IRAK2 TICAM2
IRAK2 IRAK3
IRAK2 IL1R1
IRAK2 IRAK2
PAX6 TLK2
NR1D1 KIF22
MVB12B LNX1
HNRNPU DHX8
TADA3 FAM107B
TADA3 ATXN7L3
HNF1A ITGA2B
PHB ADAM10
PES1 WDR12
HNRNPA1 DHX8
HNRNPA1 MRPS9
NCL IGSF8
SNU13 DHX8
U2AF2 DHX8
MED10 MED13
HBA2 CPM
SRPK1 DHX8
U2AF1 DHX8
STK16 ICA1
OSTF1 EXT1
C1orf109 HESX1
DMRT3 GRN
CEP19 C4orf19
LSM2 LSM12
LSM2 DHX8
PPP6C ANKRD44
RBM39 DHX8
HNRNPH1 DHX8
ARIH2 EML4
EXOSC8 PHF21A
TXNL4B AIPL1
PIH1D2 DSCAM
UBE2Z RNF150
ANKHD1 CTTNBP2
TNS2 EPDR1
ANKRD28 ANKRD44
MRPL10 MRPS9
TLX3 SLC15A2
MBD3 ICA1
MID2 FRMD6
EMD CD33
EIF4A3 DHX8
PM20D2 EPDR1
PICK1 YPEL2
PICK1 ATXN7L3
PICK1 CEP95
DEF6 ARHGAP22
UBE2D4 RNF150
UBE2D4 ALDH1A2
RUNX1T1 ZNF652
THOC1 DHX8
HSD17B14 CLIC4
PRPF31 DHX8
CCNC MED13
SPRY1 MB21D2
MSRB3 MGLL
MB21D2 ARHGEF5
MB21D2 CIR1
MB21D2 CBX8
MB21D2 SLC12A4
MB21D2 DTNB
MB21D2 BYSL
MB21D2 MORN3
MB21D2 RAB3IP
MB21D2 EVI5
MB21D2 ATXN7L2
TSEN15 PLB1
TSEN15 HEXIM1
AQP1 SLC15A2
DDX17 DHX8
SP3 PHF21A
GNAS GNG2
ALYREF DHX8
ITGAL ITGB2
ITGAL F11R
ITGAL PTPRC
ITGAL SHARPIN
ITGAL ICAM3
ITGAL ICAM5
ITGAL ITGAL
ITGAL ESM1
ITGAL CD82
WTAP DHX8
CTBP1 PHF21A
CDK19 MED13
IRF4 TLK2
SPEN DHX8
OSBPL1A HEXIM1
MED23 MED13
SPTLC2 SPTLC3
HSF4 MYO15A
KRTAP13-2 EPDR1
KRTAP13-2 GRN
WDR83 DHX8
TCF12 FRMD6
PAX5 TLK2
CXCL8 CCL4
CCL4 ARL13B
CCL4 GJA8
CCL4 TMEM31
CCL4 MARCHF2
CCL4 MRM1
CCL4 SLC30A2
CCL4 SLC7A1
CCL4 TMEM86B
CCL4 CCR5
CCL4 CCR1
CCL4 TIMMDC1
CCL4 TMEM14B
CCL4 SLC30A8
CCL4 ACKR2
CCL4 CCL4
CCL4 CCR8
CCL4 GPR152
CCL4 TMEM179B
CCL4 SLC10A6
CCL4 CNR2
CCL4 SLC18A1
CCL4 GPRC5D
CCL4 UNC93A
CCL4 TAS2R5
MAGEA11 CTTNBP2
CTTNBP2 CCT2
CTTNBP2 TCP1
CTTNBP2 ZRANB1
CTTNBP2 PPP2CB
CTTNBP2 CCT5
