MAP2K4 BLNK
LRRK2 HERC2
LRRK2 RAC1
LRRK2 ARFGAP1
LRRK2 HSPA8
LRRK2 SNCA
LRRK2 YWHAG
LRRK2 MAPT
LRRK2 YWHAZ
LRRK2 YWHAQ
LRRK2 LRRK1
LRRK2 ACTB
LRRK2 LGALS8
LRRK2 TUBB
LRRK2 EZR
LRRK2 HSP90AA1
LRRK2 VIM
LRRK2 RHOA
LRRK2 DVL1
LRRK2 HSP90AB1
LRRK2 SFN
LRRK2 STUB1
LRRK2 TUBA1A
LRRK2 RAB7A
LRRK2 YWHAB
LRRK2 YWHAE
LRRK2 YWHAH
LRRK2 CDC42
LRRK2 MAP1B
LRRK2 RAB5B
LRRK2 PAK6
LRRK2 ARHGEF7
LRRK2 DNM1L
LRRK2 SQSTM1
LRRK2 DVL2
LRRK2 SH3GL1
LRRK2 TPM1
LRRK2 DVL3
LRRK2 EIF4EBP1
LRRK2 CDC37
LRRK2 BAG2
LRRK2 STIP1
LRRK2 CSE1L
LRRK2 MAP2K7
LRRK2 AGO2
LRRK2 MAP2K6
LRRK2 AGO1
LRRK2 ATP2A2
LRRK2 CAPZA1
LRRK2 MYL9
LRRK2 MAP2K3
LRRK2 ACTR3
LRRK2 GAK
LRRK2 MBP
LRRK2 MARK1
LRRK2 WSB1
LRRK2 TUBA1C
LRRK2 LRRK2
LRRK2 MYO1D
LRRK2 LRP6
LRRK2 BAG5
LRRK2 NEURL4
LRRK2 LINC01139
LRRK2 CUEDC1
LRRK2 NDUFAF7
LRRK2 CHGB
LRRK2 RAB29
LRRK2 MSN
LRRK2 RDX
RGCC CDK1
RGCC PLK1
PFKP EGFR
PFKP EEF1A1
PFKP ARF6
PFKP MAX
PFKP YWHAZ
PFKP TRAF6
PFKP PIK3R1
PFKP BTK
PFKP PRKAB1
PFKP SNW1
PFKP MCM9
PFKP AKT2
PFKP TRIM21
PFKP ALDOA
PFKP PFKM
PFKP TMPO
PFKP PFKL
PFKP MCC
PFKP ALDOC
PFKP BCAR3
PFKP TNFRSF1B
PFKP HLA-B
PFKP GSTK1
PFKP DYNLL1
PFKP GABARAPL2
PFKP DMWD
PFKP ALDOB
PFKP WIPI2
PFKP FBP1
PFKP NIPSNAP2
PFKP FBP2
PFKP NUTF2
SIRPA STAT1
SIRPA PTPN11
SIRPA JAK2
SIRPA IGF1R
SIRPA HSP90B1
SIRPA KRAS
SIRPA KRT15
SIRPA CALR
SIRPA HSPA5
SIRPA SOS1
SIRPA PTPN6
SIRPA TPT1
SIRPA VIM
SIRPA HSP90AB1
SIRPA TRIM27
SIRPA KRT31
SIRPA KRT40
SIRPA ILK
SIRPA NOL3
SIRPA TRIM2
SIRPA CCDC57
SIRPA MATK
SIRPA CCT6A
SIRPA HSPA1A
SIRPA HSPA9
SIRPA SUPT6H
SIRPA DDX6
SIRPA CAPZB
SIRPA NOX4
SIRPA FTH1
SIRPA IL1RAP
SIRPA CD47
SIRPA HOXA10
SIRPA PRC1
SIRPA KRT34
SIRPA HSF2BP
SIRPA TRIM23
SIRPA DYNLT1
ATM MED1
ATM MDM2
ATM TP53
ATM TOPBP1
ATM HDAC1
ATM SP1
ATM KAT5
ATM BANP
ATM H2AX
ATM CHEK2
ATM TP63
ATM TP53BP1
ATM RPA2
ATM MCM3
ATM PRKDC
ATM XPA
ATM ATR
ATM BLM
ATM RFWD3
ATM DDX1
ATM WRN
ATM ATRIP
ATM RAD51
ATM EP300
ATM TRIM28
ATM SIAH1
ATM ALB
ATM VCP
ATM XRCC5
ATM AP2B1
ATM BRCA1
ATM CREB1
ATM POLR2A
ATM VHL
ATM FOXO3
ATM RAD50
ATM NBN
ATM BAG6
ATM NABP2
ATM EWSR1
ATM E2F1
ATM TERF2
ATM ZEB1
ATM MCM2
ATM CHD4
ATM AP3B2
ATM ABL1
ATM BRCA2
ATM MSH6
ATM RBBP8
ATM UIMC1
ATM MDC1
ATM MSH2
ATM ATF2
ATM MRE11
ATM FANCD2
ATM SMC1A
ATM ATM
ATM CHEK1
ATM EIF4EBP1
ATM RAD17
ATM TERF1
ATM PEX5
ATM RHEB
ATM XPC
ATM HUWE1
ATM TTI1
ATM TELO2
ATM MCPH1
ATM KAT8
ATM BMI1
ATM EXO1
ATM TCL1A
ATM RNF20
ATM RNF40
ATM EIF3E
ATM IKBKG
ATM DCLRE1C
ATM CDKN2C
ATM SPSB1
ATM BCL10
ATM WWOX
ATM IL24
ATM NAT2
ATM NSD3
ATM RANBP9
ATM TRIM29
ATM PELI1
ATM SMARCB1
ATM MLH1
ATM RAD9A
ATM SMC3
ATM RRM2B
ATM FBXO31
ATM RFC4
ATM EEF1E1
ATM AP3B1
ATM PTS
ATM PPP1CA
ATM TAOK3
ATM FUS
ATM ATMIN
ATM RIF1
ATM RFC2
ATM PPP1R2
ATM AVEN
ATM CXXC5
ATM DYRK2
ATM TREX1
ATM APLF
ATM NLRP2
ATM PPP1CC
ATM AP1B1
ATM E4F1
ATM CDK5
ATM NHEJ1
ATM TDP1
ATM ZBTB2
ATM USP28
ATM USP34
ATM ZNF148
ATM UBR5
ATM CDC6
ATM AATF
ATM RASSF1
ATM RFC1
ATM STK11
ATM RNF8
ATM AP2A2
ATM COP1
ATM FANCI
ATM TIPARP
ATM MDM4
ATM USP10
ATM TAOK1
ATM ZNF420
ATM USP15
ATM LIG4
ATM NFAT5
ATM ESRRG
PRKCA TP53
PRKCA SRF
PRKCA CREBBP
PRKCA RARA
PRKCA EIF4E
PRKCA RELA
PRKCA SP1
PRKCA NPM1
PRKCA PKM
PRKCA PLCG1
PRKCA EGFR
PRKCA EEF1A1
PRKCA LMNA
PRKCA JAK1
PRKCA AR
PRKCA MYOD1
PRKCA EP300
PRKCA PTPN11
PRKCA ERBB2
PRKCA RAC1
PRKCA SRC
PRKCA HES1
PRKCA SYK
PRKCA HDAC6
PRKCA PLD2
PRKCA PLD1
PRKCA ITGB1
PRKCA SHC1
PRKCA YWHAG
PRKCA GSK3B
PRKCA NOS3
PRKCA VTN
PRKCA PSEN1
PRKCA GRIN1
PRKCA GSTP1
PRKCA CYBA
PRKCA LRP1
PRKCA TFAP2A
PRKCA KLF5
PRKCA DDX5
PRKCA PPARA
PRKCA H2BC3
PRKCA TP73
PRKCA NFATC1
PRKCA RPS6KB2
PRKCA HMGN2
PRKCA AHR
PRKCA H1-1
PRKCA EWSR1
PRKCA CBL
PRKCA TRIM41
PRKCA RICTOR
PRKCA CHUK
PRKCA IKBKB
PRKCA C1QBP
PRKCA FSCN1
PRKCA OGG1
PRKCA DDX58
PRKCA H1-5
PRKCA ELAVL1
PRKCA MAPKAP1
PRKCA SELL
PRKCA PPP1R14A
PRKCA PRKCA
PRKCA TBXA2R
PRKCA RBCK1
PRKCA PLA2G4A
PRKCA CDC42
PRKCA RACK1
PRKCA ACTA1
PRKCA CD4
PRKCA ARHGDIA
PRKCA TOP1
PRKCA KCNC4
PRKCA PRKCB
PRKCA LCK
PRKCA HSPA1A
PRKCA VIM
PRKCA SLC9A3R1
PRKCA FAS
PRKCA BDKRB2
PRKCA PLCB3
PRKCA HSPB1
PRKCA YWHAZ
PRKCA RPL10
PRKCA ANXA1
PRKCA PRKCE
PRKCA ITGB2
PRKCA RGS2
PRKCA CFLAR
PRKCA TOP2A
PRKCA HLA-A
PRKCA RAF1
PRKCA ARHGEF1
PRKCA RHOA
PRKCA F11R
PRKCA CFTR
PRKCA SNAP23
PRKCA PLEK
PRKCA PRKCZ
PRKCA MYH9
PRKCA GRK2
PRKCA EEF1D
PRKCA KCNE1
PRKCA IRS1
PRKCA IL2RA
PRKCA ADAP1
PRKCA TRPV1
PRKCA PRKD1
PRKCA DNM1
PRKCA CTPS1
PRKCA TXN
PRKCA MYLK
PRKCA GABRR1
PRKCA ITGB4
PRKCA PLCG2
PRKCA ANXA2
PRKCA ADD3
PRKCA PTPN1
PRKCA ATF2
PRKCA FXYD1
PRKCA MARCKS
PRKCA EIF6
PRKCA THOC5
PRKCA DGKZ
PRKCA PLAU
PRKCA GNAZ
PRKCA TCEAL1
PRKCA DVL2
PRKCA ADD2
PRKCA IQGAP1
PRKCA KRT18
PRKCA ADRB2
PRKCA GNA15
PRKCA CD44
PRKCA NOS1
PRKCA VCL
PRKCA STXBP3
PRKCA GRIA4
PRKCA RGS19
PRKCA GRIA1
PRKCA KIT
PRKCA GRIN2B
PRKCA AQP1
PRKCA BTK
PRKCA KCNAB2
PRKCA PLCB1
PRKCA GRIA2
PRKCA HAND1
PRKCA BRAF
PRKCA BTG2
PRKCA KCNE3
PRKCA ATP1A1
PRKCA DLG4
PRKCA IL1R1
PRKCA TRPC3
PRKCA MARK2
PRKCA PITPNA
PRKCA FGA
PRKCA GSK3A
PRKCA EDF1
PRKCA L1CAM
PRKCA AKAP12
PRKCA GABRB3
PRKCA DGKD
PRKCA RHO
PRKCA ADRA2A
PRKCA GIPC1
PRKCA PTGER4
PRKCA SEMG1
PRKCA PATJ
PRKCA FRAT1
PRKCA FGF2
PRKCA KCNJ4
PRKCA TYK2
PRKCA SNAP25
PRKCA HMGB1
PRKCA NRGN
PRKCA VASP
PRKCA CLDN4
PRKCA MMP2
PRKCA ADCY5
PRKCA GNA12
PRKCA SCTR
PRKCA CORO1B
PRKCA ITPKB
PRKCA TNNI3
PRKCA DLX3
PRKCA EIF2S1
PRKCA MGMT
PRKCA KIR3DL1
PRKCA SLC6A9
PRKCA GPM6A
PRKCA TEP1
PRKCA CD5
PRKCA ATP2B2
PRKCA GSTA4
PRKCA GRM5
PRKCA SPAG1
PRKCA XK
PRKCA RRAD
PRKCA POLB
PRKCA NCF1
PRKCA PPP1R14D
PRKCA TRPM4
PRKCA GRM7
PRKCA SH3BP2
PRKCA ITPKA
PRKCA MBP
PRKCA RGS7
PRKCA SDC4
PRKCA CD9
PRKCA ADD1
PRKCA OPRD1
PRKCA KCNJ11
PRKCA KCNJ13
PRKCA ASGR2
PRKCA PEA15
PRKCA TAGLN
PRKCA ARHGAP35
PRKCA PFKFB3
PRKCA C5AR1
PRKCA ADAM17
PRKCA VPS72
PRKCA GRK7
PRKCA PRKD3
PRKCA CD53
PRKCA PFKFB2
PRKCA TNNT2
PRKCA GJB1
PRKCA TRPV5
PRKCA TTN
PRKCA PDE3A
PRKCA ACO1
PRKCA CD163
PRKCA TRPV6
PRKCA PDLIM7
PRKCA HAND2
PRKCA HRH1
PRKCA MYL9
PRKCA GRM1
PRKCA MEP1B
PRKCA PPP1R1A
PRKCA CHAT
PRKCA PA2G4
PRKCA PTPRC
PRKCA ADRA1B
PRKCA CISH
PRKCA CTNND1
PRKCA AKAP5
PRKCA GABRB1
PRKCA VDR
PRKCA KCNA5
PRKCA KCNMA1
PRKCA TUBA1C
PRKCA TACSTD2
PRKCA PICK1
PRKCA DAB2
PRKCA STXBP1
PRKCA KRT20
PRKCA HMGN1
PRKCA ATP2B1
PRKCA HSPB8
PRKCA PTGIR
PRKCA AVPR1B
PRKCA APLP2
PRKCA KCNE4
PRKCA RALBP1
PRKCA CYTH2
PRKCA PEBP1
PRKCA RSC1A1
PRKCA LMNB1
PRKCA KCNQ2
PRKCA F3
PRKCA MARCKSL1
PRKCA BEST1
PRKCA BNC1
PRKCA AFAP1
PRKCA NCF4
PRKCA PRKG1
PRKCA GNG12
PRKCA KCNJ1
PRKCA ABCB1
PRKCA SDC2
PRKCA CD3G
PRKCA GABRR2
PRKCA GMFB
PRKCA CYTH1
PRKCA SLC1A1
PRKCA NKX3-1
PRKCA HABP4
PRKCA SPP1
PRKCA AVPR1A
PRKCA PRKD2
PRKCA PAM
PRKCA AVPR2
PRKCA PITPNB
PRKCA CASR
PRKCA ANXA7
PRKCA GFAP
PRKCA PTPN6
PRKCA CAVIN2
PRKCA TFRC
PRKCA SEMG2
PRKCA EZR
PRKCA EGLN2
PRKCA CNP
PRKCA GFPT1
PRKCA GJA1
PRKCA AQP4
PRKCA CANX
PRKCA RPS6KA2
PRKCA CREM
PRKCA NFE2L2
PRKCA NMNAT1
PRKCA TRIM29
PRKCA CD226
PDE3B YWHAB
PDE3B PRKACA
PDE3B PRKACB
PDE3B LNX1
PDE3B ADCY8
PDE3B ADCY1
PDE3B ADCY5
PDE3B GUCY1B1
PDE3B GUCY1A2
PDE3B PRKACG
PDE3B ADCY3
PDE3B NPR2
PDE3B GUCY2C
PDE3B HPGDS
PDE3B GUCY1A1
PDE3B ADCY6
PDE3B ADCY2
PDE3B NPR1
PDE3B ADCY4
PDE3B GUCY2F
PDE3B GUCY1B2
PDE3B GUCY2D
PDE3B ADCY7
PDE3B ADCY9
PDE3B ADCY10
RUNX2 MAP3K4
RUNX2 HDAC1
RUNX2 HDAC3
RUNX2 RB1
RUNX2 JUN
RUNX2 HDAC7
RUNX2 AXIN1
RUNX2 XRCC6
RUNX2 RBM14
RUNX2 CDK1
RUNX2 AR
RUNX2 EP300
RUNX2 HIF1A
RUNX2 PRKCD
RUNX2 HES1
RUNX2 HDAC6
RUNX2 XRCC5
RUNX2 SMAD2
RUNX2 SMAD1
RUNX2 LEF1
RUNX2 CEBPB
RUNX2 UBTF
RUNX2 TLE1
RUNX2 YAP1
RUNX2 HIVEP3
RUNX2 FOS
RUNX2 HDAC4
RUNX2 HDAC5
RUNX2 FHL2
RUNX2 KAT6B
RUNX2 STUB1
RUNX2 CBFB
RUNX2 GNAS
RUNX2 ALYREF
RUNX2 ETS1
RUNX2 CCNB1
RUNX2 SMURF1
RUNX2 MAPK3
RUNX2 SMAD5
RUNX2 MSX2
RUNX2 MMP13
RUNX2 SOST
RUNX2 DVL2
RUNX2 BMP7
RUNX2 SMAD6
RUNX2 MIER1
RUNX2 CLC
PTPN1 SUMO1
PTPN1 STAT3
PTPN1 PIAS1
PTPN1 CSNK2A1
PTPN1 CTNNB1
PTPN1 PIN1
PTPN1 MAPK1
PTPN1 EGFR
PTPN1 CDK7
PTPN1 CDK1
PTPN1 ESR1
PTPN1 PTK2
PTPN1 SRC
PTPN1 JAK2
PTPN1 CDK9
PTPN1 FGFR1
PTPN1 PRKCD
PTPN1 CAPN1
PTPN1 IGF1R
PTPN1 HDAC6
PTPN1 PLD2
PTPN1 NTRK1
PTPN1 CAV1
PTPN1 GSK3B
PTPN1 ITGB3
PTPN1 CDK6
PTPN1 CDK2
PTPN1 STAT5A
PTPN1 CTTN
PTPN1 NFKBIA
PTPN1 PRKCB
PTPN1 RRAS2
PTPN1 GRB2
PTPN1 BCR
PTPN1 BCAR1
PTPN1 PDGFRB
PTPN1 IRS1
PTPN1 PTRH2
PTPN1 STAM2
PTPN1 COP1
PTPN1 GHR
PTPN1 ABCD3
PTPN1 NTRK2
PTPN1 TCTN2
PTPN1 GOLIM4
PTPN1 RNF213
PTPN1 GHITM
PTPN1 PGRMC1
PTPN1 SEC61A1
PTPN1 RHBDD1
PTPN1 ACTA1
PTPN1 ACTN1
PTPN1 CDK4
PTPN1 PRKCI
PTPN1 CSNK2A2
PTPN1 ABL1
PTPN1 PRKCG
PTPN1 PRKCE
PTPN1 NTRK3
PTPN1 PSTPIP1
PTPN1 PRKCZ
PTPN1 STAT5B
PTPN1 ROS1
PTPN1 TYK2
PTPN1 SLC4A1
PTPN1 TRPV6
PTPN1 AKT2
PTPN1 CLK2
PTPN1 PTPN1
PTPN1 PRKCQ
PTPN1 LTK
PTPN1 CLK1
PTPN1 CAPN2
PTPN1 CRK
PTPN1 EPOR
PTPN1 PRKCH
PTPN1 GLRX
PTPN1 AKT3
PTPN1 CDH2
PTPN1 CDK5
PTPN1 TIMMDC1
PTPN1 AQP6
PTPN1 TMEM31
PTPN1 ELOVL4
PTPN1 TMEM86B
PTPN1 TMEM41A
PTPN1 PIGP
MAPK8IP3 BCL6
BCL6 PML
BCL6 SPI1
BCL6 ZBTB16
BCL6 CREBBP
BCL6 NCOR2
BCL6 SIN3A
BCL6 NCOR1
BCL6 HDAC1
BCL6 HDAC3
BCL6 JUN
BCL6 SP1
BCL6 HDAC7
BCL6 KLHL20
BCL6 PIN1
BCL6 MAPK1
BCL6 SIRT1
BCL6 TRIB3
BCL6 TP53BP1
BCL6 EP300
BCL6 SIAH1
BCL6 YY1
BCL6 HNF1A
BCL6 PPARD
BCL6 JUND
BCL6 HBEGF
BCL6 PRMT5
BCL6 TLE5
BCL6 TRAF1
BCL6 GOLGA2
BCL6 CHD3
BCL6 WTAP
BCL6 ZBTB17
BCL6 HDAC4
BCL6 HDAC5
BCL6 CTBP1
BCL6 HSP90AA1
BCL6 CDK19
BCL6 BCOR
BCL6 IRF4
BCL6 ZBTB7A
BCL6 BCL6B
BCL6 MTA3
BCL6 BCL11A
BCL6 FBXO11
BCL6 NACC1
BCL6 BCL6
BCL6 PELI1
BCL6 LIMS3
BCL6 AIP
BCL6 UCHL1
BCL6 JUNB
BCL6 EHMT1
BCL6 IDI2
BCL6 MBD3
BCL6 KMT2B
BCL6 MAPK3
BCL6 MTA2
BCL6 CHD4
BCL6 EIF4ENIF1
BCL6 KIFC3
BCL6 PARP12
BCL6 LPAR2
BCL6 ARID1A
BCL6 RUNX1T1
BCL6 DDX6
BCL6 FOXO4
BCL6 OLA1
BCL6 PANX3
BCL6 SENP7
BCL6 ELF1
BCL6 PCDH9
BCL6 NKRF
BCL6 SPEN
BCL6 WDR35
BCL6 HELZ2
BCL6 DROSHA
BCL6 WNT16
BCL6 PPARGC1A
BCL6 UTP6
BCL6 OSBPL1A
BCL6 TBL1XR1
BCL6 ZNF443
BCL6 ZMYND8
BCL6 KDM2A
BCL6 LSM1
BCL6 ZBTB7B
BCL6 KIF13B
BCL6 SMO
BCL6 MTMR6
BCL6 MED23
BCL6 DNAH9
BCL6 EPHB6
BCL6 EIF2AK3
BCL6 E2F3
BCL6 TNFRSF8
BCL6 ERCC5
BCL6 ATF7
BCL6 ZBTB6
BCL6 TRAF3IP3
BCL6 WNK4
BCL6 CACNA1A
BCL6 CSMD1
BCL6 LPAR4
BCL6 POU2F3
BCL6 EBF1
BCL6 SPTLC2
BCL6 ARHGAP35
BCL6 CUTC
BCL6 SAE1
BCL6 PLPP3
BCL6 BLZF1
BCL6 HSF4
BCL6 ARNT2
BCL6 TEKT4
BCL6 PBX4
BCL6 PFDN5
BCL6 TRAF2
BCL6 POF1B
BCL6 KRTAP13-2
BCL6 PSMB4
BCL6 KRTAP19-1
BCL6 ARRDC3
BCL6 KRTAP13-1
BCL6 KLHL12
BCL6 ZNHIT1
BCL6 C4orf45
BCL6 ATP23
BCL6 WDR83
BCL6 CNOT2
BCL6 ANKRD53
BCL6 C7orf31
BCL6 CFAP161
BCL6 C9orf24
BCL6 PPTC7
BCL6 CFAP97D1
BCL6 LIMS4
MAP3K4 MAP2K6
MAP2K6 MAPK9
MAP2K6 MAPK10
MAP2K6 MAP3K5
MAP2K6 MAPK14
MAP2K6 MAP3K7
MAP2K6 RELA
MAP2K6 MAPK1
MAP2K6 SMAD7
MAP2K6 MAPK3
MAP2K6 TRAF6
MAP2K6 DCTN1
MAP2K6 MLH1
MAP2K6 GADD45A
MAP2K6 GADD45G
MAP2K6 MAP2K1
MAP2K6 MAP3K20
MAP2K6 PAK6
MAP2K6 MAP2K3
MAP2K6 PICK1
MAP2K6 MAP3K8
MAP2K6 PKN1
MAP2K6 MAPK12
MAP2K6 NPHS1
MAP2K6 TAOK2
MAP2K6 PLCB2
MAP2K6 GADD45B
MAP2K6 STAT4
MAP2K6 MAP2K6
MAP2K6 MAPK13
ARRB2 PDE4D
ARRB2 C5AR1
ARRB2 NAP1L1
ARRB2 LEO1
PDE4D MDM2
PDE4D ITSN1
PDE4D ARRB1
PDE4D ZDHHC17
PDE4D RACK1
PDE4D PDE4DIP
PDE4D PAFAH1B1
PDE4D PRKACA
PDE4D LYN
PDE4D COIL
PDE4D PRKACG
PDE4D PRKACB
PDE4D TRAF1
PDE4D TRIM23
PDE4D ADCY4
PDE4D GOLGA8EP
PDE4D GUCY2F
PDE4D GUCY1A2
PDE4D AKAP12
PDE4D NPR1
PDE4D GUCY1B2
PDE4D NPR2
PDE4D ADCY2
PDE4D ADCY1
PDE4D ADCY3
PDE4D ADCY10
PDE4D ADCY8
PDE4D MAGEA6
PDE4D GUCY1A1
PDE4D ADCY6
PDE4D GUCY2C
PDE4D GUCY1B1
PDE4D GUCY2D
PDE4D ADCY9
PDE4D GOLGA8F
PDE4D AKAP6
PDE4D PDE4D
PDE4D ADCY5
PDE4D ADCY7
C5AR1 ARRB1
C5AR1 PRKCB
C5AR1 WAS
C5AR1 GNAI3
C5AR1 GNAI2
C5AR1 RPS19
C5AR1 PRKCG
C5AR1 C5
C5AR1 C5AR2
C5AR1 C5AR1
NAP1L1 MDM2
NAP1L1 RPL11
NAP1L1 TP53
NAP1L1 CREBBP
NAP1L1 SP1
NAP1L1 NPM1
NAP1L1 H2AX
NAP1L1 CSNK2A1
NAP1L1 MYC
NAP1L1 EEF1A1
NAP1L1 EP300
NAP1L1 GNL3
NAP1L1 RPS9
NAP1L1 UBC
NAP1L1 LUC7L2
NAP1L1 CSNK2B
NAP1L1 SMAD2
NAP1L1 HNRNPU
NAP1L1 PHB
NAP1L1 RPL15
NAP1L1 DLST
NAP1L1 COPS2
NAP1L1 NAP1L4
NAP1L1 PES1
NAP1L1 MAGED2
NAP1L1 RPL3
NAP1L1 H2BC14
NAP1L1 RPL36A
NAP1L1 TFE3
NAP1L1 RPL22
NAP1L1 FBL
NAP1L1 RPS24
NAP1L1 RPS16
NAP1L1 EEF2
NAP1L1 RPL5
NAP1L1 TOP1
NAP1L1 RPL29
NAP1L1 TRAF6
NAP1L1 RPL18
NAP1L1 RPL10A
NAP1L1 RPL18A
NAP1L1 HNRNPA1
NAP1L1 RPL31
NAP1L1 RPS2
NAP1L1 RPS13
NAP1L1 H1-3
NAP1L1 RPL13A
NAP1L1 C18orf32
NAP1L1 RBM28
NAP1L1 NCL
NAP1L1 RPL12
NAP1L1 RPL10
NAP1L1 TNFRSF1A
NAP1L1 RPS12
NAP1L1 ACTG2
NAP1L1 RPL26
NAP1L1 SNU13
NAP1L1 U2AF2
NAP1L1 RPL35A
NAP1L1 RPL24
NAP1L1 RPS7
NAP1L1 RPL8
NAP1L1 RPS11
NAP1L1 RPL9
NAP1L1 TUBA1A
NAP1L1 RPS18
NAP1L1 NOP58
NAP1L1 RPL39
NAP1L1 RPL23
NAP1L1 DHX9
NAP1L1 IKBKE
NAP1L1 RPS23
NAP1L1 RPL7A
NAP1L1 SLC25A5
NAP1L1 RPL19
NAP1L1 DDX21
NAP1L1 TCOF1
NAP1L1 MED10
NAP1L1 RPL6
NAP1L1 RPS6
NAP1L1 SRP14
NAP1L1 RPL36
NAP1L1 IGF2BP1
NAP1L1 TUFM
NAP1L1 RPS3A
NAP1L1 GTF2F2
NAP1L1 RPLP2
NAP1L1 TUBB1
NAP1L1 RAC3
NAP1L1 RPL27
NAP1L1 RPL32
NAP1L1 H1-10
NAP1L1 RPS14
NAP1L1 PWP1
NAP1L1 RPL30
NAP1L1 RPL35
NAP1L1 BRIX1
NAP1L1 RPL23A
NAP1L1 TRADD
NAP1L1 RPS15
NAP1L1 TRAF2
NAP1L1 HLA-B
NAP1L1 RPL27A
NAP1L1 TTLL10
NAP1L1 RPLP1
NAP1L1 RPL37A
NAP1L1 ILF3
NAP1L1 HBA2
NAP1L1 RPS17
NAP1L1 RPL28
NAP1L1 NOLC1
NAP1L1 NR2F6
NAP1L1 RPS15A
NAP1L1 LYAR
NAP1L1 RPS8
NAP1L1 RPL4
NAP1L1 NAP1L1
NAP1L1 DNM2
NAP1L1 MAP2K5
NAP1L1 EBNA1BP2
NAP1L1 SRPK1
NAP1L1 ILF2
NAP1L1 HBA1
NAP1L1 FSD1
NAP1L1 RPL14
NAP1L1 HNRNPM
NAP1L1 RPL21
NAP1L1 SCYL2
NAP1L1 IQCJ-SCHIP1
NAP1L1 MYBBP1A
NAP1L1 RPS29
NAP1L1 RPLP0
NAP1L1 ATG5
NAP1L1 YBX1
NAP1L1 U2AF1
NAP1L1 TANK
NAP1L1 TRAF1
NAP1L1 RSL1D1
NAP1L1 RPL13
NAP1L1 PSMD4
NAP1L1 RPL7
NAP1L1 FTSJ1
NAP1L1 GAS2L2
NAP1L1 NAP1L2
ITCH NEDD9
ITCH TXNIP
ITCH LITAF
NEDD9 KLHL20
NEDD9 BANP
NEDD9 PTPN11
NEDD9 PTK2
NEDD9 CRKL
NEDD9 SMAD2
NEDD9 SMAD1
NEDD9 TCF3
NEDD9 ZNF76
NEDD9 NFKBIA
NEDD9 FYN
NEDD9 PIK3CA
NEDD9 BCAR1
NEDD9 ABL1
NEDD9 CRK
NEDD9 RAPGEF1
NEDD9 PTK2B
NEDD9 MYH9
NEDD9 PIK3R3
NEDD9 WWOX
NEDD9 VIM
NEDD9 CDH1
NEDD9 PXN
NEDD9 TRIM27
NEDD9 FZR1
NEDD9 ID2
NEDD9 CDC42EP2
NEDD9 TRAF2
NEDD9 NCK1
NEDD9 TRIP6
NEDD9 LYN
NEDD9 BCAR3
NEDD9 NEDD9
NEDD9 MICAL1
NEDD9 NAB2
NEDD9 RBPMS
NEDD9 RFX6
NEDD9 LCK
NEDD9 TFCP2
NEDD9 DIMT1
NEDD9 DOCK3
NEDD9 ZYX
NEDD9 ANAPC10
NEDD9 CHAT
NEDD9 SH2D3C
NEDD9 PRR20A
NEDD9 DMRTB1
NEDD9 ELSPBP1
NEDD9 HOXA1
NEDD9 ANKS1A
NEDD9 FAM168B
NEDD9 C19orf54
NEDD9 TRIM23
NEDD9 INCA1
NEDD9 NOTCH2NLA
NEDD9 NBPF19
NEDD9 EXOSC8
NEDD9 TBX19
NEDD9 FOSB
NEDD9 PRAM1
NEDD9 FAM102A
NEDD9 KRT32
NEDD9 DPPA4
NEDD9 MED19
NEDD9 LHX8
TXNIP ZBTB16
TXNIP TP53
TXNIP HDAC1
TXNIP PTPN11
TXNIP KPNA2
TXNIP HUWE1
TXNIP UBR4
TXNIP TXN
TXNIP ZBTB32
TXNIP ECD
TXNIP DDIT4
TXNIP MTA1
TXNIP GATAD2B
TXNIP WWP1
TXNIP UBR5
TXNIP FHL1
TXNIP SMURF2
TXNIP TXNRD1
TXNIP SCEL
LITAF GGA3
LITAF HGS
LITAF UBQLN1
LITAF EPN1
LITAF SMAD2
LITAF TSG101
LITAF NFATC2
LITAF STAT6
LITAF NEDD4
LITAF BAG3
LITAF WWOX
LITAF KCNIP4
LITAF TOM1
LITAF STAM2
LITAF HPCAL4
LITAF REEP6
LITAF NEDD4L
LITAF RASSF3
LITAF CALCOCO2
LITAF TNF
LITAF RADIL
LITAF COMT
LITAF POGZ
LITAF DAZAP2
LITAF UBQLN2
LITAF ARID5A
LITAF TAX1BP1
LITAF TNIP1
LITAF NCALD
LITAF CREB5
LITAF VENTX
LITAF EPN3
LITAF RPS27A
LITAF TNIP3
LITAF EPN2
LITAF N4BP1
LITAF HPCAL1
LITAF HIP1
LITAF ZIC1
LITAF VSNL1
LITAF KCNIP1
LITAF RNF208
LITAF UBA52
MAPK9 ETS2
ETS2 SPI1
ETS2 ZFYVE9
ETS2 TP53
ETS2 CREBBP
ETS2 NCOR1
ETS2 JUN
ETS2 MAPK1
ETS2 CDK1
ETS2 NR3C1
ETS2 EP300
ETS2 SRC
ETS2 SMARCA4
ETS2 TWIST1
ETS2 PSEN1
ETS2 ETS1
ETS2 CDK10
ETS2 ZMYND11
ETS2 ERG
ETS2 POU5F1
ETS2 COP1
ETS2 SMARCB1
ETS2 FOS
ETS2 MAPK6
ETS2 MAPK3
ETS2 STAT5B
ETS2 FOSL1
ETS2 CAMK2A
ETS2 KIT
ETS2 MGAT2
ETS2 TGM3
ETS2 GATA3
ETS2 TDP2
ETS2 PRAP1
ETS2 POU5F1P3
